General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change,Day
General Information,"Note: Embrace Change Acquisition Corp. was expected to price its SPAC IPO on Monday night, March 28, 2022, with trading expected to begin on the NASDAQ on either Thursday, March 31, or Friday, April 1, 2022. As of Thursday morning (March 31) before the market’s open, no pricing announcement had been made and no effective filing had been posted by the SEC. We are a blank check company. It is our intention to pursue prospective targets that are in the technology, Internet and consumer sectors. We will look for companies with established brands, stable cash flow and readiness to access capital markets. In addition, we want to find companies that are truly technology driven and have strong industry competencies. (Incorporated in the Cayman Islands) We will not pursue a target company or a business combination with any company or business in China, Hong Kong and Macau. Our CEO Yoann Delwarde is the co-founder and CEO of Infinity Growth, a company that has helped nearly 25 companies from dozens of industries in seven countries increase their sales globally. Mr. Delwarde, who is from France, has many years of experience working in France and China. Our CFO Zheng Yuan has extensive financial management experience, having worked for several major Chinese banks. From October 2010 to March 2016, she was the vice president of the International Banking Department of Bank of Beijing Corp., responsible for international settlements, cooperation with international counterparts, and anti-money laundering operations. We believe that Ms. Zheng Yuan’s extensive and long-term multinational financial management experience will help us to better identify the financial risks of potential investment targets and to find outstanding companies to acquire. (Note: Embrace Change Acquisition Corp. increased the size of its IPO to 7.5 million units, up from 5.0 million units initially, in an S-1/A filing dated Oct. 27, 2021.)",BLANK CHECK,0,2021,Contact Information,"5186 Carroll Canyon Rd San Diego, CA 92121",(858) 688-4965,,Embrace Change Acquisition Corp.,Financial Information,$97.9mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,EMCGU,NASDAQ,7.5,$10.00 - $10.00,$75.0 mil,EF Hutton,Tiger Brokers,3/31/2022,,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Thursday
General Information,"We intend to focus on identifying high growth technology and consumer-exposed businesses with an enterprise value of at least $700 million in Central and Eastern Europe, Russia or the Commonwealth of Independent States (the “CIS”). (Incorporated in the Cayman Islands) Riccardo Orcel, our CEO, has a successful track record of leadership as a senior executive in investment banking, including roles at Merrill Lynch, Bank of America Merrill Lynch (“BAML”), VTB Capital and VTB Group and as a board member for multiple companies from different industries. He also brings an extensive network of business relationships across Central & Eastern Europe (“CEE”), Middle East and Africa (“CEEMEA”) in particular and in emerging markets more generally. (Note: Emerging Markets Horizon Corp. priced its SPAC IPO on Dec. 8, 2021, in sync with the terms in its prospectus: 25 million units at $10 each to raise $250 million.)",BLANK CHECKS,0,2021,Contact Information,"30 Ekaterinis Kornarou street, 3rd floor Stovolos 2024 Nicosia, Cyprus",+357 22 150494,,Emerging Markets Horizon Corp.,Financial Information,$312.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,HORIU,NASDAQ,25.0,$10.00 - $10.00,$250.0 mil,Citigroup/ VTB Capital,-,12/9/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search initially on U.S. businesses that complement our broad experience in consumer-facing enterprises at the forefront of evolving preferences, tastes, experiences and values and that have the potential to offer a differentiated proposition that creates more meaning and connectivity to the modern consumer. We will seek strong fundamental businesses in consumer products, retail, services, experiences and related sectors. Our sponsor is an affiliate of MidOcean Partners, a premier New York-based alternative asset manager that specializes in middle market private equity and alternative credit investments. Our founders are Matthew Rubel and Graham Clempson. Mr. Rubel serves as our CEO and executive chairman of our board of directors. Most recently, Mr. Rubel served as CEO, president and board member of Varsity Brands, a leader in sport, spirit and achievement products. He previously served as chairman, CEO and president of Collective Brands, Inc., which included Payless ShoeSource, Sperry Topsider, Saucony, Stride Rite and Keds. Mr. Clempson serves as our president and a director on our board. He is the vice chairman of MidOcean, which he co-founded in 2003.",BLANK CHECKS,0,2020,Contact Information,"245 Park Avenue, 38th Floor New York, NY 10167",212-497-1400,,Empower Ltd.,Financial Information,$312.50mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,EMPW.U,NYSE,25.0,$10.00 - $10.00,$250.0 mil,J.P.Morgan/ Jefferies,-,10/7/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a special purpose acquisition company driven by a unique and critical mission: to use our significant experience and resources to acquire a diverse-led business or a business focused on promoting an inclusive economy and society and provide strategic advice in support of its ongoing growth and success to create enduring shareholder value. To share in that value creation, PNC and Jefferies intend to each donate all of their respective founders’ shares and warrants to initiatives supporting the economic empowerment and inclusion of underrepresented groups. It is our and our sponsors’ core belief that by both empowering diverse or inclusive businesses and by our sponsors using their profits and at risk capital to reinvest in our communities, we and our sponsors can deliver significant shareholder value while also promoting racial equity and a shift to a more inclusive economy and society. Our sponsors are PNC Investment Capital Corp., an affiliate of The PNC Financial Services Group, Inc., and Jefferies Financial Group Inc. While we take an expansive view of diversity to include all underrepresented groups including women, focus will be given to Black-owned and managed companies. Similarly, while we seek to broadly expand opportunities for underrepresented groups, we recognize our impact may be most pronounced by focusing on companies that help to bring underserved communities into the financial mainstream.",BLANK CHECKS,0,2020,Contact Information,"340 Madison Avenue, New York, NY 10173, US",(212) 468-8655,,Empowerment & Inclusion Capital I,Financial Information,$250mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,EPWR.U,NYSE,24.0,$10.00 - $10.00,$240.0 mil,Jefferies/ Siebert Williams Shank,Academy Securities/ Blaylock Van/ C.L. King & Associates/ Loop Capital Markets/ Ramirez & Co.,1/8/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: Genworth Financial revived its Enact Holdings spin-off’s IPO in early August with a new underwriting lineup and filed terms in an S-1/A filing dated Sept. 13, 2021. Genworth Financial is the selling stockholder; Genworth is offering all of the 13.31 million shares in the IPO. Enact Holdings will not receive any of the IPO proceeds. Previously: Genworth Financial announced on Thursday, May 13, 2021, that it had postponed the IPO of Enact Holdings, Inc., due to “the recent significant trading volatility in the mortgage insurance (MI) sector,” according to a news release published at 6:30 a.m. EDT. J.P Morgan/ Goldman Sachs/ BofA Securities/ Credit Suisse were the joint book-runners on the deal postponed in May.) On May 3, 2021, the company changed its name to Enact Holdings, Inc., from Genworth Mortgage Holdings, Inc. We are a leading private mortgage insurance company serving the United States housing finance market since 1981 with a mission to help people buy a house and keep it their home. We operate in all 50 states and the District of Columbia. We have a leading platform based on long-tenured customer relationships with mortgage lenders, underwriting excellence, and prudent risk and capital management practices. In 2019 and 2020, we provided new insurance coverage to about 1,800 customers, including 19 of the top 20 mortgage lenders. For the year ended Dec. 31, 2020, we generated new insurance written (“NIW”) of $99.9 billion, up from $62.4 billion in 2019. Net income was $370 million in 2020, down from $678 million in 2019. Our 2020 results were impacted by increased loss reserves related to COVID-19.",Insurance Agents & Brokers - Mortgage Insurance,525,1981,Contact Information,"8325 Six Forks Road Raleigh, North Carolina 27615",(919) 846-4100,,"Enact Holdings, Inc. (formerly Genworth Mortgage Holdings, Inc.)",Financial Information,$3093.96mil,$1106.46 mil (last 12 months),$370.0 mil (last 12 months),IPO Profile,ACT,NASDAQ,13.3,$19.00 - $19.00,$252.9 mil,Goldman Sachs/ J.P. Morgan/ BofA Securities/ Credit Suisse,Citigroup/ Deutsche Bank Securities/ Keefe Bruyette & Woods/ BTIG/ Dowling & Partners Securities,9/16/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search on growth assets in Asia, including companies in the technology and consumer sectors. We shall not undertake our initial business combination with any entity with its principal business operations in China (including Hong Kong and Macau). (Incorporated in the Cayman Islands)",BLANK CHECKS,0,2021,Contact Information,"477 Madison Avenue 6th Floor New York, New York 10022",(212) 287-4092,,Endeavor Acquisition Corp.,Financial Information,$287.75mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ENACU,NASDAQ,22.5,$10.00 - $10.00,$225.0 mil,Cantor/ Mizuho Securities,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"The UFC (the Ultimate Fighting Championship – mixed martial arts), IMG (sports, events, media and New York Fashion Week) and WME (William Morris Endeavor, the entertainment and sports talent agency) have one thing in common: All are owned by Endeavor Group Holdings, the sports and entertainment company that grew out of Beverly Hills talent agency Endeavor, founded in 1995. Endeavor is a premium intellectual property, content, events, and experiences company. We own and operate premium sports properties, including the UFC, produce and distribute sports and entertainment content, own and manage exclusive live events and experiences, and represent top sports and entertainment talent, as well as blue-chip corporate clients. Founded as a client representation business, we expanded organically and through strategic mergers and acquisitions, investing in new capabilities, including sports operations and advisory, events and experiences management, media production and distribution, brand licensing, and experiential marketing. The addition of these new capabilities and insights transformed our business into an integrated global platform anchored by owned and managed premium intellectual property. We believe that our unique business model gives us a competitive advantage in the industries in which we operate. Our direct ownership of scarce sports properties positions us to directly benefit from the generally rising value of sports assets, while giving us direct control to make decisions that sustain the long-term value of our properties. Our dual role as an intellectual property owner and as a trusted advisor to clients and rights holders allows us to make connections across our platform, increasing the earnings of our clients and the value of our sports and entertainment properties. We possess category leading capabilities in various industries, each of which contributes to our financial success. After we founded Endeavor in 1995, we gained scale in representation by merging with the venerable William Morris Agency to form WME in 2009, which was followed by our acquisition of IMG in 2014, adding marketing and licensing, events, media production and distribution, and the sports training institution, IMG Academy. The acquisition of a controlling interest in the UFC in 2016 served as a major step forward in the transformation of our business. We operate across three segments: (i) Owned Sports Properties, (ii) Events, Experiences & Rights and (iii) Representation. (Note: Endeavor Group Holdings had initially planned to go public in 2019. But the company withdrew that IPO in an SEC filing dated Oct. 16, 2019.)",AMUSEMENT & RECREATION SERVICES,6400,1995,Contact Information,"9601 Wilshire Boulevard, 3rd Floor Beverly Hills, CA 90210",(310) 285-9000,http://www.endeavorco.com/,"Endeavor Group Holdings, Inc.",Financial Information,,$3478.7 mil (last 12 months),$-625.3 mil (last 12 months),IPO Profile,EDR,NYSE,21.3,$24.00 - $24.00,$511.2 mil,Morgan Stanley/ Goldman Sachs/ J.P. Morgan/ KKR/ Deutsche Bank Securities,"Barclays/	Citigroup/ Credit Suisse/ Evercore ISI/ HSBC/ Jefferies/ Moelis & Co. / Piper Sandler/ RBC Capital Markets/ UBS Investment Bank/ CODE Advisors/ DBO Partners/ LionTree/ Academy Securities/ R. Seelaus & Co., LLC / Ramirez & Co., Inc./ Siebert Williams Shank",4/29/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search for a target business operating in data infrastructure and analytics, with a primary focus on space and wireless industries and related technology and services, which we refer to as “space-based tech” businesses. (Incorporated in the Cayman Islands) (Note: Endurance Acquisition Corp. priced its SPAC IPO on Sept. 14, 2021, in line with the terms in its prospectus: 20 million units at $10 each to raise $200 million.)",BLANK CHECKS,0,2021,Contact Information,"630 Fifth Avenue, 20th Floor New York, NY 10111",,,Endurance Acquisition Corp.,Financial Information,$250.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,EDNCU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Cantor,Truist Securities,9/15/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search for a target business in the energy value chain in South East Asia and Asia Pacific region, with a particular focus on opportunities aligned with energy growth transition and sustainability themes. (Incorporated in the Cayman Islands)",BLANK CHECKS,0,2021,Contact Information,"Level 10, Tower 11, Avenue 5, No. 8, Jalan Kerinchi, Bangsar South 59200 Wilayah Persekutuan Kuala Lumpur, Malaysia",+ (60) 3270 47622,,ENERGEM CORP.,Financial Information,$129.76mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ENCPU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,EF Hutton,-,11/16/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus on businesses in clean energy sectors that have their primary operations located in the Asia-Pacific region. We will focus on businesses with enterprise values between $200 million and $800 million. We believe that we will add value to these businesses primarily by providing them with access to the U.S. capital markets. (Incorporated in the British Virgin Islands) **We intend to focus on acquiring a target business in Asia, including the People’s Republic of China, or PRC. In addition, our officers and directors have significant ties to PRC. There are significant legal and operational risks associated with investing in a target business with its primary operations in PRC, which are described in more detail in the “Risk Factors” section of this document. (Please see the prospectus.) Clean energy businesses of interest include renewables, de-carbonization, biofuels, carbon capture, utilization and storage, hydrogen fuel and fuel cell technologies, electric vehicle infrastructure and energy storage, etc., as well as other related sectors that will ideally have a positive environmental and social impact in the Environmental, Social,and Governance sphere (the “ESG”). Mr. Qingxun (Kenn) Kong has been our chairman of the board of directors and CEO since July 2021. Mr. Kong is a successful entrepreneur, experienced business executive manager and a well-known emerging business opinion influencer in China. Before joining us, he founded several companies, including VS Group, VHudong, Geekbeans Capital and ChainPlusOne. As an experienced investor, Mr. Kong has invested in 60+ projects involving green energy, blockchain technologies and social media, focusing on leading Internet technology development.",BLANK CHECK,0,2021,Contact Information,,,,Energy Cloud I Acquisition Corp.,Financial Information,$96.83mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ECOAU,NASDAQ,7.5,$10.00 - $10.00,$75.0 mil,EF Hutton,,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our mission is to help solve investment managers’ evolving business and operational challenges through next-generation technology. Enfusion is a global high-growth software-as-a-service (SaaS) provider focused on transforming the investment management industry. Our cloud-native solution is designed to eliminate technology and information barriers, empowering investment managers to confidently make and execute better informed investment decisions in real time. We simplify investment and operational workflows. We believe that we are the only solution that allows clients to see and interact with all parts of the investment management lifecycle, ranging from portfolio construction, trading, risk management, accounting and operations to investor reporting seamlessly in real time, in one screen, in one solution. As a result, our solution enables clients to better align teams, optimizing their investment decision-making, operations and technology footprint and lowering operating costs. (Note: Enfusion priced its IPO at $17 – the top of its $15-to-$17 range – on 18.75 million shares, the number of shares in the prospectus, to raise $318.75 million.)",SERVICES - PREPACKAGED SOFTWARE,639,1995,Contact Information,"125 South Clark Street, Suite 750 Chicago, IL 60603",(312) 253-9800,http://www.enfusion.com/,"Enfusion, Inc.",Financial Information,$1808.96mil,$93.25 mil (last 12 months),$1.75 mil (last 12 months),IPO Profile,ENFN,NYSE,18.8,$17.00 - $17.00,$318.8 mil,Morgan Stanley/ Goldman Sachs/ BofA Securities/ Credit Suisse,Piper Sandler/ Stifel/ William Blair/ Loop Capital Markets,10/21/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our mission is to simplify customer and client engagement. We are a leading provider of vertically-tailored customer engagement software and integrated payments capabilities. We offer single instance, multi-tenant, true Software-as-a-Service (“SaaS”) vertical solutions that are designed to simplify our customers’ engagement with their clients by driving digital adoption and self-service. As of June 30, 2021, we served over 68,000 customers in the SMB Solutions segment and over 3,000 customers in the Enterprise Solutions segment across five core verticals: Health & Wellness, Government, Utilities, Financial Services, and Giving. Our SaaS solutions are purpose-built for each vertical we serve and they simplify and automate mission-critical workflows such as scheduling, client onboarding, client communication, paperless billing, and electronic payment processing. In 2020, we estimate over 26 million consumers interacted with an EngageSmart solution. Our solutions transform our customers’ digital engagement and empower them to manage, improve, and grow their businesses. *Note: Revenue and net loss figures are for the last 12 months that ended June 30, 2021. (Note: EngageSmart priced its IPO on Sept. 22, 2021, at $26 – $1 above the top of its $23-to-$25 price range – and priced 14.55 million shares, the same number of shares in the prospectus – to raise $378.3 million.)",SERVICES - PREPACKAGED SOFTWARE,690,2018,Contact Information,"30 Braintree Hill Office Park, Suite 101 Braintree, Massachusetts 02184",(781) 848-3733,http://www.engagesmart.com/,"ENGAGESMART, INC.",Financial Information,$3863.04mil,$183.0 mil (last 12 months),$-0.1 mil (last 12 months),IPO Profile,ESMT,NYSE,14.6,$26.00 - $26.00,$378.3 mil,J.P. Morgan/ Goldman Sachs/ BofA Securities/ Citigroup,"Deutsche Bank Securities/ Raymond James/ Truist Securities/ William Blair/KeyBanc Capital Markets/ Needham & Co./ Penserra Securities LLC/ Roberts & Ryan/ R. Seelaus & Co., LLC",9/23/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We currently intend to concentrate our efforts in identifying businesses which predominantly operate in Ibero-America and whose business strategy is aligned with energy transition and sustainability themes, in particular renewable energy. (Incorporated in the Cayman Islands) (Note: Enphys Acquisition Corp. upsized its SPAC IPO at pricing on Oct. 5, 2021, to 30 million units, up from 25 million units, at $10 each to raise $300 million.)",BLANK CHECKS,0,2021,Contact Information,"216 East 45th Street 13th Floor New York, New York 10017",(646) 854-6565,,Enphys Acquisition Corp.,Financial Information,$362.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,NFYS.U,NYSE,30.0,$10.00 - $10.00,$300.0 mil,Credit Suisse/ BTIG,-,10/6/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Ensemble Health Partners is a leading provider of technology-enabled revenue cycle management (RCM or medical billing) solutions for health systems, including hospitals and affiliated physician groups. We built our RCM platform to deliver significant and sustainable financial performance improvement for our clients, enhance the patient experience, and better enable providers to focus on clinical care. With over $20 billion in annual Client NPR (net patient revenue) under management, we are well positioned to capitalize on the large and growing RCM market. RCM is the mission-critical set of processes by which healthcare providers are paid. RCM encompasses the entire lifecycle of a medical claim, from patient intake through revenue collection, helping healthcare providers identify, manage, and collect revenue from patients, insurance companies and other payors. Today, effective RCM is particularly critical as health systems are under enormous operational and financial pressure as a result of increasing reimbursement complexity, rate pressure, rising costs, and fragmented revenue cycle technologies and services. (Note: Ensemble Health Partners postponed its IPO “due to market conditions” on Oct. 27, 2021, hours ahead of when the IPO was scheduled for pricing.)",MANAGEMENT SERVICES,6493,2021,Contact Information,"11511 Reed Hartman Highway, Cincinnati, Ohio 45241, US",(704) 765-3715,http://www.ensemblehp.com,Ensemble Health Partners,Financial Information,$3624.0mil,$601.0 mil (last 12 months),$-9.06 mil (last 12 months),IPO Profile,ENSB,NYSE,29.5,$19.00 - $22.00,$604.8 mil,Goldman Sachs/ BofA Securities/ Deutsche Bank Securities/ Guggenheim Securities/ Credit Suisse/ Evercore ISI/ Wells Fargo Securities/ SVB Leerink,Baird/ William Blair/ Academy Securities/ Loop Capital Markets,10/28/2021,Postponed,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our focus will be on what we call Enterprise 4.0 companies — a new wave of cloud native companies that combine artificial intelligence, intelligent automation and proprietary access to data to deliver actionable insights for enterprise businesses. These business-to-business (“B2B”) companies provide full stack products in the form of vertical solutions, programmable cloud infrastructure or cloud native security innovations to generate immediate business value and significant return on investment improvements for their customers. We expect Enterprise 4.0 companies to enjoy rapid growth and demonstrate shareholder value creation. (Incorporated in the Cayman Islands) (Note: Enterprise 4.0 Technology Acquisition upsized its SPAC IPO at pricing on Oct. 18, 2021, to 26.1 million units, up from 25 million units, at $10 each to raise $261 million.)",BLANK CHECKS,0,2021,Contact Information,"533 Airport Blvd Suite 400 Burlingame, CA 94010",(619) 736-6855,,Enterprise 4.0 Technology Acquisition Corp.,Financial Information,$319.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ENTFU,NASDAQ,26.1,$10.00 - $10.00,$261.0 mil,Cantor/ Mizuho Securities,-,10/19/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We aim to transform the lives of patients by establishing Endosomal Escape Vehicle (EEV) therapeutics as a new class of medicines and we aim to become the world’s foremost intracellular therapeutics company. EEV therapeutics are comprised of small cyclic peptides that are chemically conjugated to a wide range of specific and active biological therapeutics. Our EEV therapeutics are designed to engage intracellular targets that have long been considered inaccessible and undruggable. Through our proprietary EEV Platform, we are building a robust development portfolio of EEV therapeutic candidates. We believe that the potential success of our early programs will allow us to build portfolios in rare disease, immunology and oncology. We are initially focused on the development of EEV therapeutics for rare neuromuscular diseases, including Duchenne muscular dystrophy (DMD) and myotonic dystrophy type 1 (DM1). DMD is caused by genetic mutations that prevent the creation of functional dystrophin, a protein required to maintain the structural integrity of muscle cells. Our most advanced therapeutic candidate, ENTR-601-44, is being developed for patients with DMD. We plan to submit an Investigational New Drug (IND) application to the U.S. Food and Drug Administration (FDA) for ENTR-601-44 in 2022. We are developing a second lead program for patients with DM1. We plan to submit an IND to the FDA for an EEV-PMO candidate to treat DM1 in 2023. (Entrada Therapeutics priced its IPO on Oct. 28, 2021, at $20 – the mid-point of its $19-to-$21 range – and increased the number of shares to 9.08 million (9,075,000), up from 7.5 million in the prospectus, to raise $181.5 million.)",PHARMACEUTICAL PREPARATIONS,78,2016,Contact Information,"6 Tide Street Boston, MA 02210",(857) 520-9158,http://www.entradatx.com/,Entrada Therapeutics,Financial Information,$566.24mil,$0 mil (last 12 months),$-33.94 mil (last 12 months),IPO Profile,TRDA,NASDAQ,9.1,$20.00 - $20.00,$181.5 mil,Goldman Sachs/ Cowen/ Evercore ISI,-,10/29/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are an independent oil and natural gas company engaged in the development, exploitation, exploration and acquisition of primarily crude oil properties in the deepwater region of the U.S. Gulf of Mexico. We focus on acquiring and developing operated, deepwater assets that we believe have untapped, lower-risk drill bit opportunities and will provide strong cash flow and significant production potential. This strategy allows us to benefit from the favorable geologic and economic characteristics of the deepwater U.S. Gulf of Mexico fields.",CRUDE PETROLEUM & NATURAL GAS,139,2014,Contact Information,"333 Clay Street, Suite 4200, Houston, TX 77002, US",713-335-7000,http://www.enven.com,EnVen Energy,Financial Information,,$623.0 mil (last 12 months),$62.3 mil (last 12 months),IPO Profile,ENVN,NYSE,0.0,$0.00 - $0.00,$100.0 mil,Citigroup/ J.P. Morgan/ Stifel,BMO Capital Markets,,Withdrawn,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our efforts primarily on identifying businesses that offer products, services and technologies that, in addition to serving the needs of customers, generate positive impacts for the environment — we refer to such companies as belonging to the “sustainability sector.” Our search for targets may include, but is not limited to, companies involved in the following sectors: smart building technologies; smart grid and smart city; energy efficiency and decarbonization; renewable energy and distributed generation; electric vehicles and mobility; agriculture and food technology; recycling and remediation, and water and bioresources.",BLANK CHECKS,0,2020,Contact Information,"535 Madison Avenue, New York, New York 10022, US",(212) 389-8109,,Environmental Impact Acquisition,Financial Information,$187.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ENVIU,NASDAQ,18.0,$10.00 - $10.00,$180.0 mil,Canaccord Genuity,Roth Capital Partners,1/14/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Envista is one of the largest global dental products companies with significant market positions in some of the most attractive segments of the dental products industry, including implants, orthodontics and digital imaging technologies. We develop, manufacture and market one of the most comprehensive portfolios of dental consumables, equipment and services to dental professionals covering an estimated 90% of dentists’ clinical needs for diagnosing, treating and preventing dental conditions as well as improving the aesthetics of the human smile. Our operating companies, Nobel Biocare Systems, Ormco and KaVo Kerr, serve more than 1 million dentists in over 150 countries through one of the largest commercial organizations in the dental products industry and through our dealer partners. Innovation is a core part of our strategy and we believe that in 2018, our research and development expenditure of $172 million was one of the highest R&D spends in the dental products industry. Our business is deeply rooted in the Danaher operating culture, with an executive officer team that has over 50 collective years of service with Danaher leading a team of over 12,000 employees. In 2018, we generated total sales of $2,845 million, of which approximately 70% were derived from sales of consumables, services and spare parts.",DENTAL EQUIPMENT & SUPPLIES,12800,2018,Contact Information,"200 S. Kraemer Blvd., Building E, Brea, CA 92821, US",(714) 817-7000,http://www.envistaco.com,Envista Holdings,Financial Information,$6215.1mil,$2810.3 mil (last 12 months),$214.7 mil (last 12 months),IPO Profile,NVST,NYSE,26.8,$22.00 - $22.00,$588.9 mil,J.P. Morgan/ Goldman Sachs/ Morgan Stanley,Baird/ Evercore ISI/ Jefferies/ BofA Merrill Lynch/ Credit Suisse/ Stifel/ William Blair,9/18/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a newly organized blank check company formed as a Delaware corporation for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses, which we refer to throughout this prospectus as our initial business combination. Our efforts to identify a target business will likely span many industries and regions around the world. However, we intend to focus our search for prospects within the technology industry. We have not selected any potential business combination target or initiated any substantive discussions, directly or indirectly, with any potential business combination prospects. While we intend to undertake an extensive search process, our ability to locate a potential target is subject to the uncertainties discussed elsewhere in this prospectus. Our management team believes a wide range of technological breakthroughs led by the transformative effects of innovations in cloud computing, artificial intelligence, cybersecurity and data analytics have accelerated the cycles of change, radically impacting industries and business models across the world. We believe that all industries within the global economy will need to accept and embrace the entrance into the digital economy, as technology will impact all aspects of a company’s operations.",BLANK CHECKS,0,2020,Contact Information,"533 Airport Blvd, Suite 400,Burlingame, CA 94010, US",(619) 736-6855,https://epiphanytechacquisition.com/,Epiphany Technology Acquisition,Financial Information,$445.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,EPHYU,NASDAQ,35.0,$10.00 - $10.00,$350.0 mil,Cantor,-,1/8/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to capitalize on our management team’s ability to identify, acquire and manage an undervalued, growth-oriented business in the healthcare services industry that can benefit from our differentiated and proprietary deal flow, leading brand name and global network. Our search for target healthcare businesses will include clinics and alternative healthcare facilities, senior care facilities and services, including home healthcare; hospice services; digital health services; mental health services and facilities, and veterinary care. (We are a newly organized blank-check company incorporated in Delaware.) Lewis N. Little, Jr. has served as our executive chairman of the board since our inception. From October 2016 until Dec. 31, 2020, Mr. Little served as president and CEO of Covenant Physician Partners, Inc., a physician and healthcare provider headquartered in Nashville and affiliated with 63 physician partnerships in 19 states. (Note: EQ Health Acquisition Corp. upsized its IPO at pricing on Jan. 28, 2021, to 19.1 million units, up from 16 million in the prospectus, at $10 each to raise $191 million.)",BLANK CHECKS,0,2020,Contact Information,"4611 Bee Cave Road, Ste. 213 Austin, TX 78746",512-329-6977,,EQ Health Acquisition Corp.,Financial Information,$200.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,EQHA.U,NYSE,19.1,$10.00 - $10.00,$191.0 mil,Jefferies/ BTIG,-,1/29/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
