General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change,Day
General Information,"We intend to focus our search on businesses in the fintech industry. Notwithstanding the foregoing, we will not pursue a target business that is headquartered in, or conducts a majority of its business in, China or Hong Kong. (Incorporated in the Cayman Islands) (Note: AIB Acquisition Corp. priced its SPAC IPO on Jan. 18, 2022, in line with the terms in its prospectus: 7.5 million units at $10 each to raise $75 million.)",BLANK CHECKS,0,2021,Contact Information,"875 Third Avenue, Suite M204A New York, New York 10022",,,AIB Acquisition Corp.,Financial Information,$98.02mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,AIBBU,NASDAQ,7.5,$10.00 - $10.00,$75.0 mil,Maxim Group LLC,-,1/19/2022,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We founded our company with the belief that environmental problems can be addressed while achieving commercial success. Since inception, we have transformed the pre-owned consumer electronics industry in China by facilitating recycle and trade-in services and further grown the industry by connecting and empowering all participants in the ecosystem. We remain excited about pursuing our mission and will leverage our platform and technology to continue to standardize mass-market pre-owned consumer goods. We are the largest pre-owned consumer electronics transactions and services platform in China in terms of GMV for electronics and the number of devices transacted by merchants and consumers, with a market share of 6.6% and 8.7% in terms of GMV for electronics and number of devices transacted, respectively, in 2020, according to the CIC Report. Our GMV for electronics and number of devices transacted on our platform for the year ended Dec. 31, 2020, were both greater than the next five largest platforms combined, according to the CIC Report. (Note: AiHuiShou priced its IPO on June 17, 2021, at $14 – the mid-point of its $13-to-$15 range – on 16.23 million ADS to raise $227.26 million.)",RETAIL STORES,2388,2011,Contact Information,"12th Floor, No. 6 Building, 433 Songhu Road, Shanghai, the People’s Republic of China",+86 21 5290-7031,https://www.aihuishou.com,AiHuiShou International Co. Ltd.,Financial Information,$3084.9mil,$890.6 mil (last 12 months),$-92.5 mil (last 12 months),IPO Profile,RERE,NYSE,16.2,$14.00 - $14.00,$227.3 mil,Goldman Sachs/ BofA Securities/ China Renaissance,GTJA/ CLSA/ Tiger Brokers/ CMBI/ Futu,6/18/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our business strategy is to identify and complete our initial business combination with high growth technology and tech-enabled businesses domestically and abroad (excluding China, Hong Kong and Macau) in the consumer Internet, e-commerce, software, cloud computing, healthcare, transportation / mobility or financial services industries, as well as other industries that are being disrupted by advances in technology. (Incorporated in the Cayman Islands) Jing (“George”) Cao, our CEO and director, is an experienced technology and finance industry professional. In May 2018, Mr. Cao founded and has since served as the CEO of AscendEX, a global digital asset trading platform that offers a variety of products to global users. Since March 2018, he also has served as the CEO of HD Consulting Service LLC, a technology consulting service firm in New York, BMXDM Technology PTE. Limited, a technology holdings company for a trading platform, and Global Digital Mercantile Holdings Limited. From January 2013 to January 2018, Mr. Cao founded and served as the CIO of Delpha Capital Management, LLC, a New York-based firm that specialized in quantitative trading. From August 2010 to November 2012, Mr. Cao was a senior portfolio manager in the Equity Division of Barclays Capital in both their New York and London offices. From August 2008 to July 2010, Mr. Cao was a portfolio manager at Knight Capital Group, where he researched and traded U.S. equities. Mr. Cao earned a Ph.D. in computer science from the University of Chicago and a bachelor’s degree in computer science and engineering from the University of Science and Technology of China.",BLANK CHECK,0,2021,Contact Information,"1 Rockefeller Plaza, 11th Floor New York, NY 10020",(646) 722-2971,,Aimfinity Investment Corp. I,Financial Information,$92.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,AIMAU,NASDAQ,7.0,$10.00 - $10.00,$70.0 mil,Tiger Brokers/ EF Hutton,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a cannabis cultivation, manufacturing and distribution company whose mission is to provide premium quality medical cannabis products to patients worldwide. We cultivate and process natural cannabis at our facilities in the Kingdom of Lesotho, Africa. We intend to supply medicinal-grade cannabis biomass, cannabis flower and cannabis concentrates to wholesalers in international markets. We also import and sell medical cannabis-based products to the domestic market in the United Kingdom. (Incorporated in Ontario, Canada) We are an early-stage company headquartered in London. We have a limited operating history and minimal revenues to date. We require funding from this offering to expand and further develop our operations in the Kingdom of Lesotho and to develop sales channels in international markets and in particular, in Europe, the United Kingdom and Africa. Our cultivation operations at Bophelo in the Kingdom of Lesotho were initially established in 2018. Our operations in Lesotho are dependent on access to land that is leased from a local non-profit development trust controlled by our Executive Chairman. Our distribution operations in the United Kingdom were established in 2019. Our revenues from the sale and distribution of medical cannabis in the United Kingdom have not exceeded $20,000 in any 12-month period since the inception of our operations in the United Kingdom. The medical cannabis market in the United Kingdom is still emerging. (Note: Akanda Corp. priced its IPO on March 14, 2022, in line with the recently downsized terms in its prospectus: 4 million shares at $4.00 each to raise $16 million. Akanda had relaunched the IPO in recent weeks after postponing the deal on Feb. 24, 2022, due to stock market conditions; word about the postponement circulated hours ahead of the deal’s expected pricing after the close on Thursday, Feb. 24. Akanda had cut its proposed IPO price to $4, down from the initial price range of $4 to $6; the company kept the number of shares at 4 million in an F-1/A filing dated Feb. 14, 2022.)",Medical Chemicals & Botanical Products,,2018,Contact Information,"Akanda Corp. 1a, 1b Learoyd Road New Romney TN28 8XU, United Kingdom",+44 (203) 488-9514,http://www.akanda.corp/,Akanda Corp.,Financial Information,,$0.02 mil (last 12 months),$-4.23 mil (last 12 months),IPO Profile,AKAN,NASDAQ,4.0,$4.00 - $4.00,$16.0 mil,Boustead Securities,-,3/15/2022,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are an innovative life sciences technology company delivering spatial biology solutions focused on transforming discovery and clinical research. Our mission is to deliver a revolutionary new class of spatially derived biomarkers that empower life sciences researchers to better understand disease and clinicians to improve patient outcomes. Spatial biology refers to a rapidly evolving technology that enables academic and biopharma scientists to detect and map the distribution of cell types and biomarkers across whole tissue samples at single cell resolution, enabling advancements in their understanding of disease progression and patient response to therapy. Through our CODEX and Phenoptics platforms, reagents, software and services, we offer end-to-end solutions to perform tissue analysis and spatial phenotyping across the full continuum, from discovery through translational and clinical research.",Laboratory Analytical Instruments,169,2015,Contact Information,"100 Campus Drive, 6th Floor Marlborough, MA 01752",(855) 896-8401,http://www.akoyabio.com/,"Akoya Biosciences, Inc.",Financial Information,$678.11mil,$42.44 mil (last 12 months),$-16.71 mil (last 12 months),IPO Profile,AKYA,NASDAQ,6.6,$20.00 - $20.00,$131.6 mil,J.P. Morgan/ Morgan Stanley/ Piper Sandler/ Canaccord Genuity,-,4/16/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to concentrate our efforts on identifying a target business that is exiting the restructuring process or that has transient current ownership, with particular emphasis on businesses that have strong management teams, realigned capital structures, positive cash flows prospects, and a clear and well-defined pathway for growing profitably over the long-term. In addition, we intend to capitalize on the ability of our management team to identify, acquire, and manage a business that is exiting the restructuring process or that has transient current ownership, and which can benefit from their experience and differentiated global network. Our CEO and board chairman is Robert Kauffman, the founder of Aldel Capital, a private investment firm. He is also a former principal of Fortress Investment Group, which he co-founded in 1998. He previously was a managing director at UBS and, before that, he was a principal at BlackRock Financial Management. (Note: Aldel Financial priced its SPAC IPO on April 8, 2021, in line with the reduced terms in its amended prospectus: 10 million units at $10 each to raise $100 million. Aldel Financial cut its SPAC IPO in half to 10 million units at $10 each in an S-1/A filing dated March 25, 2021.)",BLANK CHECKS,0,2020,Contact Information,"105 S. Maple Street Itasca, Illinois 60143",(847) 791-6817,,Aldel Financial,Financial Information,$257.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ADF.U,NYSE,10.0,$10.00 - $10.00,$100.0 mil,ThinkEquity (a division of Fordham Financial Management),-,4/9/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Aleph is a leading global enabler of digital advertising, serving as a crucial link at the core of the global digital ecosystem by connecting the largest digital platforms with thousands of advertisers and billions of consumers in emerging and underserved countries. (Incorporated in the Cayman Islands) We have commercial and, in many cases, exclusive agreements with over 31 of the leading digital platforms, including: Twitter, Meta, Microsoft, Snapchat, TikTok, Spotify and Twitch. Through these relationships, we provide digital platforms with a sustainable and scalable way to monetize their advertising inventory in emerging countries at little additional cost and complexity. We combine these relationships with an extensive global footprint and an end-to-end digital advertising solution that enables advertisers in 77 countries to reach close to 3 billion consumers and maximize their digital advertising potential. (Note: Net revenue and net income figures are for the year ended on Dec. 31, 2021, according to the prospectus.) (Note: Some IPO experts estimate that this IPO could raise $300 million. Aleph Group, Inc., had filed confidentially for an IPO in October 2021, SEC records show.)",Advertising,350,2005,Contact Information,"22nd Street, 21, Villa 2B, Umm Suqeim 2 Dubai, United Arab Emirates",+971 42 64 89 99,,"Aleph Group, Inc.",Financial Information,,$131.1 mil (last 12 months),$26.32 mil (last 12 months),IPO Profile,ALEF,NYSE,0.0,$0.00 - $0.00,$300.0 mil,J.P. Morgan/ Citigroup/ Goldman Sachs/ BofA Securities/ UBS Investment Bank/ Deutsche Bank Securities/ BNP Paribas/ Macquarie Capital,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We provide solutions that bring transparency and accountability to the digital out of home, or “DOOH,” advertising marketplace. Alfi uses artificial intelligence and big data analytics to measure and predict human response. Our computer vision technology is powered by proprietary artificial intelligence, to determine the age, gender, ethnicity, geolocation and emotion of someone in front of an Alfi-enabled device, such as a tablet or kiosk. Alfi can then deliver in real-time, the advertisements to that particular viewer based on the viewer’s demographic and psychographic profile. Alfi delivers the right content, to the right person at the right time in a responsible and ethical manner. By delivering advertisements a viewer wants, we deliver our advertising customers the viewers they want and the result is higher click through rates, or CTRs and higher CPM, cost per thousand, rates.","COMPUTER PROGRAMMING, DATA PROCESSING",21,2018,Contact Information,"429 Lenox Avenue Suite 547 Miami Beach, Florida 33139",(305) 395-4520,http://www.getAlfi.com,"Alfi, Inc. (common)",Financial Information,$45.9mil,$0 mil (last 12 months),$-3.6 mil (last 12 months),IPO Profile,ALF,NASDAQ,3.7,$4.15 - $4.15,$15.5 mil,"Kingswood Capital Markets, (division of Benchmark Investments, Inc.)",-,5/4/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We provide solutions that bring transparency and accountability to the digital out of home, or “DOOH,” advertising marketplace. Alfi uses artificial intelligence and big data analytics to measure and predict human response. Our computer vision technology is powered by proprietary artificial intelligence, to determine the age, gender, ethnicity, geolocation and emotion of someone in front of an Alfi-enabled device, such as a tablet or kiosk. Alfi can then deliver in real-time, the advertisements to that particular viewer based on the viewer’s demographic and psychographic profile. Alfi delivers the right content, to the right person at the right time in a responsible and ethical manner. By delivering advertisements a viewer wants, we deliver our advertising customers the viewers they want and the result is higher click through rates, or CTRs and higher CPM, cost per thousand, rates.","COMPUTER PROGRAMMING, DATA PROCESSING",21,2018,Contact Information,"429 Lenox Avenue Suite 547 Miami Beach, Florida 33139",(305) 395-4520,https://www.getAlfi.com,"Alfi, Inc. (warrants)",Financial Information,$45.9mil,$0 mil (last 12 months),$-3.6 mil (last 12 months),IPO Profile,AFLIW,NASDAQ,3.0,$0.00 - $0.00,$0.0 mil,"Kingswood Capital Markets, (division of Benchmark Investments, Inc.)",-,5/4/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Alignment is a next-generation, consumer-centric platform that is revolutionizing the healthcare experience for seniors. We deliver this experience through our Medicare Advantage plans, which are customized to meet the needs of individual seniors across the United States. We created Alignment based on the frustrating experiences we had when our parents and other loved ones needed healthcare. We saw firsthand the complexity they faced as seniors attempting to navigate care delivery and insurance without an advocate to create an integrated consumer experience that provides holistic and quality care at an affordable price. Our parents and seniors across the country are systemically and disproportionately impacted by the absence of care coordination, poor information transparency and misaligned incentives that characterize the healthcare system. Our team of highly experienced healthcare leaders created the Alignment model to incorporate the lessons we have learned over decades spent serving senior consumers. We believe that by combining our experienced, mission-driven team with purpose-built technology, we have found a way to address the unmet needs of senior consumers and to “do well by doing good.” Our ultimate goal is to bring this differentiated, advocacy-driven healthcare experience to millions of senior consumers in the United States and to become the most trusted senior healthcare brand in the country.",HOSPITAL & MEDICAL SERVICE PLANS,775,2013,Contact Information,"1100 W. Town and Country Road, Suite 1600, Orange, California 92868, US",1-844-310-2247,http://www.alignmenthealthcare.com,"Alignment Healthcare, Inc.",Financial Information,$3370.9mil,$959.2 mil (last 12 months),$-22.9 mil (last 12 months),IPO Profile,ALHC,NASDAQ,27.2,$18.00 - $18.00,$489.6 mil,Goldman Sachs/ Morgan Stanley/ J.P. Morgan/ BofA Securities/ William Blair,UBS Investment Bank/ Piper Sandler/ Raymond James,3/26/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our mission is to empower financial institutions to grow confidently, adapt quickly and build thriving digital communities. Alkami is a cloud-based digital banking platform. We inspire and empower community, regional and super-regional financial institutions (“FIs”) to compete with large, technologically advanced and well-resourced banks in the United States. Our solution, the Alkami Platform, allows FIs to onboard and engage new users, accelerate revenues and meaningfully improve operational efficiency, all with the support of a proprietary, true cloud-based, multi-tenant architecture. We cultivate deep relationships with our clients through long-term, subscription-based contractual arrangements, aligning our growth with our clients’ success and generating an attractive unit economic model. In the early 2000s, digital engagement began revolutionizing industries overnight, forcing firms to invest and innovate or risk losing long-term relationships to well-resourced competitors. Within banking, many FIs were ill-equipped to compete with larger competitors, including the largest banks in the world, such as J.P. Morgan Chase, Bank of America, Citigroup and Wells Fargo (collectively, “megabanks”), primarily due to resource constraints and the resulting inability to keep pace, technologically, with evolving consumer preferences for digital engagement. This led to the first digital banking platforms. We founded Alkami to help level the playing field for FIs. Our vision was to create a platform that combined premium technology and FinTech solutions in one integrated ecosystem, delivered as a SaaS solution and providing our clients’ customers with a single point of access to all things digital. (SaaS stands for Software-as-a-Service.) (Note: Alkami Technology priced its IPO on April 13, 2021, at $30 – above its recently increased price range of $26 to $28 – on 6 million shares to raise $180. The company raised the price range to $26 to $28, up from $22 to $25 initially, on the same number of shares – 6 million – in an S-1/A filing dated April 12, 2021.)",SERVICES - PREPACKAGED SOFTWARE,609,2009,Contact Information,"5601 Granite Parkway, Suite 120 Plano, Texas 75024",(877) 725-5264,http://www.alkami.com/,"Alkami Technology, Inc.",Financial Information,$2244.78mil,$112.1 mil (last 12 months),$-51.4 mil (last 12 months),IPO Profile,ALKT,NASDAQ,6.0,$30.00 - $30.00,$180.0 mil,Goldman Sachs/ J.P.Morgan/ Barclays/ Citigroup/ William Blair,JMP Securities/ KeyBanc Capital Markets/ Needham & Co.,4/14/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Joseph Zwillinger and Timothy Brown are our co-CEOs. We began our journey in 2015 with three fundamental beliefs about the emerging generation of consumers: first, these consumers recognize that climate change is an existential threat to the human race; second, these consumers connect their purchase decisions with their impact on the planet, demanding more from businesses, and third, these consumers do not want to compromise between looking good, feeling good, and doing good. Our most iconic product, the Wool Runner, which TIME magazine named the “World’s Most Comfortable Shoe,” features a distinctly simple design showcasing our sustainably sourced merino wool combined with our innovative SweetFoam sole, made with the world’s first carbon-negative green ethylene-vinyl acetate, or EVA. We market directly to consumers via our localized multilingual digital platform and our physical footprint of 27 stores as of June 30, 2021. In 2020, our digital channel represented 89 percent of our sales and our stores the remaining 11 percent. (**Note: Revenue and net loss are for year ended Dec. 31, 2020.) (Note: Allbirds, Inc. upsized its IPO at pricing on Nov. 2, 2021, by pricing the stock at $15 – $1 above the top of its $12-to-$14 range – and selling 20.19 million shares – up from 19.23 million – to raise $302.85 million.)",Manufacturing - Shoes,275,2015,Contact Information,"730 Montgomery Street San Francisco, CA 94111",(628) 225-4848,http://www.allbirds.com/,"Allbirds, Inc.",Financial Information,$2162.23mil,$219.3 mil (last 12 months),$-25.9 mil (last 12 months),IPO Profile,BIRD,NASDAQ,20.2,$15.00 - $15.00,$302.9 mil,Morgan Stanley/J.P. Morgan/BofA Securities/Baird/William Blair/Piper Sandler/Cowen/Guggenheim Securities/KeyBanc Capital Markets/Stifel/Telsey Advisory Group,"C.L. King & Associates/Drexel Hamilton/Loop Capital Markets/Penserra Securities LLC/Ramirez & Co., Inc./Siebert Williams Shank",11/3/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Allegro MicroSystems is a leading global designer, developer, fabless manufacturer and marketer of sensor ICs and application-specific analog power ICs enabling the most important emerging technologies in the automotive and industrial markets. We are a leading supplier of power ICs, and according to Omdia, we are the No. 1 supplier of magnetic sensor ICs driven by our market leadership in the automotive market. Our products are foundational to automotive and industrial electronic systems. Our sensor ICs enable our customers to precisely measure motion, speed, position and current, while our power ICs include high-temperature and high-voltage capable motor driver, power management and LED driver ICs. Our recently acquired photonics portfolio provides eye-safe distance measurement and 3D imaging solutions. We believe that our technology expertise combined with our deep applications knowledge and strong customer relationships enable us to develop solutions that provide more value to customers than typical ICs. Compared to a typical IC, our solutions are more highly integrated, add intelligence and sophistication for complex applications and are easier for customers to use. (Net sales and net income for FY ended 03/27/20.)",Semiconductors & Related Devices,3720,2013,Contact Information,"955 Perimeter Road Manchester, NH 03103, US",(603) 626-2300,http://www.allegromicro.com/en,Allegro MicroSystems,Financial Information,$2463.24mil,$650.1 mil (last 12 months),$37.1 mil (last 12 months),IPO Profile,ALGM,NASDAQ,25.0,$14.00 - $14.00,$350.0 mil,Barclays/ Credit Suisse/ Wells Fargo Securities,Jefferies/ Mizuho Securities/ Needham & Co. /SMBC Nikko,10/29/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Allvue sets a new standard in technology for investment managers in the private capital and credit markets by pairing modern cloud-based software solutions with capabilities across multiple asset classes. Our software solutions serve the entire investment lifecycle and are seamlessly integrated to provide a comprehensive product suite. We serve investment managers of all sizes worldwide, including general partners (“GPs”), limited partners (“LPs”), fund administrators and banks. We believe our software solutions allow our clients to operate and grow their businesses more effectively by automating manual processes, improving data accuracy and consistency across workflows and delivering enhanced analytics. (Note: Allvue Systems officially withdrew its IPO in an SEC filing dated Oct. 7, 2021, Allvue Systems had postponed its IPO on Sept. 28, 2021, several hours before its scheduled pricing that night, due to “market conditions,” Wall Street sources said.)",SERVICES - PREPACKAGED SOFTWARE,600,2019,Contact Information,"396 Alhambra Circle 11th Floor Coral Gables, FL 33134",(305) 901-7060,http://www.allvuesystems.com/,"Allvue Systems Holdings, Inc.",Financial Information,$1533.96mil,$120.1 mil (last 12 months),$-52.2 mil (last 12 months),IPO Profile,ALVU,NYSE,15.3,$17.00 - $19.00,$275.4 mil,Goldman Sachs/Barclays	/Credit Suisse/ Deutsche Bank Securities/ RBC Capital Markets/Truist Securities,"Piper Sandler/ Stifel/ Cabrera Capital Markets/ CastleOak Securities/C.L. King & Associates/ Mischler Financial Group, Inc./Telsey Advisory Group",9/29/2021,Withdrawn,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a clinical stage biotechnology company developing novel immune therapeutics for the prevention, treatment and mitigation of bacterial, fungal, and parasitic infections that express the antigenic target poly N-acetyl glucosamine (PNAG). That target has been found on an expanding number of pathogens. While the ultimate decision on the safety and efficacy of our therapeutics will be determined by the FDA and other health authorities, it is our management’s assessment that the broad-spectrum potential of our therapeutics will allow them to be used for the prevention, treatment, and mitigation of a wide range of infections. In a first-in-man trial, our vaccine candidate, AV0328, has been shown to be well tolerated with no serious adverse events observed. It was noted to induce protective antibodies against all PNAG-expressing pathogens tested. We believe our vaccine’s broad-spectrum potential will allow it to be used for the long-term prevention of a wide range of infections including pneumococcal pneumonia, methicillin-resistant Staphylococcus aureus (MRSA), meningitis, and sexually transmitted diseases.  Similarly, our fully human monoclonal antibody, F598, which also targets PNAG, has been shown to be well tolerated and no serious adverse events were noted in phase 1 and pilot phase 2 trials. We believe it can provide immediate protection lasting 2-3 months. We seek to establish F598 as the standard of care for preventing and ameliorating gram-negative and gram-positive bacterial infections along with fungal infections by organisms that express PNAG in patients admitted to intensive care units (ICU). Utilization of these therapeutics also has potential applicability beyond infectious diseases, including treatment of neurological conditions and cognitive decline due to inflammation. Note: Net loss is for the year ended Dec. 31, 2021. (Note: Alopexx filed its S-1 without a proposed symbol and without estimated IPO proceeds. Some IPO experts estimate that this IPO could raise about $17 million.)",Pharmaceuticals,,2006,Contact Information,"186 Alewife Brook Pkwy #1068 Cambridge, Massachusetts 02138",(617) 780-1598,http://www.alopexx.com/,"Alopexx, Inc.",Financial Information,,$0 mil (last 12 months),$-0.96 mil (last 12 months),IPO Profile,TBA,NASDAQ,0.0,$0.00 - $0.00,$0.0 mil,ThinkEquity,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search on identifying high-quality technology businesses in Latin America (or based in the U.S. with a Latin American founder, a focus toward serving both international markets as well as the Latin American market) that we can assist to drive profitability and growth through our access to capital and our management team’s industry expertise. (This blank-check company, or SPAC, is incorporated in the Cayman Islands.) We believe that late-stage capital is less often available in Latin America than in the United States and other developed countries. In addition, the Latin American equity capital markets have struggled to attract technology companies due to the limited number of sophisticated regional investors in the sector, while U.S. listings have proven a fertile ground for technology-driven businesses. We intend to seek a business combination with a Latin American-focused technology business that will benefit from our founders’ experience growing and operating businesses in this industry throughout Latin America. Our founders are longstanding tech entrepreneurs/executives with vast experience founding and operating businesses in the region which, together with a deep network of relationships in our target sector, will enable us to identify a wide range of attractive potential business combinations. Our chairman and CEO, Alec Oxenford, has founded and operated multiple companies that have achieved unicorn status as venture capital-backed companies with a valuation over $1 billion each. Mr. Oxenford is a well-known investor with over 20 years of experience building, growing and operating technology companies in the region.  Our president, Rafael Steinhauser, is a senior corporate executive with significant experience in leading the Latin American operations of some of the largest technology, media and telecom (“TMT”) companies in the region. (Note: Alpha Capital Acquisition priced its SPAC IPO on Feb. 18, 2021, according to the terms in its prospectus: 20 million units at $10 each to raise $200 million.)",BLANK CHECKS,0,2020,Contact Information,"1230 Avenue of the Americas, 16 Fl. New York, NY 10020",(732) 838-4533,,Alpha Capital Acquisition Company,Financial Information,$250.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ASPCU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Citigroup/BofA Securities,-,2/19/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search on companies in the healthcare industry. Our management team is led by Rajiv Shukla, our Chairman and Chief Executive Officer, and Patrick A. Sturgeon, our Chief Financial Officer. Rajiv Shukla has been our Chairman and Chief Executive Officer since inception and has two decades of buyouts, investments and operations experience in the healthcare industry. Mr. Shukla serves as Chairman and Chief Executive Officer of Alpha Healthcare Acquisition Corp. (“AHAC”), a Nasdaq-listed special purpose acquisition company which raised $100 million in its initial public offering in September 2020. In February 2021, AHAC announced the signing of a definitive agreement to acquire Humacyte, Inc. (“Humacyte”), a clinical-stage biotechnology platform company developing universally implantable bioengineered human tissue at commercial scale, together with a concurrent $175 million private placement from fundamental healthcare investors. (Note: Alpha Healthcare Acquisition III priced its SPAC IPO on July 26, 2021, in line with the terms in its prospectus: 15 million units at $10 each to raise $150 million. This SPAC IPO was initially expected to price in late March.)",BLANK CHECKS,0,2021,Contact Information,"1177 Avenue of the Americas, 5th Floor New York, New York 10036",(646) 494-3296,,Alpha Healthcare Acquisition Corp. III,Financial Information,$192.05mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ALPAU,NASDAQ,15.0,$10.00 - $10.00,$150.0 mil,BofA Securities/PJT Partners,-,7/27/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Alpha Partners Technology Merger Corp. intends to merge and partner with a technology business. (Incorporated in the Cayman Islands) We will focus on technology businesses that address large and acute market needs or pain-points via the application of software or technology-enabled business models. We intend to pay particularly close attention to businesses powered by long-term secular trends and able to thrive regardless of market cycle by virtue of the unique utility they provide to their users. Our CEO, Matt Krna, is a venture partner at Alpha Partners. He has over 20 years of private equity and venture capital investment experience. While he was with SoftBank Princeville, a $250 million growth-stage technology investment fund affiliated with SoftBank Group, he was involved with investments that included BigCommerce, Criteo and FitBit. Our CFO, Sean O’Brien, is a venture partner of operations at Alpha Partners. He has more than 25 years of financial markets experience. (Note: Alpha Partners Technology Merger Corp. priced its SPAC IPO on July 27, 2021, in line with the terms in its prospectus: 25 million units at $10 each to raise $250 million.)",BLANK CHECKS,0,2021,Contact Information,"20 West 34th Street, Suite 4215 New York, NY 1000, US",+1 212 906 4480,,Alpha Partners Technology Merger Corp.,Financial Information,$320.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,APTMU,NASDAQ,25.0,$10.00 - $10.00,$250.0 mil,Citigroup/ Morgan Stanley,William Blair,7/28/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus on businesses with a connection to the Asian market. We will primarily seek to acquire one or more growth businesses with a total enterprise value of between $300 million and $600 million. Our focus will include these sectors: clean energy, the Internet and high technology, financial technology (FinTech), health care, consumer and retail, energy and resources, manufacturing and education. We believe that we will add value to these businesses primarily by providing them with access to the U.S. capital markets. We shall not consider or undertake a business combination with an entity or business with its principal or a majority of its business operations (either directly or through any subsidiaries) in the People’s Republic of China (including Hong Kong and Macau). (Incorporated in the Cayman Islands) We will seek to capitalize on the strength of our management team. Collectively, our officers and directors have decades of experience in mergers and acquisitions, and operating companies, in Asia. Dr. Zhe Zhang, a former executive director at Goldman Sachs Beijing, has served as our chairman and CEO since April 2021. Before entering the private sector, Dr. Zhang spent 14 years with the Ministry of Commerce in the People’s Republic of China; his role included service as a diplomat stationed in Europe. Mr. Guojian Chen has served as our director and CFO since March 2021. Mr. Chen is also an independent director of Venus Acquisition Corp. Mr. Chen has also served as the secretary of the board of Beijing ChinaReel Art Exchange Inc., a leading copyright operator focusing on high-quality video content, since May 2020. (Note: Alpha Star Acquisition Corp. announced the pricing of its SPAC IPO on Monday morning, Dec. 13, 2021, in line with the terms of its prospectus: 10 million units at $10 each to raise $100 million. The stock started trading on the NASDASQ on Monday, Dec. 13, 2021, at 12:16 p.m. EST.)",BLANK CHECKS,0,2021,Contact Information,"80 Broad Street, 5th Floor New York, NY 10004",(212) 837 7977,,Alpha Star Acquisition Corp.,Financial Information,$128.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,ALSAU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,Ladenburg Thalmann/ Brookline Capital Markets,-,12/13/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
