General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change
General Information,"We intend to initially focus our search on identifying a prospective target business in the biotechnology and pharmaceuticals sector. The company is sponsored by Jiya Holding Co. LLC, an affiliate of Samsara BioCapital, L.P. In addition, we believe our ability to complete our initial business combination will be enhanced by our having entered into the forward purchase agreement pursuant to which Samsara BioCapital agreed to purchase an aggregate of up to 2,500,000 forward purchase shares, at an aggregate purchase price of up to $25,000,000, in a private placement to close substantially concurrently with the closing of our initial business combination. Samsara BioCapital, which commenced operations on March 22, 2017, is a registered investment advisor that was organized for the purpose of providing a limited number of select investors with the opportunity to realize long-term capital appreciation from investments in assets and securities of all kinds, including debt securities, in public and private companies in life science-related industries. As of Sept. 1, 2020, the partnership had $671 million in regulatory assets under management. Samsara BioCapital founder Srini Akkaraju, M.D., Ph.D., is our chairman. Rekha Hemrajani is our CEO. She is an experienced biopharma executive with extensive senior management experience in both large and small publicly traded biopharmaceutical companies. (Note: This is a blank-check IPO of shares of common stock. Most blank-check or SPAC IPOs are unit offerings.)",BLANK CHECKS,0,2020,Contact Information,"628 Middlefield Road Palo Alto, CA 94301",(650) 285-4270,,Jiya Acquisition Corp.,Financial Information,$130.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,JYAC,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,Citigroup,-,11/19/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"This IPO marks JOANN Inc.’s return to the public markets for the first time since 2011, when it was bought by private equity company Leonard Green & Partners. The company was formerly known as Jo-Ann Stores Holdings Inc. JOANN is the nation’s category leader in sewing and one of the fastest-growing players in the arts and crafts category. The Creative Products industry is a large and growing market, which according to a 2017 Association for Creative Industries (AFCI) study is in excess of $40 billion. The industry is currently experiencing a significant acceleration for product demand in response to multiple secular themes that have been further solidified during the COVID-19 pandemic, such as heightened DIY customer behavior, amplified participation from both new and existing customers and increased digital engagement, of which we are a key beneficiary because we have positioned ourselves and our go-forward strategies to capitalize on increased demand for Creative Products. As a well-established and trusted brand for over 75 years, we believe we have a deep understanding of our customers, what inspires their creativity and what fuels their incredibly diverse projects. Since 2016, we have embarked on a strategy to transform JOANN, which has helped us pivot from a traditional retailer to a fully integrated, digitally connected provider of Creative Products. Our momentum through the COVID-19 pandemic has been further supported by heightened DIY customer behavior, significant increases in the number of new and current customers participating in new categories and the continued rise of online marketplaces. As a result, according to Earnest Research, we and the other two largest specialty players in the Creative Products industry have seen on average 22% growth in year-over-year sales since May 3, 2020. (Note: Revenue and net income figures are for the 39 weeks that ended Oct. 31, 2020, according to the prospectus. The company reported $1,921.5 million – or $1.92 billion – in net sales and net income of $174.0 million for the 39 weeks that ended Oct. 31, 2020, compared with year-ago figures of $1,545.6 million – or $1.55 billion – in net sales and a net loss of $188.5 million for the 39 weeks that ended Oct. 31, 2019.) (Note: JOANN, Inc. priced its IPO on March 11, 2021: 10.94 million shares at $12 each – well below its $15-to-$17 range – to raise $131.28 million. The number of shares was the same as in the prospectus.)",Retail - Miscellaneous Shopping Goods Stores,27000,1946,Contact Information,"5555 Darrow Road, Hudson, Ohio 44236, US",(330) 656-2600,http://www.joann.com/,JOANN Inc.,Financial Information,$484.44mil,$1921.5 mil (last 12 months),$174.0 mil (last 12 months),IPO Profile,JOAN,NASDAQ,10.9,$12.00 - $12.00,$131.3 mil,BofA Securities/Credit Suisse/Guggenheim Securities/Barclays/Wells Fargo Securities/Piper Sandler/William Blair,Houlihan Lokey/Telsey Advisory Group/Loop Capital Markets/Ramirez & Co.,3/12/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to concentrate our efforts identifying one or several businesses in the financial services industry with an enterprise value of approximately $700 million to $2 billion, with particular emphasis on businesses that are providing or changing technology for, or creating innovation in, traditional financial services (“FinTech”), businesses focusing on asset and/or wealth management, and/or finance related activities, in addition to businesses focusing on gaming and/or eSports. Mr. Joel Leonoff, our CEO, is the vice chairman of the board of Paysafe Group Limited (“Paysafe”), a UK-based global payments company.",BLANK CHECKS,0,2020,Contact Information,"c/o Ellenoff Grossman & Schole LLP 1345 Avenue of the Americas New York, NY 10105",(212) 370-1300,,JOFF Fintech Acquisition Corp.,Financial Information,$375.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,JOFFU,NASDAQ,36.0,$10.00 - $10.00,$360.0 mil,RBC Capital Markets,-,2/5/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Journey Medical Corp. is a commercial-stage pharmaceutical company founded in October 2014 that focuses on the development and commercialization of pharmaceutical products to treat dermatological conditions. Our portfolio includes five branded and three authorized generic prescription drugs for dermatological conditions that are marketed in the U.S. As of June 30, 2021, our major marketed products, approved by the FDA for sale in the United States, include: Qbrexza® (a medicated cloth towelette to treat primary axillary hyperhidrosis, which is excessive sweating), acquired and launched in May 2021; Accutane® (an oral isotretinoin drug to treat severe acne), licensed in July 2020 and launched in April 2021; Targadox® (an oral doxycycline drug for adjunctive therapy for severe acne), licensed in March 2015 and launched in October 2016; Ximino® (an oral minocycline drug to treat moderate to severe acne), acquired and launched in September 2019, and Exelderm® Cream and Solution (a broad-spectrum antifungal intended for topical use), acquired and launched in October 2018. We also sell three authorized generic products: doxycycline hyclate immediate release tablets, launched in May 2018; ​minocycline hydrocholoride extended release capsules, launched in April 2020, and sulconazole nitrate cream and solution, launched in January 2020. Note: Journey has a seven-year operating history and anticipates remaining a majority-owned subsidiary of Fortress Biotech, Inc. (Nasdaq: FBIO) (“Fortress”) after the IPO. (Note: Journey Medical priced its IPO on Nov. 11, 2021, at $10 – the bottom of its $10-to-$12 price range – and increased the number of shares to 3.52 million, up from 3.2 million in the prospectus, to raise $35.2 million – the exact amount of the deal’s estimated proceeds based on mid-point pricing and the original terms.)",PHARMACEUTICAL PREPARATIONS,0,2014,Contact Information,"9237 E Via de Ventura Blvd., Suite 105 Scottsdale, AZ 85258",480-434-6670,http://www.jmcderm.com/,Journey Medical Corp.,Financial Information,$176.78mil,$49.18 mil (last 12 months),$-9.07 mil (last 12 months),IPO Profile,DERM,NASDAQ,3.5,$10.00 - $10.00,$35.2 mil,B. Riley Securities,Roth Capital Partners,11/12/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are one of the leading cosmetics, health and nutritional supplements, and household products e-commerce platforms in China. We offer our own brand of products to customers. We also sell and distribute health and nutritional supplements, cosmetic products and certain household products from other companies on our platform. In addition, we allow third parties to open their own stores on our platform for a service fee, based upon sale revenues generated from their online stores, and we provide them with our unique and valuable information about market needs, enabling them to better manage their sales effort, as well as an effective platform to promote their brands. We currently operate under four sales channels: Online Direct Sales, Authorized Retail Store Distribution, Third-party Merchants and Live streaming marketing. Shanghai Juhao started its operation in 2012. It was among the first membership-based online-to-offline cosmetics, health and nutritional supplements and household products e-commerce platforms in China. As of June 30, 2020, our platform had 1,774,845 VIP members who have registered on our platform and 174 merchants who have opened their own stores on our platform; 70.88% of products sold on our platform were cosmetics and health and nutritional supplements, and the remaining 29.12% of the products sold on our platform were daily household products (pots and pans, etc.). (Note: Jowell Global Ltd. priced its IPO of 3.71 million ordinary shares at $7 each on March 16, 2021, in sync with the terms in its prospectus, to raise about $26 million ($25.97 million).)",Retail - Internet & Mobile - Goods and Services,110,2012,Contact Information,"2nd Floor, No. 285 Jiangpu Road Yangpu District, Shanghai China 200082",(86) 21 5521-0174,http://www.1juhao.com,Jowell Global Ltd.,Financial Information,$174.02mil,$49.3 mil (last 12 months),$1.6 mil (last 12 months),IPO Profile,JWEL,NASDAQ,3.7,$7.00 - $7.00,$26.0 mil,Network 1 Securities,-,3/17/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are the leading pan-African e-commerce platform. Our platform consists of our marketplace, which connects sellers with consumers, our logistics service, which enables the shipment and delivery of packages from sellers to consumers, and our payment service, which facilitates transactions among participants active on our platform in selected markets. We are active in six regions in Africa, which consist of 14 countries that together accounted for 72% of Africa’s GDP of €2 trillion, and 74% of African consumer expenditure of €1.4 trillion in 2018, according to the IMF and Euromonitor, respectively. Though still nascent, we believe that e-commerce in Africa is well positioned to grow. In 2018, less than 1% of retail sales for countries measured in our footprint in Africa were conducted online, compared to nearly 24% in China, according to Euromonitor.",CATALOG & MAIL-ORDER HOUSES,5128,2012,Contact Information,"Charlottenstraße 4, 10969 Berlin, Germany",+49 (30) 398 20 34 51,,Jumia,Financial Information,$1109.4mil,$149.6 mil (last 12 months),$-195.2 mil (last 12 months),IPO Profile,JMIA,NYSE,13.5,$14.50 - $14.50,$195.8 mil,Morgan Stanley/ Citigroup/ Berenberg/ RBC Capital Markets,Raymond James/ Stifel/ William Blair,4/12/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our search for a target business within the industrials sector, where we believe our management team has a competitive advantage due to their prior experiences and roles. We intend to focus our search efforts on North American-based targets with an aggregate enterprise value of $1 billion to $2 billion. (Note: Juniper II Corp. upsized its SPAC IPO at pricing on Nov. 3, 2021, to 26 million units, up from 22.5 million in the prospectus, at $10 each to raise $260.0 million.)",BLANK CHECKS,0,2020,Contact Information,"3790 El Camino Real #818 Palo Alto, California 94306",(650) 292-9660,,Juniper II Corp.,Financial Information,$316.3mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,JUN.U,NYSE,26.0,$10.00 - $10.00,$260.0 mil,Morgan Stanley/ UBS Investment Bank,-,11/4/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"While we may pursue an initial business combination target in any business, industry or geographical location, we intend to focus our search within the industrial sector, where we believe our management team has a competitive advantage due to their prior experiences and roles. We intend to focus our search efforts on North American-based targets with an aggregate enterprise value of $1 billion to 2 billion.",BLANK CHECKS,0,2019,Contact Information,"14 Fairmount Avenue, Chatham, NJ 07928, US",(973) 507-0359,,Juniper Industrial Holdings,Financial Information,$375mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,JIH.U,NYSE,30.0,$10.00 - $10.00,$300.0 mil,UBS Investment Bank,-,11/8/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"While we may pursue an initial business combination in any industry, we intend to focus our efforts on businesses that leverage our management team’s experience in acquiring and operating businesses in the consumer (“Consumer”) as well as technology, media and telecommunications (“TMT”) industries. We intend to focus our efforts and will seek to capitalize on our founders’ distinctive and complementary backgrounds to identify, acquire and transformatively impact a target business with a substantial portion of its activities in North America or Europe. We may pursue a transaction with a company in other parts of the world, including Asia, given our management team’s strong relationships in the region.",BLANK CHECKS,0,2020,Contact Information,"11450 SE Dixie Hwy Hobe Sound, FL 33455",212-207-8884,,Jupiter Acquisition Corp.,Financial Information,$256.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,JAQCU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Nomura/ Brookline Capital Markets/ Ladenburg Thalmann,,9/11/2020,Postponed,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our efforts on businesses that leverage our management team’s experience in acquiring and operating businesses in the consumer industry. We intend to focus our efforts and will seek to capitalize on our founders’ distinctive and complementary backgrounds to identify, acquire and transformatively impact a target business with a substantial portion of its activities in North America or Europe. We may pursue a transaction with a company in other parts of the world, including Asia, Europe and Latin America, given our management team’s strong relationships in the regions. We believe that the COVID-19 pandemic has created dislocation and adversely affected the ability of companies and business divisions in these sectors to access public markets to raise capital to pursue organic growth opportunities, reduce leverage or consolidate their sectors. James N. Hauslein, our chairman and CEO, has over 35 years of private equity investing and public and private company operating experience, with a significant focus on the consumer industry. He is president and managing director of Hauslein & Company, Inc., a private investment firm. In February 2015, he led the recapitalization and acquisition of Big Time Products LLC (“Big Time”), a leading supplier of workplace hand protection and related products into the consumer do-it-yourself and professional retail channel. From1991 to May 2001, Mr. Hauslein served as Executive Chairman and, at times, as Chief Executive Officer of Nasdaq-listed Sunglass Hut International, Inc. (“Sunglass Hut”), the world’s largest specialty retailer of non-prescription sunglasses and significant retailer of popular price point fashion watches. During Mr. Hauslein’s tenure, Sunglass Hut expanded dramatically from fewer than 100 stores to over 2,000 company-owned stores with a global footprint. Mr. Hauslein’s SPAC experience goes back to December 2007. (Note: Jupiter Acquisition Corp. priced its SPAC IPO on Aug. 12, 2021, in line with the terms in its prospectus: 15 million units at $10 each to raise $150 million.)",BLANK CHECKS,0,2020,Contact Information,"11450 SE Dixie Hwy Hobe Sound, FL 33455",212-207-8884,,Jupiter Acquisition Corp.,Financial Information,$193.3mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,JAQCU,NASDAQ,15.0,$10.00 - $10.00,$150.0 mil,Nomura/ Brookline Capital Markets/ Ladenburg Thalmann,-,8/13/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: Jupiter Neurosciences, Inc., postponed its unit IPO on Thursday (Feb. 10, 2022) due to market conditions; the deal had been tentatively scheduled for pricing after the close on Feb. 10. Previously: Jupiter Neurosciences cut the size of its unit IPO to 2.2 million units, down from 3.33 million units, and increased the price range to $6 to $8, up from $5 to $7, in an S-1/A filing dated Jan. 26, 2022. Each unit consists of one share of common stock and one warrant to buy one share of common stock. The proposed symbols are: “JUNS” for the stock and “JUNSW” for the warrants – NASDAQ listing.) Jupiter Neurosciences, Inc. is a clinical stage research and development pharmaceutical company that has developed a unique resveratrol platform product primarily targeting treatment of neuro-inflammation. The product candidate, called JOTROL™, has many potential indications of use for rare diseases, which we primarily are targeting Mucopolysaccharidoses Type 1, Friedreich’s Ataxia, and MELAS and with ALS in an earlier development stage. In the larger disease areas, we are primarily targeting Mild Cognitive Impairment/early Alzheimer’s disease with an early development program in TBI (traumatic brain injury)/concussions. In 2020, we received approval for full funding, $1.76 million, for our Phase I study from the National Institute on Aging (“NIA”). We plan to continue pursuing grant funding opportunities in all areas where they are available, such as Phase II and Phase III trials in Alzheimer’s disease as well as any funding available for our rare disease projects. In the NIA scientific review summary statement of our Phase I study application, it is stated that NIA is looking forward to a Phase II study with an enhanced resveratrol product, based on the earlier study results from the well published Turner et al. Alzheimer’s study. We recently submitted a grant application to NIA for full funding, including corporate overhead for a total of $18.3 million, for the duration of the study, of a Phase II trial in Mild Cognitive Impairment (MCI) and early Alzheimer’s disease. There is however no guarantee that this and future grant applications will be successful and therefore the rejection of our future grant application may significantly delay the Company’s plans in connection with MCI and Alzheimer’s and may have a significant impact on the Company’s financial performance. Further, the Company may never receive any future grants or costs savings.",PHARMACEUTICAL PREPARATIONS,5,2016,Contact Information,"Jupiter Neurosciences, Inc. 1001 North US HWY 1, Suite 504 Jupiter, Florida 33477",(561) 406-6154,http://www.jupiterneurosciences.com/,"Jupiter Neurosciences, Inc.",Financial Information,$61.18mil,$0 mil (last 12 months),$-2.75 mil (last 12 months),IPO Profile,JUNS,NASDAQ,2.2,$6.00 - $8.00,$15.5 mil,Roth Capital Partners/ Dawson James Securities,-,2/11/2022,Postponed,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: No Call. This is a “firm commitment” unit offering of 1 million units. Each unit consists of one share of common stock and one warrant to buy one share of common stock. From the prospectus: “We intend to apply to list our shares of common stock and Warrants for trading on the Nasdaq Capital Market, subject to official notice of issuance, under the symbols “JUPW” and “JUPWW”. Completion of this offering is contingent on the approval of our listing application for trading on the Nasdaq Market.”) We are a cutting-edge wellness hemp-derived cannabidiol, or CBD, consumer product development company. We are in the early stage of manufacturing, distributing, and marketing a diverse line of consumer products infused with CBD. We have a proprietary, trademarked line of products: CaniSun, CaniSkin and CaniDermRX. Under the CaniSun brand, we are marketing three proprietary CBD-infused sun care lotion formulas containing various sun protection factors, or SPFs. Under the CaniDermRX brand, we are exploring a formulation of CBD with over-the-counter, or OTC, consumer products that have potentially therapeutic and medical applications.","PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",5,2018,Contact Information,"725 N. Hwy A1A, Suite C-106, Jupiter, FL 33477, US",(561) 244-7100,http://www.jupiterwellnessinc.com,Jupiter Wellness (stock),Financial Information,$59.2mil,$0.2 mil (last 12 months),$-0.5 mil (last 12 months),IPO Profile,JUPW,NASDAQ,1.0,$7.50 - $7.50,$7.5 mil,WestPark Capital/ KINGSWOOD CAPITAL MARKETS (Division of Benchmark Investments),Dawson James Securities,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a cutting-edge wellness hemp-derived cannabidiol, or CBD, consumer product development company. We are in the early stage of manufacturing, distributing, and marketing a diverse line of consumer products infused with CBD. We have a proprietary, trademarked line of products: CaniSun, CaniSkin and CaniDermRX. Under the CaniSun brand, we are marketing three proprietary CBD-infused sun care lotion formulas containing various sun protection factors, or SPFs. Under the CaniDermRX brand, we are exploring a formulation of CBD with over-the-counter, or OTC, consumer products that have potentially therapeutic and medical applications.","PERFUMES, COSMETICS & OTHER TOILET PREPARATIONS",5,2018,Contact Information,"725 N. Hwy A1A, Suite C-106, Jupiter, FL 33477, US",(561) 244-7100,http://www.jupiterwellnessinc.com,Jupiter Wellness (warrants),Financial Information,$59.2mil,$0.2 mil (last 12 months),$-0.5 mil (last 12 months),IPO Profile,JUPWW,NASDAQ,1.0,$7.50 - $7.50,$7.5 mil,WestPark Capital/ KINGSWOOD CAPITAL MARKETS (Division of Benchmark Investments),Dawson James Securities,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to concentrate our efforts in identifying a target in the healthcare industry with an equity value of approximately $300 million to $1 billion. (Note: Jupiter Wellness Acquisition Corp. upsized its SPAC IPO at pricing on Dec. 6, 2021, to 12 million units, up from 10 million, at $10 each to raise $120 million.)",BLANK CHECKS,0,2021,Contact Information,"1061 E. Indiantown Road, Suite 110 Jupiter, Florida 33477",(561) 244-0710,,Jupiter Wellness Acquisition Corp.,Financial Information,$134.15mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,JWACU,NASDAQ,12.0,$10.00 - $10.00,$120.0 mil,"I-Bankers Securities, Inc.",-,12/7/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: This SPAC IPO consists of common stock only – NO warrants. This is our IPO of 6 million shares of Class A common stock.) While we may pursue an initial business combination target in any business, industry or geographical location, we intend to focus our search on target businesses with enterprise values of approximately $300 million to $1.0 billion. We have not selected any specific business combination target and we have not, nor has anyone on our behalf, initiated any substantive discussions, directly or indirectly, with any business combination target. (Incorporated in Delaware) Our sponsor is controlled by Philip Wagenheim, our CEO, CFO and chairman. He has served as the managing partner of Broadband Capital Partners, LLC, a middle-market private equity firm, since April 2016. (Note: Just Another Acquisition Corp. withdrew its SPAC IPO in a filing with the U.S. Securities and Exchange Commission on Feb. 17, 2022 – just one day after filing its S-1.)",BLANK CHECKS,0,2021,Contact Information,"c/o Broadband Capital Partners 122 East 42nd Street, Unit 2105 New York, NY 10168",212-277-5300,,Just Another Acquisition Corp.,Financial Information,$75.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,JAACU,NASDAQ,6.0,$10.00 - $10.00,$60.0 mil,Ladenburg Thalmann,-,,Withdrawn,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: Justworks, Inc. revived its recently postponed IPO on March 21, 2022, in an S-1/A filing that did not state terms. On Jan. 12, 2022, Justworks, Inc. had postponed its IPO “due to market conditions” – hours ahead of when the IPO was scheduled to price for a debut on Jan. 13. The postponed IPO was set for 7 million shares at $29 to $32 to raise $213.5 million.) Justworks is a cloud-based software platform that gives small and medium-sized businesses (“SMBs”) access to benefits, payroll, human resources (“HR”) and compliance support — all in one place. We drive economies of scale via co-employment, enabling attractive cost savings for our customers and providing them a richer suite of benefits for their employees. We believe we are the first provider to combine this powerful demand aggregation dynamic with a simple, intuitive user experience and 24/7 expert support — enabling entrepreneurs and SMBs to grow with confidence. That is why over 8,000 customers across all 50 U.S. states representing almost 140,000 worksite employees (“WSEs”), as of Nov. 30, 2021, trust Justworks as their human capital management (“HCM”) platform.",PREPACKAGED SOFTWARE,125800,2012,Contact Information,"55 Water Street 29th Floor, New York, New York 10041, US",(888) 534-1711,http://www.justworks.com,"Justworks, Inc.",Financial Information,,$1166.0 mil (last 12 months),$3.4 mil (last 12 months),IPO Profile,JW,NASDAQ,0.0,$0.00 - $0.00,$0.0 mil,Goldman Sachs/ J.P. Morgan/ BofA Securities,Baird/ Piper Sandler/ Raymond James/ Stifel/ William Blair/ Siebert Williams Shank,1/13/2022,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
