General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change
General Information,"We are a newly organized blank check company incorporated as a Cayman Islands exempted company. Although we may pursue an initial business combination with any business in any industry and any geographic location, we intend to target opportunities and companies that focus on environmentally sound infrastructure, industrial applications and disruptive technologies that eliminate or mitigate GHG (greenhouse gas) emissions and/or enhance resilience to climate change, a thematic that we refer to as Mitigation and Adaptation. Rapidly growing societal and political focus on these critical issues has driven considerable corporate, institutional and governmental initiatives, underpinning expected capital allocation to the sector of $2.4 to $4.5 trillion per year, as estimated by the Intergovernmental Panel on Climate Change (“IPCC”) and the International Renewable Energy Agency (“IRENA”), which we believe sets the stage for significant opportunities for Peridot. Alan Levande, our chairman and CEO, is a career energy executive with broad experience across the power, utilities, renewables, midstream and upstream value chains. Most recently, Mr. Levande was Co-Chief Executive Officer of Covey Park Energy LLC, a natural gas company that was acquired for $2.2 billion in 2019 by a public company.",BLANK CHECKS,0,2020,Contact Information,"2229 San Felipe Street, Suite 1450 Houston, TX 77019",(713) 322-7310,,Peridot Acquisition Corp.,Financial Information,$375.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PDAC.U,NYSE,30.0,$10.00 - $10.00,$300.0 mil,UBS Investment Bank/ Barclays,,9/24/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to target opportunities and companies that focus on environmentally sound infrastructure, industrial applications and disruptive technologies that eliminate or mitigate GHG emissions and/or enhance resilience to climate change, a thematic that we refer to as “Mitigation and Adaptation.” Rapidly growing societal and political focus on these critical issues has driven considerable corporate, institutional and governmental initiatives, underpinning expected capital allocation to the sector of $2.4 trillion to $4.5 trillion per year, as estimated by the Intergovernmental Panel on Climate Change (“IPCC”) and the International Renewable Energy Agency (“IRENA”), which we believe sets the stage for significant opportunities for Peridot. There is a large universe of private companies that have established themselves as market leaders in Mitigation and Adaptation initiatives that will benefit greatly from access to public markets and a partnership with a platform such as ours. (Incorporated in the Cayman Islands) Our sponsor is an affiliate of Carnelian, a private equity firm with extensive investment experience and a successful track record of identifying high-quality assets, businesses and management teams and of creating value within the broader energy space. Preston Powell, our CEO and one of our directors, is a managing director of Carnelian. Before joining Carnelian, Mr. Powell was an energy investor at Denham Capital Management and KKR & Co.",BLANK CHECKS,0,2021,Contact Information,"2229 San Felipe Street, Suite 1450 Houston, TX 77019",(713) 322-7310,,Peridot Acquisition Corp. II,Financial Information,$375.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PDOT.U,NYSE,30.0,$10.00 - $10.00,$300.0 mil,UBS Investment Bank/Barclays,-,3/10/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: This is an initial public offering of our securities called CAPSTM. Each CAPSTM has an offering price of $25.00 and consists of one share of Class A common stock and one-quarter of one redeemable warrant. The acronym, CAPS, stands for Capital which Aligns and Partners with a Sponsor. Our sponsor is PCPC Holdings, LLC.) We expect to focus on a business where we believe our strong network, operational background, and aligned economic structure will provide us with a competitive advantage. Sanjeev Mehra is our CEO. He co-founded Periphas Capital in 2017, following a 31-year career at Goldman Sachs & Co. Over the course of their careers, the Periphas Capital team has led the investment of over $4.8 billion of equity in 37 companies, representing approximately $70 billion of enterprise value.",BLANK CHECKS,0,2020,Contact Information,"667 Madison Avenue, 15th Floor New York, NY 10065",(646) 876-6351,,Periphas Capital Partnering Corporation,Financial Information,$325.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PCPC.U,NYSE,14.4,$25.00 - $25.00,$360.0 mil,Evercore ISI,-,12/10/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Our company is not a SPAC. We are conducting a public offering of our securities pursuant to the registration statement of which this prospectus forms a part (the “Registration Statement”), but we are not raising capital from public investors at this time. Instead, we are distributing, at no cost, subscription warrants to purchase our shares at a future date. We refer to these subscription warrants as special purpose acquisition rights, or “SPARs.” We are offering 244.44 million subscription warrants to purchase common stock at a minimum price of $10 per share. (Incorporated in the Cayman Islands) Note: This is not an underwritten offering. The warrants are being distributed directly by us without the services of an underwriter or selling agent. We will not raise any public capital until after we have entered into a definitive agreement for our business combination and distributed to SPAR holders a prospectus, included in an effective registration statement, that describes the proposed business combination, following which time investors may subscribe to acquire our shares by electing to exercise their SPARs. The shares issuable upon the exercise of our SPARs will be issued concurrently with the closing of our business combination. SPARs are a novel security with unique features, which we propose to list and trade on the New York Stock Exchange (the “NYSE”). The listing and trading of SPARs will require the Securities and Exchange Commission (the “SEC”) to approve a new listing rule submitted by the NYSE permitting the listing and trading of subscription warrants by acquisition companies. A proposed listing rule has been published in the Federal Register for public comment, and is being reviewed by the SEC. There can be no assurance that a listing rule permitting the listing and trading of SPARs will be approved. If such a rule is not approved and adopted, SPARs would trade on the “over-the-counter” market, which may present significant risks to the holders of SPARs, including lower availability and efficiency of market price quotations, significantly less liquidity, increased trading costs, the absence of certain corporate governance protections, and the applicability of state securities laws that could result in restrictions on the sale of our SPARs.",BLANK CHECKS,0,2021,Contact Information,"787 Eleventh Avenue, 9th Floor New York, New York 10019",(212) 813-3700,,"Pershing Square SPARC Holdings, Ltd.",Financial Information,,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,[*].W-,NYSE,244.4,$0.00 - $0.00,$0.0 mil,-,,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to pursue merger opportunities with private, large capitalization, high-quality, growth companies where our ownership in the merged company would generally represent a minority of shares outstanding at the time of the merger.",BLANK CHECKS,0,2020,Contact Information,"787 Eleventh Avenue, 9th Floor New York, NY 10019, US",(212) 813-3700,,Pershing Square Tontine Holdings,Financial Information,$4000mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PSTH.U,NYSE,200.0,$20.00 - $20.00,$4000.0 mil,Citigroup/ Jefferies/ UBS Investment Bank,CastleOak Securities/ Loop Capital Markets/ Ramirez/ Siebert Williams Shank/ Academy Securities/ C.L. King & Associates/ Roberts and Ryan,7/22/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a growing cancer genomics company transforming the development of next-generation therapies by providing more comprehensive molecular data about each patient’s cancer and immune response. We designed our NeXT Platform to adapt to the complex and evolving understanding of cancer, providing our biopharmaceutical customers with information on all of the approximately 20,000 human genes, together with the immune system, in contrast to many cancer panels that cover roughly 50 to 500 genes. We are also developing a complementary liquid biopsy assay that analyzes all human genes versus the more narrowly focused liquid biopsy assays that are currently available.",MEDICAL LABORATORIES,147,2011,Contact Information,"1330 O’Brien Drive, Menlo Park, CA 94025, US",(650) 752-1300,https://www.personalis.com,Personalis,Financial Information,$505.8mil,$47.7 mil (last 12 months),$-20.2 mil (last 12 months),IPO Profile,PSNL,NASDAQ,7.9,$17.00 - $17.00,$134.7 mil,Morgan Stanley/ BofA Merrill Lynch/ Cowen,Oppenheimer,6/20/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a leading commercial-stage precision health company focused on democratizing high-quality care globally through the use of our proprietary digital technologies that enable healthcare providers to provide better care for patients. Our product portfolio comprises cloud-based AI-driven software that uses medical images to provide better decision support for the diagnosis, stratification and monitoring of patients with chronic metabolic diseases – especially liver diseases, multi-organ pathologies, cancer and other conditions that are poorly served by existing diagnostic modalities. Our flagship AI-driven product, LiverMultiScan, has been cleared by the FDA for non-invasive diagnosis and monitoring of liver disorders, which may include nonalcoholic fatty liver disease (NAFLD) and non-alcoholic steatohepatitis (NASH), a severe form of fatty liver disease. NASH is estimated to affect more than 250 million adults globally and more than 20 million adults in the United States. NAFLD is the most prevalent chronic liver disease, an epidemic affecting as much as 25% of the world’s population and has significant co-morbidities, including diabetes. There are about 90 million NAFLD patients in the United States. Approximately 23% of NAFLD patients eventually develop NASH. MRCP+ is our AI-driven FDA-cleared product for digitalized, enhanced visualization and quantitative analysis of the biliary system driven by advanced image analysis and machine learning, a method of data analysis that automates analytical model building, and, to our knowledge, is the only clinically available tool of its kind.  Hepatica is our AI-driven FDA-cleared product for clinical use to process MR image (MRI) data sets to provide simultaneous evaluation of liver health (fibroinflammation and fat) and volumetry with AI-driven delineation of the liver and individual (Couinaud) segments in a single report of quantitative metrics.  CoverScan MD is our AI-driven product that has received Exceptional Use Authorization by the MHRA and addresses multi-organ pathologies, of relevance in “Long-COVID,” a disease associated with increased likelihood of developing diabetes and heart disease. We believe that CoverScan MD’s multi-organ approach to chronic disease evaluation and diagnosis has utility in aiding the management of pulmonary, cardiac, pancreatic, renal and splenic diseases at the individual organ level, as well as enabling the metabolic profiling of patients with Type 2 diabetes and metabolic syndrome at a multi-organ, multi-system level. (Note: This IPO was scheduled for pricing on July 15, 2021, with a debut expected on Friday, July 16, 2021, but the deal did not get done. The timing of this IPO’s pricing is now described as “day to day” – in effect, postponed until further notice.)",Services - Medical Laboratories,192,2012,Contact Information,"Gemini One 5520 John Smith Drive Oxford Business Park South Oxford, OX4 2LL Oxfordshire, England",+44 (0) 1865 655 343,http://www.perspectum.com/,Perspectum Group plc,Financial Information,$590.24mil,$9.26 mil (last 12 months),$-11.79 mil (last 12 months),IPO Profile,SCAN,NASDAQ,4.7,$15.00 - $17.00,$75.2 mil,Citigroup/ Barclays/ Stifel/ Canaccord Genuity,-,,Withdrawn,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: The S-1 is filed under the name of PET Acquisition LLC. The company will change its name to Petco Health and Wellness Co. before the registration statement becomes effective, the prospectus says.) We are a beloved brand in the U.S. pet care industry with more than 55 years of service to pets and the people who love and care for them. Since our founding in 1965, we have been developing new standards in pet care, delivering comprehensive wellness solutions through our products and services, and creating communities that deepen the pet-parent bond. Over the last three years, we have transformed the business from a successful traditional retailer to a disruptive, fully-integrated, digital-focused provider of pet health and wellness offerings. We revamped our leadership team and invested over $300 million to build out leading capabilities across e-commerce and digital, owned brands, data analytics, and a full suite of on-site services, including veterinary care. Our data-driven digital footprint, consisting of an entirely redesigned e-commerce site and personalized mobile app, delivers an exceptional customer experience and serves as a hub for pet parents to manage their pets’ health, wellness, and merchandise needs, while enabling them to shop wherever, whenever, and however they want. By strategically leveraging our extensive physical network consisting of approximately 1,470 pet care centers located within three miles of 54% of our customers, we are able to offer our comprehensive product and service offering in a localized manner with a meaningful last-mile advantage over our competition. Through our connected platform, we serve our customers in a differentiated manner by offering the convenience of ship-from-store, buy-online, pick-up in-store (“BOPUS”), and curbside pick-up. (Note: Petco priced its IPO at $18 – above its $14-to-$17 range – on the same number of shares – 48 million shares – to raise $864 million.)",Retail - Pet Products & Services,26000,1965,Contact Information,"10850 Via Frontera San Diego, California 92127",(858) 453-7845,http://www.petco.com/,"Petco Health and Wellness Company, Inc.",Financial Information,$3397.91mil,$4731.2 mil (last 12 months),$-27.5 mil (last 12 months),IPO Profile,WOOF,NASDAQ,48.0,$18.00 - $18.00,$864.0 mil,Goldman Sachs/ BofA Securities,Citigroup/ Evercore ISI/ Credit Suisse/ UBS Investment Bank/ Wells Fargo Securities/ Baird/ Guggenheim Securities/ AmeriVet Securities/ C.L. King & Associates/ R. Seelaus & Co. LLC/ Ramirez & Co. Inc. / Siebert Williams Shank,1/14/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: In an S-1/A filing dated Sept. 21, 2020, this blank check company changed its focus to healthcare; its previous S-1/A dated Aug. 26, 2020, stated a focus on the cannabis industry. The company announced the pricing of its IPO on Oct. 8, 2020. The IPO was priced on Oct. 7, 2020, at 7 million units, down from the terms of 7.5 million, and started trading on Oct. 8 on the NASDAQ. Updated details below.) We intend to initially focus our search on identifying a prospective target business in the healthcare or healthcare-related industry in the United States and other developed countries. Our strategy will be to identify, acquire and, after our initial business combination, build, a healthcare or a healthcare-related business. We intend to focus our investment effort broadly across the entire healthcare industry, which encompasses services, therapeutics, devices, diagnostics and animal health and services. We intend to seek initial business combination targets with smaller enterprise values and to particularly focus on the life sciences, medical technology, digital health and technology-enabled services sectors.",BLANK CHECKS,0,2019,Contact Information,"5 West 21st Street, New York, NY 10010, US",(917) 622-5800,,Petra Acquisition,Financial Information,$87.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PAICU,NASDAQ,7.0,$10.00 - $10.00,$70.0 mil,LifeSci Capital/ Ladenburg Thalmann,-,10/8/2020,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a clinical-stage biopharmaceutical company focused on the development and commercialization of innovative therapies for rare diseases with significant unmet need, initially focused on angioedema and other bradykinin-mediated diseases. Our first molecule, PHA121, is a novel, small molecule bradykinin B2-receptor antagonist for the treatment of hereditary angioedema, or HAE, a rare and potentially fatal disease that can cause swelling of the airways, hands, feet, arms, legs, lips and tongue. Bradykinin-B2-receptor inhibition is a clinically validated mechanism for the treatment of HAE, as demonstrated by icatibant, which is a bradykinin B2-receptor antagonist approved in Europe in 2008 and in the United States in 2011 (as FIRAZYR). We designed PHA121 to improve upon the therapeutic profile of existing therapies and, through oral delivery, to provide patients with quality of life and convenience that is superior to current standard-of-care HAE treatments, which are injectables. We believe PHA121 has the potential to provide a safe, effective and convenient option for both acute and prophylactic treatments of HAE. (Note: Pharvaris upsized its IPO at pricing on Feb. 4, 2021: 8.27 million shares at $20 – up from 6.95 million shares at $17 to $19 in the prospectus – to raise $165.4 million. )",Pharmaceuticals,14,2015,Contact Information,"J.H. Oortweg 21, 2333 CH Leiden, The Netherlands",+31 (0)71 203 6410,,Pharvaris B.V.,Financial Information,$549.36mil,$0 mil (last 12 months),$-9.75 mil (last 12 months),IPO Profile,PHVS,NASDAQ,8.3,$20.00 - $20.00,$165.4 mil,Morgan Stanley/ BofA Securities/ SVB Leerink,Oppenheimer & Co./ Kempen & Co.,2/5/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a late clinical-stage biopharmaceutical company focused on developing and commercializing novel treatments for gastrointestinal, or GI, diseases. Our initial product candidate, vonoprazan, is an oral small molecule potassium competitive acid blocker, or P-CAB. P-CABs are a novel class of medicines that block acid secretion in the stomach. Vonoprazan has shown rapid, potent, and durable anti-secretory effects and has demonstrated clinical benefits over standard of care treatments as a single agent in the treatment of gastroesophageal reflux disease, or GERD, and in combination with antibiotics for the treatment of Helicobacter pylori, or H. pylori, infection.",PHARMACEUTICAL PREPARATIONS,16,2018,Contact Information,"2150 E. Lake Cook Road, Suite 800, Buffalo Grove, IL 60089, US",650-325-5156,http://www.phathompharma.com,Phathom Pharmaceuticals,Financial Information,$523.4mil,$0 mil (last 12 months),$-89.8 mil (last 12 months),IPO Profile,PHAT,NASDAQ,9.6,$19.00 - $19.00,$182.4 mil,Goldman Sachs/ Jefferies/ Evercore ISI,Needham & Company,10/25/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Phillips Edison & Company, Inc. is an internally managed real estate investment trust, or REIT, and one of the nation’s largest owners and operators of omni-channel grocery-anchored neighborhood and community shopping centers. We were formed as a Maryland corporation in October 2009. We have elected to be taxed as a REIT for U.S. federal income tax purposes beginning with our taxable year ended Dec. 31, 2010. Shares of our common stock are subject to ownership limitations that are primarily intended to assist us in maintaining our qualification as a REIT. Phillips Edison has the highest percentage of its properties anchored by top grocers among its public peers, according to JLL. Grocery-anchored neighborhood shopping centers have been our primary focus since we started our business in 1991, and we believe this focus has generated superior growth and attractive risk-adjusted returns over time. Our portfolio primarily consists of neighborhood centers anchored by the No. 1 or No. 2 grocer tenants by sales within their respective formats by trade area. As of March 31, 2021, our portfolio was 94.8% occupied. Our tenants, who we refer to as “Neighbors,” are a mix of national, regional and local retailers that primarily provide necessity-based goods and services.  As of March 31, 2021, we owned equity interests in 300 shopping centers, including 278 wholly owned properties which contributed more than 98% of our ABR, and 22 shopping center properties owned through two unconsolidated third-party institutional joint ventures. In total, our portfolio of wholly owned shopping centers and our pro-rated portion of shopping centers owned through our unconsolidated institutional joint ventures comprises approximately 31.7 million square feet in 31 states.  (Note: Phillips Edison & Co. priced its REIT IPO on July 14, 2021, at $28 – the low end of its $28-to-$31 price range – on 17 million shares, the same number of shares in the prospectus, to raise $476 million.)",REIT - Real Estate Investment Trust,,2009,Contact Information,"11501 Northlake Drive Cincinnati, Ohio 45249",(513) 554-1110,http://www.phillipsedison.com/,"Phillips Edison & Company, Inc.",Financial Information,$3277.75mil,$496.88 mil (last 12 months),$-5.86 mil (last 12 months),IPO Profile,PECO,NASDAQ,17.0,$28.00 - $28.00,$476.0 mil,Morgan Stanley/ BofA Securities/ J.P. Morgan/BMO Capital Markets/ Goldman Sachs/ KeyBanc Capital Markets/ Mizuho Securities/ Wells Fargo Securities,BTIG/ Capital One Securities/ Fifth Third Securities/ PNC Capital Markets/ Regions Securities LLC,7/15/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus on industries that complement our management team’s background, and to capitalize on the ability of our management team to identify and acquire a business, focusing on the healthcare or healthcare-related industries in the United States and Europe. In particular, we intend to prioritize companies in the life sciences sector where our management team has extensive experience. (Note: Phoenix Biotech Acquisition Corp. priced its SPAC IPO on Oct. 5, 2021, in line with the term in its prospectus: 15.5 million units at $10 each to raise $155 million.)",BLANK CHECKS,0,2021,Contact Information,"2201 Broadway, Suite 705 Oakland, CA 94612",(215) 731-9450,,Phoenix Biotech Acquisition Corp.,Financial Information,$204.31mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PBAXU,NASDAQ,15.5,$10.00 - $10.00,$155.0 mil,Cantor,-,10/6/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are redefining the residential rental market through technology. We started Danke in 2015 to provide young people with comfortable yet affordable homes. Today, we are one of the largest co-living platforms in China with the fastest growth, according to iResearch. We established operations in 13 cities in China as of September 30, 2019 and have become a major player in each of the 10 cities that we entered into prior to June 30, 2019. We grew the number of apartment units we operated from 2,434 as of December 31, 2015 to 406,746 as of September 30, 2019, a 166-fold increase over less than four years.",OPERATORS OF APARTMENT BUILDINGS,5205,2015,Contact Information,"Room 212, Chao Yang Shou Fu, 8 Chao Yang Men Nei Street, Dongcheng District, Beijing, People's Republic of China",+86-10-5717-6925,http://www.danke.com,Phoenix Tree Holdings Ltd.,Financial Information,$2463.8mil,$864.0 mil (last 12 months),$-442.4 mil (last 12 months),IPO Profile,DNK,NYSE,9.6,$13.50 - $13.50,$129.6 mil,Citigroup/ Credit Suisse/ J.P. Morgan,Tiger Brokers,1/17/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus on consumer-facing companies with a significant Africa presence or a compelling Africa potential, which complements the expertise of our management team. (Incorporated in Delaware) Marcus Choo Yeow Ngoh is our CEO. He has over 15 years of experience in the business and entrepreneurship world, building great consumer products and companies. His accomplished portfolio includes many businesses, brands and new markets he has cultivated in the Middle East, and for the past 13 years, in Africa. He has opened companies in Hong Kong, Saudi Arabia, United Arab Emirates, Oman, Qatar, Ghana, Nigeria, Togo, Benin, Burkina Faso, Cote D’Ivoire and others.",BLANK CHECKS,0,2021,Contact Information,"CT 10-06, Level 10 Corporate Tower Subang Square Jalan SS15/4G Subang Jaya 47500 Selangor, Malaysia",+60 3 5888 8485,,PHP Ventures Acquisition Corp.,Financial Information,$65.2mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PPHPU,NASDAQ,5.0,$10.00 - $10.00,$50.0 mil,"EF Hutton (formerly Kingswood, a division of Benchmark Investments)",-,8/12/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a leading provider of comprehensive solutions that transform the healthcare experience by engaging patients in their care and enabling healthcare provider organizations to optimize operational efficiency, improve profitability and enhance clinical care. As evidenced in industry survey reports from KLAS, we have been recognized as a leader based on our integration capabilities with healthcare provider organizations, the broad adoption of our patient intake functionalities and by overall client satisfaction. Through the SaaS-based Phreesia Platform (the “Phreesia Platform” or “our Platform”), we offer healthcare provider organizations (our “provider clients”) a robust suite of solutions to manage the patient intake process and an integrated payments solution for secure processing of patient payments.",BUSINESS SERVICES,436,2005,Contact Information,"432 Park Avenue South, 12th Floor , New York, NY 10016, US",(888) 654-7473,http://www.phreesia.com,Phreesia,Financial Information,$639.1mil,$104.3 mil (last 12 months),$-54.1 mil (last 12 months),IPO Profile,PHR,NYSE,9.3,$18.00 - $18.00,$167.2 mil,J.P. Morgan/ Wells Fargo Securities/ William Blair/ Allen & Company/ Piper Jaffray,-,7/18/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a newly organized real estate finance company that intends to acquire, manage and finance, directly or through our subsidiaries, Agency RMBS, MSRs, Non-Agency RMBS, residential mortgage loans and other real estate-related assets. We refer to all of the above assets as our Target Assets. We seek to provide attractive risk-adjusted returns to stockholders over the long term, primarily through dividends and distributions and secondarily through capital appreciation. We will seek to employ a flexible and relative value focused investment strategy and expect to reallocate capital from time to time among our Target Assets.",REAL ESTATE INVESTMENT TRUSTS,0,2019,Contact Information,"650 Newport Center Drive, Newport Beach, CA 92660, US",(949) 720-6000,,PIMCO Mortgage Income Trust,Financial Information,$1000.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PMTG,NYSE,50.0,$20.00 - $20.00,$1000.0 mil,Credit Suisse/ BofA Merrill Lynch/ Goldman Sachs/ Morgan Stanley/ J.P. Morgan/ UBS Investment Bank/ Citigroup/ Wells Fargo Securities/ RBC Capital Markets,"JMP Securities/ Keefe, Bruyette & Woods (A Stifel Company)/ JonesTrading/ Nomura",,Postponed,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our search on defense, government service and aerospace businesses, which complements the expertise of our management team, directors and the Pine Island Capital Partners team. Our sponsor is an affiliate of Pine Island Capital Partners, a private equity firm established in 2018 by John A. Thain and Philip A. Cooper. John A. Thain is our chairman of the board. He was the last chairman and CEO of Merrill Lynch & Co. before orchestrating a sale to Bank of America during the height of the financial crisis. He also was previously the CEO of the New York Stock Exchange. Philip A. Cooper is our CEO. He was a partner at Goldman Sachs, where he helped found and lead the Goldman Sachs Private Equity Group. (Note: The IPO was downsized at pricing on Nov. 16: 20 million units were sold at $10 each. In an SEC filing on Nov. 13, 2020, the size of this SPAC IPO was trimmed to 25 million units, compared with 30 million in its initial filing.)",BLANK CHECKS,0,2020,Contact Information,"2455 E. Sunrise Blvd. Suite 1205 Fort Lauderdale, FL 33304",(954) 526-4865,,Pine Island Acquisition Corp.,Financial Information,$275.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PIPP.U,NYSE,20.0,$10.00 - $10.00,$200.0 mil,Citigroup,-,11/17/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We currently intend to concentrate our efforts on identifying businesses in the insurance-related technology sector, which we refer to in this prospectus as InsurTech. InsurTech businesses use technology to maximize savings and efficiency, launch growth opportunities and innovate new risk selection processes in the insurance industry. We also intend to concentrate our efforts more broadly on identifying businesses that provide insurance products and services in all sectors of the insurance industry, including carriers, managing general agents, claims administrators and brokers, where technology can be utilized to enhance the underlying business. Christopher Longo, one of our founders and our CEO, served as AmTrust’s chief information officer from 2006 to 2019 and as its COO from 2016 to 2019. Mr. Longo is responsible for developing or co-developing multiple unique proprietary software applications, all managed on a single operating platform and architecture. He created the AmTrust Innovation Lab, whose primary purpose was to take advantage of the growing InsurTech market. (Note: Pine Technology Acquisition Corp. priced its SPAC IPO on March 10, 2021, in sync with the terms in its prospectus: 30 million units at $10 each to raise $300 million.)",BLANK CHECKS,0,2020,Contact Information,"260 Lena Drive, Aurora, Ohio 44202",212-402-8216,,Pine Technology Acquisition Corp.,Financial Information,$375.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,PTOCU,NASDAQ,30.0,$10.00 - $10.00,$300.0 mil,Cantor,Odeon Capital Group,3/11/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Ping is pioneering Intelligent Identity. We enable secure access to any service, application or API from any device. Our Intelligent Identity Platform can leverage AI and ML to analyze device, network, application and user behavior data to make real-time authentication and security control decisions, enhancing the user experience. Our platform is designed to detect anomalies and automatically insert additional security measures, such as multi-factor authentication, only when necessary. We built our platform to meet the requirements of the most demanding enterprises. Our platform can be deployed across cloud, hybrid and on-premise infrastructures, offers a comprehensive suite of turnkey integrations and is able to scale to millions of identities and thousands of cloud and on-premise applications in a single deployment. As of June 30, 2019, our platform secures over two billion identities globally across our customer base.",PREPACKAGED SOFTWARE,897,2016,Contact Information,"1001 17th Street, Suite 100, Denver, CO 80202, US",(303) 468-2900,http://www.pingidentity.com,Ping Identity Holding,Financial Information,$1164.6mil,$215.0 mil (last 12 months),$-10.8 mil (last 12 months),IPO Profile,PING,NYSE,12.5,$15.00 - $15.00,$187.5 mil,Goldman Sachs/ BofA Merrill Lynch/ RBC Capital Markets/ Citigroup,Barclays/ Credit Suisse/ Deutsche Bank Securities/ Wells Fargo Securities/ Raymond James/ Stifel/ William Blair/ Mizuho Securities/ Oppenheimer,9/19/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Pinterest is where more than 250 million people around the world go to get inspiration for their lives. They come to discover ideas for just about anything you can imagine: daily activities like cooking dinner or deciding what to wear, major commitments like remodeling a house or training for a marathon, ongoing passions like fly fishing or fashion and milestone events like planning a wedding or a dream vacation. We call these people Pinners. We show them visual recommendations, which we call Pins, based on their personal taste and interests. They then save and organize these recommendations into collections, called boards. Browsing and saving visual ideas on our service helps Pinners imagine what their future could look like, which helps them go from inspiration to reality.","COMPUTER PROGRAMMING, DATA PROCESSING",1797,2008,Contact Information,"505 Brannan Street, San Francisco, CA 94107, US",(415) 762-7100,,Pinterest,Financial Information,$10058.1mil,$755.9 mil (last 12 months),$-62.97 mil (last 12 months),IPO Profile,PINS,NYSE,75.0,$19.00 - $19.00,$1425.0 mil,Goldman Sachs/ J.P. Morgan/ Allen & Company,BofA Merrill Lynch/ Barclays/ Citigroup/ Credit Suisse/ Deutsche Bank Securities/ RBC Capital Markets/ Baird/ UBS Investment Bank/ Wells Fargo Securities,4/18/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
