General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change,Day
General Information,"This is the fifth blank check company organized by Social Capital Hedosophia Holdings, a partnership between Chamath Palihapitiya, the founder and managing partner of Social Capital, and Ian Osborne, a co-founder and the CEO of Hedosophia. Social Capital Hedosophia Holdings unites technologists, entrepreneurs and technology-oriented investors around a shared vision of identifying and investing in innovative and agile technology companies.  Social Capital is a Silicon Valley-based technology holding company whose mission is to advance humanity by solving the world’s hardest problems. It was founded by Chamath Palihapitiya in 2011 to invest capital across the company lifecycle, from early stage startups to transformational public companies. Mr. Palihapitiya is a former Facebook executive.  Social Capital has been an early and active investor in companies that have demonstrated strong value creation in the public markets, such as Slack Technologies (“Slack”), a company that completed its direct listing in June 2019 and had a market capitalization of approximately $16.1 billion as of Oct. 5, 2020 and Box Inc. (“Box”), a company that completed its initial public offering in January 2015 and that had a market capitalization of approximately $2.7 billion as of Oct. 5, 2020.  Hedosophia, an investment firm founded in 2012, has deployed more than $1.5 billion of capital across its investment platforms as of June 30, 2020, and has offices in London, Los Angeles and Beijing. Hedosophia has a broad remit to invest globally, but has a particular focus on growth investments in Internet and technology companies in the United States, China and Europe. and government and regulatory matters. Hedosophia also benefits from the network that its co-founder and CEO Ian Osborne has established, including by virtue of the financial advisory firm, Connaught, which he founded in 2014.",BLANK CHECKS,0,2020,Contact Information,"317 University Ave, Suite 200 Palo Alto, CA 94301",(650) 521-9007,,Social Capital Hedosophia Holdings Corp. V,Financial Information,$812.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,IPOE.U,NYSE,70.0,$10.00 - $10.00,$700.0 mil,Credit Suisse,,10/9/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"This is the sixth blank check company organized by Social Capital Hedosophia Holdings, a partnership between Chamath Palihapitiya, the founder and managing partner of Social Capital, and Ian Osborne, a co-founder and the CEO of Hedosophia. Social Capital Hedosophia Holdings unites technologists, entrepreneurs and technology-oriented investors around a shared vision of identifying and investing in innovative and agile technology companies.  Social Capital is a Silicon Valley-based technology holding company whose mission is to advance humanity by solving the world’s hardest problems. It was founded by Chamath Palihapitiya in 2011 to invest capital across the company lifecycle, from early stage startups to transformational public companies. Mr. Palihapitiya is a former Facebook executive.  Social Capital has been an early and active investor in companies that have demonstrated strong value creation in the public markets, such as Slack Technologies (“Slack”), a company that completed its direct listing in June 2019 and had a market capitalization of approximately $16.1 billion as of Oct. 5, 2020 and Box Inc. (“Box”), a company that completed its initial public offering in January 2015 and that had a market capitalization of approximately $2.7 billion as of Oct. 5, 2020.  Hedosophia, an investment firm founded in 2012, has deployed more than $1.5 billion of capital across its investment platforms as of June 30, 2020, and has offices in London, Los Angeles and Beijing. Hedosophia has a broad remit to invest globally, but has a particular focus on growth investments in Internet and technology companies in the United States, China and Europe. and government and regulatory matters. Hedosophia also benefits from the network that its co-founder and CEO Ian Osborne has established, including by virtue of the financial advisory firm, Connaught, which he founded in 2014.",BLANK CHECKS,0,2020,Contact Information,"317 University Ave, Suite 200 Palo Alto, CA 94301",(650) 521-9007,,Social Capital Hedosophia Holdings Corp. VI,Financial Information,$1300.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,IPOF.U,NYSE,100.0,$10.00 - $10.00,$1000.0 mil,Credit Suisse,,10/9/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"*(Note: This SPAC IPO is an offering of Class A ordinary shares – and NOT units. The typical SPAC IPO is a unit offering with the units usually consisting of a share of common stock and a warrant to buy a share or a fraction of a share. In the prospectus, Social Capital Suvretta Holdings Corp. I said that up to 5 percent of the Class A ordinary shares in this offering will be offered to retail investors through SoFi Securities, LLC, as an underwriter, via its online brokerage platform (the “SoFi platform”).) Social Capital Suvretta Holdings Corp. I is the first of four new biotech-focused blank-check companies, or special purpose acquisition companies (SPACs), created in 2021 by a partnership of Chamath Palihapitiya, the founder and current managing partner of Social Capital, and Kishan (a/k/a Kishen) Mehta, the portfolio manager of the Averill strategy at Suvretta. Mr. Palihapitiya is the chairman of the board of directors and the CEO of all four of the Social Capital Suvretta SPACs (I-IV) while Mr. Mehta is the president and a director of each of these four SPACs under the Social Capital Suvretta name. (Incorporated in the Cayman Islands) We intend to focus our search for a target business operating in the biotechnology industry and within the neurology subsector. (Note: Social Capital Suvretta Holdings Corp. I upsized its SPAC IPO at pricing on June 29, 2021, by pricing 22 million Class A common shares, up from 20 million in the prospectus, at $10 each to raise $220 million.)",BLANK CHECKS,0,2021,Contact Information,"2850 W. Horizon Ridge Parkway, Suite 200 Henderson, NV 89052",(650) 521-9007,,Social Capital Suvretta Holdings Corp. I,Financial Information,$276.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,DNAA,NASDAQ,22.0,$10.00 - $10.00,$220.0 mil,Morgan Stanley,SoFi Securities,6/30/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: This is a SPAC or blank-check IPO consisting of Class A ordinary shares – and NOT units. The typical SPAC or blank-check IPO is a unit offering of stock and warrants to buy stock. Up to 5 percent of the stock in this offering was made available to retail investors by underwriter SoFi Securities on its online trading platform, SoFi, the prospectus says.) This is the second biotech-focused blank-check company or SPAC created by the partnership of Chamath Palihapitiya, the founder and current Managing Partner of Social Capital, and Kishan (a/k/a Kishen) Mehta, the Portfolio Manager of the Averill strategy at Suvretta. Mr Palihapitiya is the chairman and the CEO of this SPAC, along with the other three SPACs under the Social Capital Suvretta name. Mr. Mehta is the president and a director of all four Social Capital Suvretta SPACs. (Incorporated in the Cayman Islands) We intend to focus our search for a target business operating in the biotechnology industry and within the oncology subsector. (Note: Social Capital Suvretta Holdings Corp. II upsized its SPAC IPO at pricing on June 29, 2021, to 22 million Class A ordinary shares, up from 20 million shares in the prospectus, at $10 each to raise $220 million.)",BLANK CHECKS,0,2021,Contact Information,"2850 W. Horizon Ridge Parkway, Suite 200 Henderson, NV 89052",(650) 521-9007,,Social Capital Suvretta Holdings Corp. II,Financial Information,$276.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,DNAB,NASDAQ,22.0,$10.00 - $10.00,$220.0 mil,Morgan Stanley,SoFi,6/30/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: This is a SPAC or blank-check IPO consisting of Class A ordinary shares – and NOT units. The typical SPAC or blank-check IPO is a unit offering of stock and warrants to buy stock. Up to 5 percent of the stock in this offering was made available to retail investors by underwriter SoFi Securities on its online trading platform, SoFi, the prospectus says.) This is the third biotech-focused blank-check company or SPAC created by the partnership of Chamath Palihapitiya, the founder and current Managing Partner of Social Capital, and Kishan (a/k/a Kishen) Mehta, the Portfolio Manager of the Averill strategy at Suvretta. Mr Palihapitiya is the chairman and the CEO of this SPAC, along with the other three SPACs under the Social Capital Suvretta name. Mr. Mehta is the president and a director of all four Social Capital Suvretta SPACs. (Incorporated in the Cayman Islands) We intend to focus our search for a target business operating in the biotechnology industry and within the “organ space” subsector. This subsector concentrates on developing therapies to treat non-oncology diseases of the major organs – the heart, the lungs, the liver, the kidneys and the pancreas, including diabetes. (Note: Social Capital Suvretta Holdings Corp. III upsized its SPAC IPO at pricing on June 29, 2021, to 22 million Class A ordinary shares, up from 20 million shares in the prospectus, at $10 each to raise $220 million.)",BLANK CHECKS,0,2021,Contact Information,"2850 W. Horizon Ridge Parkway, Suite 200 Henderson, NV 89052",(650) 521-9007,,Social Capital Suvretta Holdings Corp. III,Financial Information,$276.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,DNAC,NASDAQ,22.0,$10.00 - $10.00,$220.0 mil,Morgan Stanley,SoFi Securities,6/30/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: This is a SPAC or blank-check IPO consisting of Class A ordinary shares – and NOT units. The typical SPAC or blank-check IPO is a unit offering of stock and warrants to buy stock. Up to 5 percent of the stock in this offering was made available to retail investors by underwriter SoFi Securities on its online trading platform, SoFi, the prospectus says.) This is the fourth new biotech-focused blank-check company or SPAC created by the partnership of Chamath Palihapitiya, the founder and current Managing Partner of Social Capital, and Kishan (a/k/a Kishen) Mehta, the Portfolio Manager of the Averill strategy at Suvretta. Mr Palihapitiya is the chairman and the CEO of this SPAC, along with the other three SPACs under the Social Capital Suvretta name. Mr. Mehta is the president and a director of all four Social Capital Suvretta SPACs. (Incorporated in the Cayman Islands) We intend to focus our search for a target business operating in the biotechnology industry and within the immunology subsector. (Note: Social Capital Suvretta Holdings Corp. IV upsized its SPAC IPO on June 29, 2021, at pricing to 22 million Class A ordinary shares, up from 20 million shares in the prospectus, at $10 each to raise $220 million.)",BLANK CHECKS,0,2021,Contact Information,"2850 W. Horizon Ridge Parkway, Suite 200 Henderson, NV 89052",(650) 521-9007,,Social Capital Suvretta Holdings Corp. IV,Financial Information,$276.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,DNAD,NASDAQ,22.0,$10.00 - $10.00,$220.0 mil,Morgan Stanley,SoFi Securities,6/30/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our goal is to identify and invest in innovative and mission-driven companies in the financial technology (“FinTech”), enterprise software or consumer technology sectors with an enterprise value of above $1 billion. Our CEO is Howard Lindzon, the co-founder of StockTwits, a social media platform with over 4 million registered users where investors and traders share investment ideas. He served as its CEO from 2008, the year that StockTwits was founded, to 2013. As a founding partner of Social Leverage, Howard Lindzon has made numerous early-stage investments in the fintech sector, including investments in Robinhood, Rally Road, eToro and Alpaca. He has invested in over 125 companies and has collaborated and built deep relationships with hundreds of co-investors and entrepreneurs. Prior to founding Social Leverage in 2009, his early-stage investment exits included sales to Comcast, Google, Pandora, Salesforce, Twitter and several other public listings. He is a public figure with over 265,000 Twitter followers, 220,000 StockTwits followers and 8,000 e-mail subscribers as of Dec. 31, 2020, a daily blog and a weekly podcast. He graduated with a Master of Business Administration degree from Arizona State University and a Master of Arts degree in International Management from the Thunderbird School of Global Management. (Note: Social Leverage Acquisition Corp. I priced its SPAC IPO on Feb. 11, 2021, according to the terms in its prospectus: 30 million units at $10 each to raise $300 million.)",BLANK CHECKS,0,2020,Contact Information,"8390 E. Via de Ventura, Suite F110-207 Scottsdale, Arizona 85258",302-492-7522,,Social Leverage Acquisition Corp I,Financial Information,$375.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,SLAC.U,NYSE,30.0,$10.00 - $10.00,$300.0 mil,Barclays/BofA Securities,-,2/12/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our mission statement is: Loyalty and Data…that’s what we do. We are an acquisitions-focused, e-commerce holding company. Since 2018, we developed our unique SoPa branded platform and acquired our #HOTTAB and Leflair ecosystems to facilitate e-commerce transactions between our consumers and our merchants in Southeast Asia (“SEA”) (including Vietnam, Philippines, Indonesia, Singapore, Malaysia, Thailand, Cambodia, Laos, Myanmar and Brunei) and South Asia (including India, Bangladesh, Sri Lanka, the Maldives, Nepal, Bhutan and Pakistan). Our marketing platform empowers small and medium enterprises (“SMEs”) to benefit from e-commerce opportunities in developing and frontier markets across SEA and South Asia, driving job creation and economic growth in two of the world’s most dynamic regions. We intend to continue to opportunistically acquire regional e-commerce companies and applications to drive revenues and increase the number of registered consumers and merchants in our SoPa ecosystem. As more merchants and consumers in SEA and South Asia register on our Society Pass platform, more transaction data is generated. With more data generation, there are more opportunities for creating loyalty from consumers to merchants. (Note: Society Pass, Inc., priced its IPO on Nov. 8, 2021, at $9 – the mid-point of its $8-to-$10 price range – on 2.89 million shares, the same number of shares in the prospectus, to raise $26.01 million.)",Technology,,2018,Contact Information,"701 S. Carson Street, Suite 200 Carson City, NV 89701",+65 6518-9382,http://www.thesocietypass.com/,Society Pass Inc.,Financial Information,$170.55mil,$ mil (last 12 months),$ mil (last 12 months),IPO Profile,SOPA,NASDAQ,2.9,$9.00 - $9.00,$26.0 mil,Maxim Group LLC,-,11/9/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"While we may pursue an initial business combination target in any stage of its corporate evolution or in any industry or sector, we intend to focus our search on software companies, especially those targeting enterprise vertical sectors owned by private equity and venture capital firms as well as corporate carve-outs.",BLANK CHECKS,0,2019,Contact Information,"1980 Festival Plaza Drive, Ste. 300, Las Vegas, Nevada 89135, US",310-991-4982,,Software Acquisition Group,Financial Information,$162.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,SAQNU,NASDAQ,13.0,$10.00 - $10.00,$130.0 mil,B. Riley FBR,-,11/20/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We have not selected any specific business combination target and we have not, nor has anyone on our behalf, initiated any substantive discussions, directly or indirectly, with any business combination target. While we may pursue an initial business combination target in any stage of its corporate evolution or in any industry or sector, we intend to focus our search on software companies, especially those targeting enterprise vertical sectors owned by private equity and venture capital firms as well as corporate carve-outs.",BLANK CHECKS,0,2020,Contact Information,"1980 Festival Plaza Drive, Ste. 300, Las Vegas, NV 89135, US",310-991-4982,,Software Acquisition Group Inc. II,Financial Information,$187.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,SAIIU,NASDAQ,15.0,$10.00 - $10.00,$150.0 mil,B. Riley FBR,-,9/15/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search on software companies, especially those targeting enterprise vertical sectors owned by private equity and venture capital firms as well as corporate carve-outs. Our management team has had significant success sourcing, acquiring, growing and monetizing these types of companies. We believe this experience makes us well suited to identify, source, negotiate and execute an initial business combination with the ultimate goal of pursuing attractive risk-adjusted returns for our shareholders. (Note: Software Acquisition Group III priced its SPAC IPO on July 28, 2021, in line with the terms in its prospectus: 20 million units at $10 each to raise $200 million.)",BLANK CHECKS,0,2021,Contact Information,"1980 Festival Plaza Drive, Ste. 300 Las Vegas, Nevada 89135",(310) 991-4982,,Software Acquisition Group Inc. III,Financial Information,$250.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,SWAGU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Jefferies,-,7/29/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,We are an integrated solar and renewable energy company. A solar energy system retains the direct current (DC) electricity from the sun and converts it to alternating current (AC) electricity that can be used to power residential homes and commercial businesses. The solar business is based on the ability of the users of solar energy systems to save on energy costs and reduce their carbon imprint as compared with power purchased from the local electricity utility company.,"BUILDING MATERIALS, HARDWARE, GARDEN SUPPLY",144,2008,Contact Information,"3080 12th Street Riverside, CA 92507, US",(951) 300-0788,http://www.solarmaxtech.com,SolarMax Technology,Financial Information,$286.8mil,$56.7 mil (last 12 months),$-10.9 mil (last 12 months),IPO Profile,SMXT,NASDAQ,4.0,$4.00 - $4.00,$16.0 mil,ViewTrade Securities,-,,Withdrawn,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Solo Brands is a large rapidly growing DTC (Direct-to-Consumer) platform that operates four premium outdoor lifestyle brands—Solo Stove, Oru Kayak (“Oru”), ISLE Paddle Boards (“ISLE”), and Chubbies apparel. Our brands develop innovative products and market them directly to customers primarily through e-commerce channels. Our platform is led by our largest brand, Solo Stove, which was founded in 2011 by two brothers seeking to bring family together in the outdoors. Our founders combined their passion for e-commerce with their love of the outdoors to create a digitally native platform to market the revolutionary Solo Stove Lite (“Lite”), an ultralight portable backpacking camp stove that can boil water in under 10 minutes using just twigs, sticks, and leaves. Solo Stove followed the success of the Lite with the launch of its iconic stainless steel virtually smokeless fire pits in 2016. We pioneered a new product category – the smokeless fire pit – that has helped foster a loyal community of enthusiasts and furthers our efforts to bring people together. Since we launched our fire pit product, Solo Stove has grown at a compounded annual growth rate of 132% from 2016 through the 12-month period ended June 30, 2021. In 2021, we changed our name from Solo Stove to Solo Brands after acquiring three brands – Oru Kayak, ISLE Paddle Boards and Chubbies apparel. (Note: Solo Brands priced its IPO on Oct. 27, 2021, at $17 – the top of its $15-to-$17 range – on 12.9 million shares, the same number of shares in the prospectus, to raise $","Sporting & Athletic Goods, NEC",251,2011,Contact Information,"1070 S. Kimball Ave. Suite 121 Southlake, TX 76092",(817) 900-2664,http://www.solostove.com/,"Solo Brands, Inc.",Financial Information,$1479.94mil,$297.83 mil (last 12 months),$-30.65 mil (last 12 months),IPO Profile,DTC,NYSE,12.9,$17.00 - $17.00,$193.5 mil,BofA Securities/ J.P. Morgan/ Jefferies/ Citigroup/ Credit Suisse/ Piper Sandler/ William Blair,Fifth Third Securities/ Academy Securities/ C.L. King & Associates,10/28/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: This is an initial public offering of common shares of Solta Medical Corporation. All of our common shares are currently held by Bausch Health Companies Inc. (“BHC”). BHC is selling all of the common shares offered hereby. We are not selling any of the common shares in this offering and will not receive any proceeds from the sale of the common shares. After the IPO, BHC will continue to own a majority of the voting power of our common shares and we will be a “controlled company.”) We believe we are a leading global aesthetic medical device company focused on the development, manufacture and sale of innovative technologies that provide aesthetic and therapeutic benefits. Since the launch of our first commercial Thermage® product in 2002, we have pioneered products that have advanced the field of aesthetic medical devices, including building a portfolio of over 200 patents worldwide. With one of the longest track records in the aesthetic medical device industry, our category-leading brands – Thermage®, Clear + Brilliant®, Fraxel® and VASER® – are well-respected and well-known to consumers of skin and body aesthetic treatments. Our portfolio of clinically proven energy-based aesthetic medical devices addresses a range of fast-growing treatment categories, including skin tightening, skin resurfacing, and body contouring, and the majority of our revenue from these technologies is derived from non- and minimally-invasive procedures. We offer our global customer base of dermatologists, plastic surgeons, aesthetic physicians and medical spa practitioners a compelling value proposition and return on investment to build and grow their respective practices. Our focus on developing cutting-edge technologies to better meet the needs of consumers coupled with the compelling value we offer to our customer partners has allowed us to build a significant global footprint, with an installed base of more than 13,800 systems and presence in approximately 50 countries as of Dec. 31, 2020.",Electromedical & Electrotherapeutic Apparatus,200,1996,Contact Information,"520 Applewood Crescent Vaughan, Ontario, Canada L4K 5X3",(905) 695-7700,http://www.solta.com/,Solta Medical Corp.,Financial Information,,$305.8 mil (last 12 months),$103.6 mil (last 12 months),IPO Profile,SLTA,NASDAQ,0.0,$0.00 - $0.00,$0.0 mil,Goldman Sachs/ Morgan Stanley/ Citigroup/ Guggenheim Securities,Barclays/ Evercore ISI,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a commercial-stage medical technology company focused on saving teeth from tooth decay, the most prevalent chronic disease globally. We have developed the GentleWave System, an innovative technology platform designed to treat tooth decay by cleaning and disinfecting the microscopic spaces within teeth without the need to remove tooth structure. Our initial focus is on leveraging the GentleWave System, the first and only FDA-cleared system for root canal therapy, or RCT, that employs a sterilized, single-use procedure instrument, to transform RCT by addressing the limitations of conventional methods. The system uses our proprietary mechanism of action, which combines procedure fluid optimization, broad-spectrum acoustic energy and advanced fluid dynamics, to debride and disinfect deep regions of the complex root canal system in a less invasive procedure that preserves tooth structure. The clinical benefits of our GentleWave System when compared to conventional RCT methods include improved clinical outcomes, such as superior cleaning that is independent of root canal complexity and tooth anatomy, high and rapid rates of healing and minimal to no post-operative pain. The GentleWave System can also improve the workflow and economics of dental practices.  We began scaling commercialization of our current technology in 2017. We are focused on establishing the GentleWave Procedure as the standard of care for RCT. As of June 30, 2021, we had an installed base of over 700 GentleWave Systems, and we have treated more than 600,000 patients. (Note: Sonendo, Inc. priced its IPO on Oct. 28, 2021, at $12 – $3 below the bottom of its $15-to-$17 price range – on 7.8 million shares, the same number of shares in the prospectus, to raise $93.6 million.)",Surgical & Medical Instruments - Dental Surgery,,2006,Contact Information,"26061 Merit Circle, Suite 102 Laguna Hills, CA 92653",(949) 766-3636,http://www.sonendo.com/,"Sonendo, Inc.",Financial Information,$420.48mil,$30.3 mil (last 12 months),$-45.3 mil (last 12 months),IPO Profile,SONX,NYSE,7.8,$12.00 - $12.00,$93.6 mil,BofA Securities/ Goldman Sachs/ Piper Sandler/ Stifel,-,10/29/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a leading U.S. provider of ultra-rugged mobile phones and accessories designed specifically for task workers physically engaged in their work environments, often in mission-critical roles. We currently sell our ruggedized mobile phones and accessories to three of the four largest wireless carriers in the United States—AT&T, Sprint and Verizon—as well as the three largest wireless carriers in Canada—Bell, Rogers and Telus Mobility. Our phones and accessories connect workers with voice, data and workflow applications in two end markets: industrial enterprise and public sector.",TELEPHONE & TELEGRAPH APPARATUS,321,1999,Contact Information,"1875 South Grant Street, Suite 750, San Mateo, CA 94402, US",(650) 378-8100,http://www.sonimtech.com,Sonim Technologies,Financial Information,$214.6mil,$135.7 mil (last 12 months),$-8.9 mil (last 12 months),IPO Profile,SONM,NASDAQ,3.6,$11.00 - $11.00,$39.3 mil,Oppenheimer/ Lake Street,National Securities Corporation,5/10/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We envision a world without burning fossil fuels. Our mission is: “Solar on Every Vehicle.” Our business was founded on a shared passion for finding a solution to climate-friendly, innovative and yet affordable mobility. The goal was to develop a solar powered, family-sized car for the mass market. To realize this goal, our founders assembled an experienced team of engineers, designers, technicians, and industry experts who spent years developing solar technology suited for mobility applications. We developed and tested several prototypes to advance and refine our technology and enlisted driver feedback to create a design that would be simultaneously functional, convenient to operate, environmentally sustainable, and affordable. (Incorporated in The Netherlands)  From this process, the Sion and our proprietary solar technology were born. The Sion is a solar electric vehicle, designed with a view to be accessible to everyday consumers and to be shared. Our technology allows us to integrate solar panels into the Sion’s bodywork to capture energy from the sun and store it in the Sion’s on-board battery. We believe the Sion unlocks the potential of solar energy in a car and advances our goal of providing a net-zero-emission vehicle solution for the mass market. We seek to license and sell our proprietary solar technology to a wide array of customers such as manufacturers of buses, trucks, camper vans, trains and even boats, in order to accelerate the transition towards sustainable transport and in order to have a second independent revenue stream. (Note: Sono Group N.V. priced its IPO on Nov. 16, 2021, at $15 – the mid-point of its $14-to-$16 price range – and priced 10 million shares, the same number of shares in the prospectus, to raise $150 million.)",Motor Vehicles & Passenger Car Bodies,231,2016,Contact Information,"Waldmeisterstraße 76 80935 Munich, Germany",+49 (0)89 4520 5818,http://www.sonomotors.com/,SONO GROUP N.V.,Financial Information,$1036.2mil,$0 mil (last 12 months),$-82.24 mil (last 12 months),IPO Profile,SEV,NASDAQ,10.0,$15.00 - $15.00,$150.0 mil,Berenberg/ Craig-Hallum,-,11/17/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"SOPHiA GENETICS was founded to generate clinically actionable insights from data to improve patient outcomes. Our mission is to provide equal access to knowledge and capabilities by democratizing data-driven medicine. We observed that across the healthcare ecosystem, a vast amount of digital healthcare data was being generated, fueled by technologies such as NGS (next-generation sequencing), and which held promise to accelerate the understanding of biology and disease. However, this data has been generated primarily using non-standardized methods and by clinicians and researchers across many healthcare institutions. As a result, the data remained siloed and complex and was not fully leveraged for the benefit of patients. We built a cloud-based software-as-a-service (“SaaS”) platform capable of analyzing data and generating insights from complex multimodal data sets and different diagnostic modalities. Our platform standardizes, computes and analyzes digital health data and is used across decentralized locations to break down data silos. This enables healthcare institutions to share knowledge and experiences and to build a collective intelligence. We envision a future in which all clinical diagnostic test data is channeled through a decentralized analytics platform that will provide insights powered by large real-world data sets and AI. (Note: Sophia Genetics priced its IPO on July 22, 2021, at $18 – the mid-point of its $17-to-$19 range – on 13 million shares, the same number of shares in the prospectus, to raise $234 million.) (Note: On its first day of trading on July 23, 2021, Sophia Genetics’ stock opened at $18.45, hit an intraday high of $18.74, and closed at $16.76.)",BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),462,2011,Contact Information,Rue du Centre 172 CH-1025 Saint-Sulpice Switzerland,+ 41 21 694 10 60,http://www.sophiagenetics.com,SOPHiA GENETICS SA,Financial Information,$886.1mil,$29.9 mil (last 12 months),$-41.5 mil (last 12 months),IPO Profile,SOPH,NASDAQ,13.0,$18.00 - $18.00,$234.0 mil,J.P. Morgan/ Morgan Stanley/ Cowen/ Credit Suisse,-,7/23/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: This IPO is a unit offering. From the prospectus: “We have applied to list our common stock and Warrants on the Nasdaq Capital Market (“NASDAQ”) under the symbols “SOSH” and “SOSHW”.”) SOS Hydration, Inc. was founded by a veteran, a physician and a former professional track athlete, who were driven by their desire for a hydration product that could absorb quickly and had less sugar than the products that were available to them. SOS is an electrolyte replacement drink in the hydration drink category that provides products with less sugar than in traditional sports drinks such as Gatorade. Our products include SOS Hydration liquids and powders, as well as our PAW Patrol kids’ brand. (Incorporated in Nevada)  SOS specializes in providing electrolyte-enhanced products to consumers and organizations worldwide. The founders used the base line formula that the World Health Organization (the “WHO”) developed, called an oral rehydration solution, but lowered the sugar, added electrolytes that are balanced for active lifestyles (e.g., chloride is the second most electrolyte lost in perspiration) and then added minerals zinc and magnesium. The product, with its low sugar but high electrolyte concentration, activates the sodium glucose cotransport system, which is the body’s mechanism for transporting water and electrolytes into its cells. SOS began in retail with a six-store test in Kroger. Consumers can purchase our products through e-commerce channels, including the company’s own websites, and at approximately 12,000 brick-and-mortar retail stores, including Walmart, CVS, Kroger (and its subsidiaries), Whole Foods and other retail locations. **Note: For the year ended Dec. 31, 2021, our revenue was $3.72 million, and our net loss was $7.09 million.",Beverages,17,2013,Contact Information,"4822 Sterling Drive Boulder, CO 80301",(303) 834-9170,http://www.soshydration.com/,"SOS Hydration, Inc.",Financial Information,$38.67mil,$ mil (last 12 months),$ mil (last 12 months),IPO Profile,SOSH,NASDAQ,1.4,$4.50 - $6.50,$7.5 mil,Maxim Group LLC,,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a leading global provider of mission-critical sterilization and lab testing and advisory services to the medical device and pharmaceutical industries. We are driven by our mission: Safeguarding Global Health®. We provide end-to-end sterilization as well as microbiological and analytical lab testing and advisory services to help ensure that medical, pharmaceutical and food products are safe for healthcare practitioners, patients and consumers in the United States and around the world. Our customers include more than 40 of the top 50 medical device companies and eight of the top 10 global pharmaceutical companies (based on revenue).",Services - Health,2900,1966,Contact Information,"9100 South Hills Blvd, Suite 300 Broadview Heights, Ohio 44147",(440) 262-1410,http://www.soterahealth.com/,Sotera Health Company,Financial Information,$5962.6mil,$794.8 mil (last 12 months),$-7.2 mil (last 12 months),IPO Profile,SHC,NASDAQ,46.6,$23.00 - $23.00,$1017.2 mil,J.P. Morgan/ Credit Suisse/ Goldman Sachs/ Jefferies/ Barclays/ Citigroup/ RBC Capital Markets,BNP Paribas/ Keybanc Capital Markets/ Citizens Capital Markets/ ING,11/20/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
