General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change,Day
General Information,"We expect to focus on identifying potential target companies in the aerospace and aviation services sectors with above-industry-average growth, substantial free cash flow generation, and a defensible market position with an enterprise value of $500 million to $1 billion where our management team’s operational, strategic or managerial expertise can assist in maximizing value. David N. Siegel will serve as our chairman of our board of directors. Mr. Siegel has 30 years of experience in the aerospace and aviation industries. He currently serves as executive chairman of Sun Country Airlines, an ultra-low-cost carrier (“ULCC”), which he joined in April 2018, and as chairman of Volotea, a Spanish low-cost airline, which he joined in April 2018. Paul W. Hobby will serve as CEO and director. He is a founding partner at Genesis Park LP, a Houston-based private equity firm specializing in growth businesses, distressed situations and public company carveouts. Mr. Hobby maintains extensive relationships with industry-leading aviation executives, private equity firms, family offices and privately owned businesses across the aerospace and aviation sectors. (Note: The size of this SPAC IPO was trimmed to 15 million units at $10 each, down from 20 million units at $10 apiece, in an SEC filing dated Nov. 17, 2020.)",BLANK CHECKS,0,2020,Contact Information,"2000 Edwards Street, Suite B Houston, TX 77007",(713) 489-4650,,Genesis Park Acquisition Corp.,Financial Information,$187.50mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GNPK.U,NYSE,15.0,$10.00 - $10.00,$150.0 mil,Jefferies,-,11/24/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search on the intersection of the healthcare and technology industries, specifically within the biotechnology and pharmaceutical sectors. We intend to capitalize on the ability of our management team to identify promising opportunities at the intersection of the healthcare and technology industries, specifically within the biotechnology and pharmaceutical sectors. Our objective is to focus on middle market and emerging growth businesses operating with a total enterprise value from $200 million to $1 billion, which companies may be located throughout the world except for an entity or business with its principal or a majority of its business operations (either directly or through any subsidiaries) in the People’s Republic of China, (including Hong Kong and Macau. (Incorporated in Delaware) Although our sponsor, Genesis Unicorn Capital, and certain members of our Board of Directors and management have significant business ties to or are based in the People’s Republic of China or Hong Kong, we have determined that because of uncertainties in the regulatory climate in these jurisdictions, and the potential for future governmental actions which might unfavorably impede future operations, we will not consider or undertake a business combination with an entity or business with its principal or a majority of its business operations (either directly or through any subsidiaries) in the People’s Republic of China (including Hong Kong and Macau). Our principal office is located in the United States. Our CEO is a United States citizen and located in the United States. Our sponsor is a Delaware limited liability company. Additionally, the two Co-Chairs of our Board of Directors are not residents of or located in China, Hong Kong or Macau. Dr. Adeoye (Oye) Olukotun, our Chief Executive Officer, has over 35 years in the pharmaceutical industry. He is a Mayo Clinic trained cardiologist who currently serves as the Chief Executive Officer of CR Strategies, LLC, a position he has held since April 2000. He previously served as the Chief Executive Officer and President of Epigen Pharmaceuticals, Inc. from June 2014 to March 2017, and Vice Chairman of CardioVax, Inc., from January 2013 to April 2016. Dr. Olukotun served as the Chief Medical Officer of VIA Pharmaceuticals Inc. from 2004 to 2008. He spent the first 20 years of his career in roles of increasing responsibility in clinical development at Pfizer, Bristol-Myers Squibb, and Mallinckrodt. He has over 35 years of experience in the pharmaceutical industry and has been instrumental in the approval and success of numerous cardiology and metabolic medicines, including the first daily beta blocker and the first approved ACE inhibitor, among others. (Note: Genesis Unicorn Capital Corp. priced its SPAC IPO on Feb. 14, 2022, in line with the terms in its prospectus: 7.5 million units at $10 each to raise $75 million.)",BLANK CHECK,0,2021,Contact Information,"281 Witherspoon Street, Suite 120 Princeton, NJ, 08540",(609) 466-0792,,Genesis Unicorn Capital Corp.,Financial Information,$78.83mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GENQU,NASDAQ,7.5,$10.00 - $10.00,$75.0 mil,EF Hutton,-,2/15/2022,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a leading and fast-growing precision oncology company in China that specializes in cancer molecular profiling and harnesses advanced technologies in molecular biology and data science to transform cancer treatment. We have developed a comprehensive product and service portfolio that cover the full-cycle of cancer care from early screening, to diagnosis and treatment recommendations, to continuous monitoring and continuous care.",MEDICAL LABORATORIES,697,2015,Contact Information,"1-2/F, Building 11, Zone 1, No.8 Life Science Parkway Changping District, Beijing, People’s Republic of China",+86 10 5090-7500,http://www.genetronhealth.com,Genetron Holdings,Financial Information,$1104.5mil,$47.1 mil (last 12 months),$-92.7 mil (last 12 months),IPO Profile,GTH,NASDAQ,16.0,$16.00 - $16.00,$256.0 mil,Credit Suisse/ CICC,BTIG/ Canaccord Genuity,6/19/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We believe that we are a world leading entrepreneur Edtech and education group. Our mission is to disrupt the current education model with a student-centered, lifelong learning curriculum that prepares students with the leadership, entrepreneurial and life skills to succeed in today’s market. To help achieve our mission, we are growing from a Pre-IPO Group of four companies to a post-IPO Group of eight companies, with four IPO Acquisitions anticipated to close on the same date as our IPO. Our Pre-IPO Group includes our holding company, Genius Group Ltd, our Edtech platform, GeniusU Ltd, and two companies that were acquired: Entrepreneurs Institute in 2019 and Entrepreneur Resorts in 2020. As of June 30, 2021, the Pre-IPO Group had 1.9 million students, with 1.87 million free students and 35,600 paying students, together with 9,900 partners. The entrepreneur education system of our Pre-IPO Group has been delivered virtually and in-person, in multiple languages, locally and globally mainly via our GeniusU Edtech platform to adults seeking to grow their entrepreneur and leadership skills. Our partners and community are global with an average of 7,500 new students joining our GeniusU platform each week in 2021. Our City Leaders have been conducting our events (physically or virtually) in over 100 cities and over 2,500+ faculty members have been operating their micro-schools using our online tools. We are now seeking to expand our education system to age groups beyond our adult audience, to children and young adults. The four IPO Acquisitions that are included in this prospectus are our first step towards this. They include: Education Angels, which provides early learning in New Zealand for children from 0-5 years old; E-Square, which provides primary and secondary school education in South Africa; University of Antelope Valley, which provides vocational certifications and university degrees in California, USA; and Property Investors Network, which provides property investment courses and events in England, UK. Our plan is to combine their education programs with our current education programs and Edtech platform as part of one lifelong learning system. (Note: Genius Group’s recently downsized IPO was expected to price on Wednesday night, March 30, but on Thursday morning, there was no announcement or filing to indicate that the pricing took place. Genius Group Limited slashed the size of its IPO to 3.27 million shares, down from 7.27 million shares, and kept the price range at $5-to-$6 – to raise $17.99 million – representing a cut of 55 percent from its previously planned IPO proceeds of $39.99 million, according to its F-1/A filing dated March 24, 2022. Genius Group also changed its sole book-runner to Boustead Securities, LLC, from ThinkEquity, according to its March 24, 2022, F-1/A filing.)",Education Services,250,2015,Contact Information,"8 Amoy Street, #01-01 Singapore 049950",+65 8940 1200,http://www.geniusgroup.net/,Genius Group Limited,Financial Information,$118.36mil,$9.44 mil (last 12 months),$-2.31 mil (last 12 months),IPO Profile,GNS,NYSE - American,3.3,$5.00 - $6.00,$18.0 mil,"Boustead Securities, LLC",-,3/31/2022,,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Thursday
General Information,"We believe we are the market’s leading Insight Network, bringing decision makers the expert insight needed to get ahead in a rigorously vetted trusted environment. Our network of experts has been built and curated over the last two decades and offers immense breadth and depth of insight across almost every geography, industry and function. This powerful network allows us to connect our client users with highly targeted insights, in real time, that match their decision-making journey. Our platform, powered by proprietary data and technology, allows us to create these highly targeted connections, creating a powerful flywheel that improves Network Member engagement and connectivity, delivers differentiated client experiences (precision, volume and speed) and creates operational efficiencies. As of June 30, 2021, more than 2,700 clients subscribed to GLG and many of those businesses have done so for over a decade. Within those businesses, we have over 60,000 unique Client users that we have been able to grow by 11% CAGR from 2015 to June 30, 2021. Our customer base is large, loyal and diversified, including blue-chip companies and leading professional organizations such as the top banks, consulting firms, private equity funds, tech companies, law firms, and over 40% of the Fortune 100 with companies in nearly every sector. For the last 23 years, GLG has been embedded in the critical research and decision-making workflows of our clients. We believe we are the market-leading Insight Network because we offer our clients timely access to the right insight enabled by our data and technology powered platform. The GLG platform powers precision, speed and volume in matching users with the right Network Member, a broad suite of services that map insights to their decision-making journey, high levels of trust and robust compliance, and the ability to anticipate demand and guide the user discovery process. We are able to offer this level of differentiation by leveraging our distinctive assets: our data and technology powered platform that organizes our data from our Network Members and rapidly surfaces the right Network Member for the right query, our deep and broad proprietary expertise database through which we capture, codify and structure information from our approximately 1,000,000 profiled Network Members; a suite of offerings that we believe to be the broadest in the industry (backed up by deep operating and methodological capability); and our Client Solutions teams who are aligned to Client users and empowered by our proprietary data and workflow tools. We deliver these offerings through our platform which combines our unique proprietary data with technology, tools and applications, and over 1,000 Client Solutions and Business Development team members. Our data and technology powered platform is designed to drive a flywheel that creates high precision, speed and volume in direct interactions with Network Members facilitated by our platform as well as a data exhaust that further feeds our platform, creating the ability to anticipate demand and guide the user discovery process with more specificity. Our platform is enhanced and supported by a broad suite of offerings that map insight provision to our clients’ decision-making journeys at high levels of trust and compliance.",Online consulting network for businesses,2300,1998,Contact Information,"60 East 42nd Street New York, New York 10165",(212) 984-8500,,Gerson Lehrman Group,Financial Information,,$628.0 mil (last 12 months),$-0.75 mil (last 12 months),IPO Profile,GLGX,NASDAQ,0.0,$0.00 - $0.00,$100.0 mil,Morgan Stanley/ BofA Securities/ Barclays/ Jefferies/ Baird/ William Blair,-,,Withdrawn,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: Gesher I Acquisition Corp. priced its SPAC IPO on Tuesday morning, Oct. 8, 2021, in line with the terms in its prospectus: 10 million units at $10 each to raise $100 million. The SPAC will start trading on Oct. 8th on the NASDAQ.) We intend to initially focus on target businesses located in Israel, particularly those that conduct business internationally in Asia, Europe or North America. (Incorporated in the Cayman Islands)",BLANK CHECKS,0,2021,Contact Information,"Hagag Towers North Tower, Floor 24 Haarba 28 Tel Aviv, Israel",(212) 993-1560,,GESHER I ACQUISITION CORP.,Financial Information,$127.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GIACU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,EarlyBirdCapital,-,10/12/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"GFL is the fourth largest diversified environmental services company in North America with a demonstrated ability to grow revenue in excess of our publicly-traded environmental services peers. We have an extensive geographic footprint, operating throughout Canada and in 23 states in the United States. Our diversified business model and competitive positioning in the stable environmental services industry have allowed us to maintain strong revenue growth across macroeconomic cycles. Our diversified offerings include non-hazardous solid waste management, infrastructure & soil remediation and liquid waste management services. Our solid waste management business line includes the collection, transportation, transfer, recycling and disposal of non-hazardous solid waste for municipal, residential, and commercial and industrial customers. Our infrastructure & soil remediation business line provides remediation of contaminated soils as well as complementary services, including civil, demolition, excavation and shoring services. In our liquid waste management business line, we collect, transport, process, recycle and/or dispose of a wide range of liquid wastes from commercial and industrial customers.",REFUSE SYSTEMS,11500,2007,Contact Information,"100 New Park Place Suite 500, Vaughan, ON, L4K 0H9, Canada",(905) 326-0101,http://www.gflenv.com,GFL Environmental Holdings,Financial Information,$6202.0mil,$3346.9 mil (last 12 months),$-451.6 mil (last 12 months),IPO Profile,GFL,NYSE,75.0,$19.00 - $19.00,$1425.0 mil,JPMorgan/ BMO Capital Markets/ Goldman Sachs/ RBC Capital Markets/ Scotiabank,Barclays/ BC Partners/ Raymond James/ Stife/ TD Securities/ BofA Securities/ CIBC Capital Markets/ HSBC/ National Bank Financial,3/3/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a clinical-stage biopharmaceutical company dedicated to transforming the treatment of psychiatric and neurological disorders. Our initial focus is on developing our novel and proprietary 5-Methoxy-N,N-Dimethyltryptamine, or 5-MeO-DMT, therapies for the treatment of patients with Treatment-Resistant Depression, or TRD. Our portfolio currently includes GH001, our proprietary inhalable 5-MeO-DMT product candidate which is delivered via a vaporization device produced by a third party, and GH002, our proprietary injectable 5-MeO-DMT product candidate. We have completed a Phase 1 healthy volunteer clinical trial, in which administration of GH001 via inhalation was observed to be well tolerated at the investigated single dose levels and in an individualized dosing regimen with intra-subject dose escalation within a single day. GH001 is currently being investigated in the Phase 2 part of an ongoing Phase 1/2 clinical trial in patients with TRD. Based on observed clinical activity, we believe that administration of a single dose of GH001 has the potential to induce ultra-rapid remissions as measured by the Montgomery–Åsberg Depression Rating Scale, or MADRS, in certain patients. (Note: GH Research PLC upsized its IPO at pricing on June 24, 2021,to 10 million shares – up from 8.33 million shares in the prospectus – at $16 – the top of its $14-to-$16 price range – to raise $160 million.)",PHARMACEUTICAL PREPARATIONS,8,2018,Contact Information,"28 Baggot Street Lower, Dublin 2, D02 NX43, Ireland",+ 353 1 437 8443,http://www.ghres.com,GH Research PLC,Financial Information,$732.8mil,$0 mil (last 12 months),$-1.6 mil (last 12 months),IPO Profile,GHRS,NASDAQ,10.0,$16.00 - $16.00,$160.0 mil,Cowen/ Stifel,Canaccord Genuity/ JMP Securities,6/25/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We will primarily seek to acquire one or more growth businesses with a total enterprise value of between $300 million and $600 million. (Giant Oak Acquisition Corp. is a blank check company incorporated in the British Virgin Islands.) We believe that there are a substantial number of potential target businesses within this valuation range that can benefit from new capital for scalable operations to yield significant revenue and earnings growth. We currently do not intend to acquire either a start-up company (a company that has not yet established commercial operations) or a company with negative cash flow. Our sponsor, Yolanda Management Corp., and certain members of our Board of Directors and management have significant business ties to or are based in the People’s Republic of China and Hong Kong. We may consider a business combination with an entity or business with a physical presence or other significant ties to the People’s Republic of China or Hong Kong. which may subject the post business combination business to the laws, regulations and policies of the People’s Republic of China (PRC or China). **See “Risk Factors” beginning at page 29 of the prospectus and specifically at page 57 under the sub-heading “Risks Related to Acquiring or Operating Businesses in the PRC.”",BLANK CHECK,0,2018,Contact Information,"1177 Avenue of the Americas 5th Floor New York, New York 10036",(646) 452-7220,,Giant Oak Acquisition Corp.,Financial Information,$128.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GOSCU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,Ladenburg Thalmann,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Although we may pursue our initial business combination in any business, industry or geographic location, we currently intend to focus on opportunities to capitalize on the ability of our management team, particularly our executive officers, to identify, acquire and operate a business in the technology, media and telecommunications (“TMT”) industry.",BLANK CHECKS,2,2019,Contact Information,"2479 E. Bayshore Rd., Suite 200, Palo Alto, CA 94303, US",(650) 276-7040,,GigCapital2,Financial Information,$193.4mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GIX.U,NYSE,15.0,$10.00 - $10.00,$150.0 mil,EarlyBirdCapital/ Northland Capital Markets,Odeon Capital Group,6/6/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a newly organized Private-to-Public Equity (PPE) company, also known as a blank check company or special purpose acquisition company, incorporated in Delaware and formed for the purpose of effecting a merger, share exchange, asset acquisition, stock purchase, recapitalization, reorganization or other similar business combination with one or more businesses, which we refer to throughout this prospectus as our initial business combination. Our efforts to identify a prospective target business will not be limited to a particular industry or geographic region, although we intend to focus on companies in the technology, media, and telecommunications industry.",BLANK CHECKS,0,2020,Contact Information,"1731 Embarcadero Rd., Suite 200, Palo Alto, CA 94303, US",(650) 276-7040,http://www.gigcapital3.com,GigCapital3,Financial Information,$257.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GIK.U,NYSE,20.0,$10.00 - $10.00,$200.0 mil,Nomura/ Oppenheimer,Odeon Capital Group,5/14/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus on companies in the TMT (technology, media and telecom) and sustainable industries. Our search for targets will concentrate on companies in these sectors with enterprise values larger than $750 million. (Note: GigCapital4, Inc.’s IPO was upsized at pricing on Feb. 8, 2021, to 31.2 million units, up from 26 million, at $10 each to raise $312 million.)",BLANK CHECKS,0,2020,Contact Information,"1731 Embarcadero Rd., Suite 200 Palo Alto, CA 94303",(650) 276-7040,,"GigCapital4, Inc.",Financial Information,$386.3mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GIGGU,NASDAQ,31.2,$10.00 - $10.00,$312.0 mil,Oppenheimer & Co./ Nomura,-,2/9/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"GigCapital5, Inc., a Delaware corporation (the “Company”), is a newly organized Private-to-Public Equity (PPE) company, also known as a blank check company or special purpose acquisition company (“SPAC”), formed by an affiliate of the serial SPAC issuer GigCapital Global. We intend to focus on companies in the technology, media, and telecommunications (“TMT”), aerospace and defense (“A&D”), intelligent automation and sustainable industries. Our Sponsor, GigAcquisitions5, LLC, was co-founded and is managed by and affiliated with Dr. Avi S. Katz, who is also the Executive Chairman of our board of directors (“Board of Directors”) and Dr. Raluca Dinu, who is also our Chief Executive Officer, President, Secretary and our director. Dr. Katz and Dr. Dinu have spent 33 years and 20 years, respectively, in international executive positions within the TMT industry, working for privately held start-ups, middle-cap companies and large enterprises. (Note: In an S-1/A filing dated Aug. 23, 2021, GigCapital5, Inc. downsized its SPAC IPO to 20 million units, down from 35 million units initially, at $10 each to raise $200 million.)",BLANK CHECKS,0,2021,Contact Information,"1731 Embarcadero Rd., Suite 200 Palo Alto, CA 94303",(650) 276-7040,,"GigCapital5, Inc.",Financial Information,$225.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GIA.U,NYSE,20.0,$10.00 - $10.00,$200.0 mil,Wells Fargo Securities/ William Blair,-,9/24/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus on companies in the technology, media, and telecommunications (“TMT”), aerospace and defense (“A&D”), mobility and semiconductor industries. From a geographic perspective, we are not limited to but plan to focus on targets in Europe, the Middle East and Africa (“EMEA”). The goal is to acquire or merge with a company with a goal of reaching an enterprise value of over $1 billion in the TMT, A&D, mobility and/or semiconductor industries. (Blank check or SPAC incorporated in Delaware) We are one of seven SPACs affiliated with GigCapital Global. The other six are: *GigCapital, Inc. (“GIG1”), which successfully completed its combination with Kaleyra, Inc. (NYSE American: KLR) in November 2019; *GigCapital2, Inc. (NYSE: GIX) (“GIG2”), which announced its agreement for a business combination with UpHealth Holding, Inc. and Cloudbreak Health, LLC in November 2020; *GigCapital3, Inc. (NYSE: GIK) (“GIG3”), which closed its business combination with Lightning Systems, Inc. (doing business as Lightning eMotors) in May 2021; *GigCapital4, Inc. (Nasdaq: GIG) (“GIG4”), which completed its initial public offering in February 2021 and is now engaged in intensive efforts of searching and screening companies worldwide; * GigCapital5, Inc (“GIG5”) which is expected to complete its initial public offering in the second quarter of 2021 and be listed on the NYSE under the symbol “GIA,” and *GigCapital6, Inc. (“GIG6”) which is expected to complete its initial public offering concurrently with or shortly after the GIG5 offering and be listed on Nasdaq under the symbol “GIF.”",BLANK CHECKS,0,2021,Contact Information,"1731 Embarcadero Rd., Suite 200 Palo Alto, CA 94303",(650) 276-7040,,"GigInternational1, Inc.",Financial Information,$259.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GIWWU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Oppenheimer & Co./ William Blair,-,5/19/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: GitLab, Inc. priced its IPO on Oct. 13, 2021, at $77 – far above its $66-to-$69 price range – and sold 10.4 million shares, the same number of shares in the prospectus, to raise $800.8 million. In an S-1/A filing dated Oct. 12, 2021, GitLab, Inc. had increased its IPO’s price range to $66 to $69 – up from $55 to $60 initially – and kept the number of shares at 10.4 million shares – to raise $702 million.) (From the prospectus: We are selling 8,420,000 shares of our Class A common stock and the selling stockholder named in this prospectus is selling 1,980,000 shares of our Class A common stock. (The selling stockholder is an entity affiliated with Sytse “Sid” Sijbrandij, Gitlab Inc.’s co-founder, CEO and chairman of the board of directors.) We will not receive any of the proceeds from the sale of the shares by the selling stockholder. We were incorporated in the State of Delaware as GitLab Inc. in September 2014. We are a remote-only company, meaning that all of our team members work remotely. Due to this, we do not currently have a principal executive office.) We believe in an innovative world powered by software. To realize this vision, we pioneered The DevOps Platform, a fundamentally new approach to DevOps consisting of a single codebase and interface with a unified data model. The DevOps Platform allows everyone to contribute to build better software rapidly, efficiently, and securely. The DevOps Platform accelerates our customers’ ability to create business value and innovate by reducing their software development cycle times from weeks to minutes. Except from the Founder’s Letter by CEO Sytse Sijbrandij: “GitLab did not start in a tech incubator, garage, or Bay Area apartment.  “In 2011, my co-founder, Dmitriy Zaporozhets, created GitLab from his house in Ukraine. It was a house without running water, but Dmitriy felt that not having a great collaboration tool was a bigger problem than his daily trip to the communal well.  “In 2012, I discovered GitLab from my home in the Netherlands on a tech news site. I thought that it was natural that a collaboration tool for developers was open source so people could contribute to it. As a Ruby developer, I was impressed by GitLab’s code quality, especially since it absorbed more than 300 contributions in the first year. In 2013, Dmitriy tweeted that he would like to work on GitLab full-time. After reading that tweet, I approached him, and we partnered so he could work on GitLab full-time. We incorporated GitLab in 2014 and applied to Y Combinator, a technology accelerator in Silicon Valley. In 2015, we participated in their program, and this greatly accelerated our business.”",SERVICES - PREPACKAGED SOFTWARE,1350,2011,Contact Information,"Address N/A: Corporation Service Company. 251 Little Falls Drive Wilmington, DE 19808",,https://about.gitlab.com/,"GitLab, Inc.",Financial Information,$11011.77mil,$196.36 mil (last 12 months),$-216.6 mil (last 12 months),IPO Profile,GTLB,NASDAQ,10.4,$77.00 - $77.00,$800.8 mil,Goldman Sachs/ J.P. Morgan/ BofA Securities,UBS Investment Bank/ RBC Capital/ Truist Securities/ Piper Sandler/ Cowen/ KeyBanc Capital/ William Blair,10/14/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search on the farming and agricultural sectors, including farming-related operations and businesses that support the farming industry, where our management team has extensive experience. (Incorporated in Delaware) David Gladstone is our CEO, president and chief investment officer (CIO). He founded The Gladstone Companies in 2001. (Note: Gladstone Acquisition Corp. priced its SPAC IPO on Aug. 4, 2021, in line with the terms in its prospectus: 10 million units at $10 each to raise $100 million.)",BLANK CHECKS,0,2021,Contact Information,"1521 Westbranch Drive, Suite 100 McLean, Virginia 22102",(703) 287-5800,,Gladstone Acquisition Corp.,Financial Information,$127.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GLEEU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,"EF Hutton (formerly Kingswood, a division of Benchmark Investments)",-,8/5/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to search for a target business that provides critical resources and/or services to the technologies powering the 21st century industrial economy. Opportunities include, but are not limited to, suppliers or extractors of essential and scarce natural resources (such as lithium, nickel, aluminum, hydrogen, helium and cobalt), electrification and energy transition (such as fuel cells, generation and storage), resource management (such as recycling, waste management, energy efficiency and carbon capture) and sustainability solutions (such as supply chain and logistical management). We will focus on target businesses whose enterprise values range from $500 million to $2 billion. Our co-founders are Billy Fennebresque and Ryan Turner, who are co-founders and managing partners of Stronghold Resource Partners. Founded in 2016, Stronghold Resource Partners is a vertically integrated investment manager focused on real property interests within the natural resources space. Our CEO and board chairman is Quincy Fennebresque, a private investor and a consultant to leading hedge funds and venture private equity firms across a range of sectors. Quincy Fennebresque and Billy Fennebresque are cousins. (Note: Glass Houses Acquisition priced its SPAC IPO on March 22, 2021, in line with the terms in its prospectus: 20 million units at $10 each to raise $200 million.)",BLANK CHECKS,0,2021,Contact Information,"3811 Turtle Creek Blvd., Suite 1100 Dallas, Texas 75219",(972) 850-7474,,Glass Houses Acquisition Corp.,Financial Information,$250.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GLHAU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Jefferies,,3/23/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Glenfarne Merger Corp. is a blank check company newly incorporated for the purpose of effecting a merger, capital stock exchange, asset acquisition, stock purchase, reorganization or similar business combination with one or more businesses or entities, which we refer to as our initial business combination. We have not selected any business combination target and we have not, nor has anyone on our behalf, initiated any substantive discussions, directly or indirectly, with any business combination target. Although we may pursue targets in any business, industry or geographic location, we currently intend to focus on companies in the infrastructure or infrastructure services sector in the Americas, including but not limited to energy, power, transportation & logistics, transmission, water systems, real estate services and telecommunications.",BLANK CHECKS,0,2021,Contact Information,"292 Madison Avenue, 19th Floor, New York, NY 10017, US",(212) 500-5454,,Glenfarne Merger Corp.,Financial Information,$320.6mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GGMCU,NASDAQ,25.0,$10.00 - $10.00,$250.0 mil,Mizuho Securities,-,3/19/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus on industries that complement our management team’s background and to capitalize on the ability of our management team to identify and acquire a business, focusing on the consumer products and services sectors, where our management team has extensive experience. We will focus on businesses with market values between $500 million and $1 billion. (New blank check company incorporated in Delaware) Our board of directors, led by our co-founders and co-chairmen nominees, Rohan Ajila and Gautham Pai, have combined decades of private equity, cross-border M&A and operator experience in the consumer goods industry. The team consists of Tom Clausen, Art Drogue and Denis Tse. We believe that the strong management team will propel the company to identify a valuable acquisition target that can thrive in a public-listing environment. Mr. Rohan Ajila is the managing partner of FIDES Business Partner, a private equity firm based in Zurich. Mr. Gautham Pai is the managing director and executive chairman of The Manipal Group. (Note: Global Consumer Acquisition Corp. downsized its SPAC IPO at pricing to 17 million units, down from 20 million in the prospectus, at $10 each to raise $170 million.)",BLANK CHECKS,0,2020,Contact Information,1926 Rand Ridge Court Marietta GA 30062,(404) 939-9419,,Global Consumer Acquisition Corp.,Financial Information,$224.8mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,GACQU,NASDAQ,17.0,$10.00 - $10.00,$170.0 mil,Kingswood Capital Markets (a division of Benchmark Investments),-,6/9/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We started our operation as a consulting company providing enterprise services to small and medium-sized enterprises in the PRC in December 2014, and launched our peer-to-peer knowledge sharing and enterprise service platform in May 2016. Since then, we have continued to expand and improve our platform, where knowledge is shared, and services are requested and provided. We operate our platform through our PRC operating entity, SDH and its subsidiaries, both online, via our mobile application “Shidonghui App” (the “APP”), and offline, through local offices directly operated by us in Beijing, Shanghai and Hangzhou, as well as 33 local centers operated by some of our Members in 25 cities and twelve provinces throughout the PRC. Our mission is to become a leading knowledge sharing and enterprise service platform in China. (Note: Global Internet of People priced its IPO on Feb. 8, 2021, with more shares priced – 6.72 million, up from 5.6 million in the prospectus – at $4, the low end of its $4-to-$5 price range, to raise $26.88 million.)",BUSINESS SERVICES,117,2014,Contact Information,,86 10-82967728,http://www.huataiyihe.com,Global Internet of People,Financial Information,$112mil,$17.9 mil (last 12 months),$9.7 mil (last 12 months),IPO Profile,SDH,NASDAQ,6.7,$4.00 - $4.00,$26.9 mil,ViewTrade Securities/ National Securities,-,2/9/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
