General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change
General Information,"We are a clinical-stage biotechnology company focused on developing and commercializing transformative treatments for patients with serious immunological diseases. Our lead product candidate is atacicept, a fusion protein self-administered as a subcutaneous injection once weekly that blocks both B lymphocyte stimulator (BLyS) and a proliferation-inducing ligand (APRIL), which stimulate B cells and plasma cells to produce autoantibodies contributing to certain autoimmune diseases. We are conducting a Phase 2b clinical trial of atacicept in patients with immunoglobulin A nephropathy (IgAN), a disease with a high unmet medical need and no approved therapies. IgAN is a serious and progressive autoimmune disease of the kidney that is driven by the production of immunogenic galactose-deficient IgA1 (Gd-IgA1). IgAN patients with elevated Gd-IgA1 are at increased risk of kidney-related morbidity and mortality. As reported in a Phase 2a clinical trial of 16 patients conducted by Merck KGaA, Darmstadt, Germany, atacicept is the first and only molecule currently in development to demonstrate a 60% reduction in plasma Gd-IgA1 in IgAN patients (75 mg dose, n=4 at 24 weeks), which we believe can be disease modifying. We plan to initiate patient screening for our Phase 2b clinical trial in IgAN in the second quarter of 2021, and we expect to report topline results in the fourth quarter of 2022. In addition, we are evaluating additional diseases where atacicept’s reduction of autoantibodies may prove medically useful, including lupus nephritis (LN), a severe renal manifestation of systemic lupus erythematosus (SLE). (Note: Vera Therapeutics priced its IPO on May 13, 2021, at $11 – far below its $14-to-$16 range – on 4.35 million shares, the same number in the prospectus, to raise $47.85 million.)",PHARMACEUTICAL PREPARATIONS,8,2016,Contact Information,"170 Harbor Way, 3rd Floor South San Francisco, California 94080",(650) 770-0077,http://www.veratx.com/,"Vera Therapeutics, Inc.",Financial Information,$307.2mil,$0 mil (last 12 months),$-53.4 mil (last 12 months),IPO Profile,VERA,NASDAQ,4.4,$11.00 - $11.00,$47.9 mil,Jefferies/ Cowen/ Evercore ISI,-,5/14/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a development stage green energy company in the process of repurposing and recommissioning a traditional baseload power plant to run on renewable fuel. Our goal is to develop a network of renewable energy projects in Australia that would include hydrogen production facilities producing green hydrogen. We believe co-development of green energy projects with hydrogen production facilities will serve the dual purpose of reducing reliance on traditional fossil fuels and supporting broad decarbonization goals. Our first project is the recommissioning and conversion to biofuels of a 146 MW electric baseload power generation plant, where we also intend to co-locate hydrogen fuel production technology to produce green hydrogen. According to a report commissioned by the Council of Australian Governments, global demand for hydrogen exported from Australia could be almost one million tonnes by 2030, adding A$11 billion (or US$8 billion) in GDP growth each year by 2050. (Note: The pricing of Verdant Earth Technologies Ltd.’s IPO may be moved to the week of Jan. 24, 2022; the deal had been tentatively expected to price ate in the week of Jan. 17, 2022. This is a four-day week. The U.S. stock market was closed on Monday, Jan. 17, for the Martin Luther King Jr. holiday.)",Renewable fuel generation,17,2018,Contact Information,"Level 33, Colonial Centre 52 Martin Place Sydney NSW 2000 Australia",+61 2 9227 8900,,Verdant Earth Technologies Ltd.,Financial Information,$178.16mil,$0 mil (last 12 months),$-10.9 mil (last 12 months),IPO Profile,VDNT,NASDAQ,6.3,$7.00 - $9.00,$50.0 mil,Roth Capital Partners,-,,,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: This is NOT an IPO. This is an uplift to the NASDAQ from the Toronto Stock Exchange. Our Common Shares are listed and posted for trading on the Toronto Stock Exchange (the “TSX”) under the symbol “VB”. On September 10, 2021, the last trading day before the filing of this preliminary form of Prospectus Supplement, the closing price of the Common Shares on the TSX was C$13.10 or US$10.37 (based on the daily exchange rate for the U.S. dollar in terms of Canadian dollars, as quoted by the Bank of Canada, of C$1.00 = US$0.7917).) VersaBank is a Canadian Schedule I chartered bank that has successfully leveraged its commitment to innovation to develop an efficient and effective technology-driven business-to-business banking business model that has facilitated VersaBank’s becoming one of the world’s first fully digital financial institutions. In our digital banking operations, we conduct our deposit gathering and loan origination activities predominantly through technology-enabled electronic deposit and lending solutions for financial intermediaries that we believe enable these intermediaries to excel in their core businesses. We seek to profitably and prudently address underserved segments of the Canadian and U.S. financial service markets by developing and providing innovative, technology-based deposit taking and lending solutions that enable lower-cost funding and lower-risk lending than we could otherwise achieve, in the pursuit of attractive risk-adjusted returns. Our lending business has a particular focus on point-of-sale financing. We have grown our point-of-sale loan and lease portfolio in Canada to U.S.$918 million as of July 31, 2021 by addressing an unmet market need and believe the opportunity exists to address a similar unmet need in the United States, in which the market is estimated to grow to U.S.$1.8 trillion.1 Through our wholly owned subsidiary, Washington, D.C.-based DRT Cyber, Inc, we are leveraging our internally-developed IT security software and capabilities to diversify our sources of revenue and pursue what we believe are significant opportunities to offer innovative cybersecurity products and solutions designed to address the rapidly growing volume of cyber threats constantly challenging financial institutions, multi-national corporations and government entities. We believe that this combination of innovative, technology-enabled, specialty banking products and services positions VersaBank as a market-leading fully-digital bank serving clients holding or otherwise transacting in digital assets. (Note: VersaBank upsized its NASDAQ uplift offering at pricing on Sept. 21, 2021, to price 5.5 million shares, up from 4.8 million shares, at $10 – slightly below its expected price of US$10.37 – to raise $55 million.)",Digital banking,,1993,Contact Information,"140 Fullarton Street, Suite 2002 London, Ontario N6A 5P2 Canada",(519) 645-1919,https://www.versabank.com/,VersaBank,Financial Information,,$ mil (last 12 months),$ mil (last 12 months),IPO Profile,VBNK,NASDAQ,5.5,$10.00 - $10.00,$55.0 mil,Raymond James,Keefe Bruyette & Woods (A Stifel Company),9/22/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Vertex delivers comprehensive tax solutions that enable global businesses to transact, comply and grow with confidence. Companies with complex tax operations rely on Vertex to automate their end-to-end indirect tax processes. Indirect tax is the largest corporate tax category, encompassing sales tax, seller’s use tax, consumer use tax and VAT, among others. Indirect tax accounts for more than $3.5 trillion of annual tax revenue, which is 2.5 times the amount of corporate income taxes, according to the 2019 OECD Tax Database. Our software, content and services address the increasing complexities of global commerce and compliance by reducing friction, enhancing transparency and enabling greater confidence in meeting indirect tax obligations. As a result, our software is ubiquitous within our customers’ business systems, touching nearly every line item of every transaction that an enterprise can conduct. Today, we have more than 4,000 customers, including over half of the Fortune 500, and provide our customers with tax support in over 130 countries.",PREPACKAGED SOFTWARE,1100,1982,Contact Information,"2301 Renaissance Blvd King of Prussia, PA 19406, US",(800) 355-3500,http://www.vertexinc.com,Vertex,Financial Information,$428.9mil,$336.1 mil (last 12 months),$-8.5 mil (last 12 months),IPO Profile,VERX,NASDAQ,21.2,$19.00 - $19.00,$401.9 mil,Goldman Sachs/ Morgan Stanley,BofA Securities/ Citigroup/ Jefferies/ JMP Securities/ Stifel/ William Blair/ CastleOak Securities,7/29/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a genetic medicines company pioneering a new approach to the care of cardiovascular disease, or CVD, transforming treatment from chronic management to single-course gene editing medicines. Despite advances in treatment over the last 50 years, CVD remains the leading cause of death worldwide. The current paradigm of chronic care is fragile—requiring rigorous patient adherence, extensive healthcare infrastructure and regular healthcare access—and leaves many patients without adequate care. Our goal is to disrupt the chronic care model for CVD by providing a new therapeutic approach with single-course in vivo gene editing treatments focused on addressing the root causes of this highly prevalent and life-threatening disease. Our initial two programs target PCSK9 and ANGPTL3, respectively, genes that have been extensively validated as targets for lowering blood lipids, such as low-density lipoprotein cholesterol, or LDL-C. We believe that editing these genes could potently and durably lower LDL-C throughout the lifetime of patients with or at risk for atherosclerotic cardiovascular disease, or ASCVD, the most common form of CVD. (Note: Verve Therapeutics priced its IPO on June 16, 2021, at $19 – above its $16-to-$18 range – on 14.04 million shares – an increase from the 11.8 million shares in the prospectus – to raise $266.7 million.)",PHARMACEUTICAL PREPARATIONS,70,2018,Contact Information,"500 Technology Square, Suite 901, Cambridge, Massachusetts 02139, US",(617) 603-0070,http://www.vervetx.com,Verve Therapeutics,Financial Information,$876.1mil,$0 mil (last 12 months),$-7.66 mil (last 12 months),IPO Profile,VERV,NASDAQ,14.0,$19.00 - $19.00,$266.7 mil,J.P. Morgan/ Jefferies/ Guggenheim Securities/ William Blair,,6/17/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"This is a new blank check company led by Brenton L. Saunders, the former CEO of Allergan plc, best known for Botox, its wrinkle erasing product. From the prospectus: “We intend to focus on the pharmaceuticals and healthcare sectors with an emphasis on companies in the medical aesthetics, eye care, longevity and wellness categories. “Our management team is led by Brenton L. Saunders, who was the chairman, president and CEO of Allergan plc until it was acquired by AbbVie in May 2020, and Dr. Manisha Narasimhan, who was Allergan’s senior vice president of strategic initiatives, portfolio innovation and investor relations from August 2019 to May 2020.” Mr. Saunders will be the chairman, president and CEO of Vesper Healthcare Acquisition Corp., while Dr. Narasimhan will be the CFO.",Blank Checks,0,2020,Contact Information,"1819 West Avenue Bay 2 Miami Beach, FL 33139",(786) 216-7037,,Vesper Healthcare Acquisition Corp.,Financial Information,$500.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,VSPRU,NASDAQ,40.0,$10.00 - $10.00,$400.0 mil,Goldman Sachs/ JPMorgan,,9/30/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"This is a new blank check company founded by Sir Richard Branson, the founder of the Virgin Group. From the prospectus: “We are focused on effecting a business combination with a target that operates in one of the Virgin Group’s core sectors: travel & leisure, financial services, health & wellness, technology & internet-enabled, music & entertainment, media & mobile and renewable energy/resource efficiency. “Virgin is a leading international investment group and one of the world’s most recognized and respected brands. Created in 1970 with the birth of Virgin Records, the Virgin Group has expanded into many sectors since its inception. (See the sectors cited above.) There are now more than 40 Virgin-branded businesses worldwide, employing over 60,000 people in more than 30 countries and generating in aggregate over $22 billion of revenue in their latest financial year.”",BLANK CHECKS,0,2020,Contact Information,"65 Bleecker Street, 6th Floor New York, NY 10012",(212) 497-9050,,VG Acquisition Corp.,Financial Information,$500.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,VGAC.U,NYSE,48.0,$10.00 - $10.00,$480.0 mil,Credit Suisse,,10/2/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a leading provider of enhanced display solutions for multiple end-markets in which superior functionality or durability is a critical differentiating factor. Our customizable technology is well-suited for our target end-markets, in particular customers operating in high-end markets that have unique specifications, and in demanding environments that pose technical and optical challenges for displays, such as bright ambient light, vibration and shock, extreme temperatures and condensation.  Our automotive solutions can be found in the products of companies such as BMW, Ferrari, General Motors and Rolls Royce. Our automotive applications include displays for navigation, instrument clusters, rear seat entertainment and infotainment systems and, increasingly, interactive display systems. Our consumer electronic solutions can be found in the products of companies such as Dell, HP, Lenovo, Mutto and Sharp. Our consumer applications include solutions for notebooks, tablets and all-in-one monitors. Our industrial/specialized application solutions can be found in the offerings of companies such as 3M, Emirates Airlines, GE, Honeywell, John Deere and Siemens. Our industrial/specialized applications include in-flight entertainment displays, marine navigational systems and fish-finders, agricultural equipment, surround views, digital signage, interactive conference room displays and defense applications.",Semiconductors & Related Devices,40,2019,Contact Information,"Sieboldstrasse 18 90411 Nuremberg, Germany",+49 (0) 911 597 575-0,http://www.via-optronics.com/,VIA optronics AG,Financial Information,$121.12mil,$226.3 mil (last 12 months),$-15.9 mil (last 12 months),IPO Profile,VIAO,NYSE,6.3,$15.00 - $15.00,$93.8 mil,Berenberg,Craig-Hallum Capital Group,9/25/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are an advertising software company. Our software enables the programmatic purchase of advertising, which is the electronification of the advertising buying process. Programmatic advertising is rapidly taking market share from traditional ad sales channels, which require more staffing, offer less transparency and involve higher costs to buyers. Our demand side platform (“DSP”), Adelphic, is an enterprise software platform that is used by marketers and their advertising agencies to centralize the planning, buying and measurement of their advertising across most channels. Through our technology, a marketer can easily buy ads on desktop, mobile, connected TV, linear TV, streaming audio and digital billboards. (Note: Viant Technology upsized its IPO at pricing on Feb. 9, 2021: 10 million shares, up from 8.5 million in the prospectus, at $25 each – above the top of its recently increased price range of $22 to $24 – to raise $250 million.)",Services - Computer Processing & Data Prep,282,1999,Contact Information,"2722 Michelson Drive, Suite 100 Irvine, CA 92612",(949) 861-8888,,Viant Technology Inc.,Financial Information,$978.8mil,$160.75 mil (last 12 months),$13.19 mil (last 12 months),IPO Profile,DSP,NASDAQ,10.0,$25.00 - $25.00,$250.0 mil,BofA Securities/ UBS Investment Bank,Canaccord Genuity/ JMP Securities/ Needham & Co./ Raymond James,2/10/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We were incorporated for the purpose of entering into a merger, share exchange, asset acquisition, share purchase, recapitalization, reorganization or similar business combination with one or more businesses or entities, which we refer to as a “target business.” Our efforts to identify a prospective target business will not be limited to a particular industry or geographic location. We intend to leverage the expertise and network of Vickers Venture Partners, or “VVP,” a venture capital firm affiliated with our executive officers, to take advantage of its deal flow, strong networks and technical expertise in assisting us in consummating an initial business combination. VVP was co-founded in 2005 by Dr. Jeffrey Chi, our chairman and CEO, along with Dr. Finian Tan (an advisor of ours), Dr. Khalil Binebine, Ms. Linda Li, Dr. Damian Tan and Mr. Raymond Kong. VVP has offices in Singapore, Shanghai, San Francisco, New York, San Diego, Hong Kong and Kuala Lumpur. Dr. Chi’s experience in private equity will be coupled with VVP’s team in seven locations to provide coverage in three key regions of technological innovation and market growth — China, Southeast Asia and the U.S. Approximately half of the investment team at VVP holds an advanced degree, with specialties in biotech, material science, neuroscience and engineering. The core VVP team has worked together since 2005.",BLANK CHECKS,0,2020,Contact Information,"1 Harbourfront Avenue, #16-06 Keppel Bay Tower, Singapore 098632, Singapore",(646) 974-8301,,Vickers Vantage Corp. I,Financial Information,$125mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,VCKAU,NASDAQ,12.0,$10.00 - $10.00,$100.0 mil,Maxim Group LLC,-,1/7/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a clinical-stage biotechnology company pioneering treatments for autoimmune and severe inflammatory diseases, which we collectively refer to as autoimmune diseases. Our approach seeks to redefine the treatment of autoimmune diseases by focusing on critical biological pathways shared across multiple diseases.",PHARMACEUTICAL PREPARATIONS,80,2017,Contact Information,"One MedImmune Way, First Floor, Area Two, Gaithersburg, MD 20878, US",(240) 558-0038,http://www.vielabio.com,Viela Bio,Financial Information,$943.67mil,$20.0 mil (last 12 months),$-57.2 mil (last 12 months),IPO Profile,VIE,NASDAQ,7.9,$19.00 - $19.00,$150.1 mil,Goldman Sachs/ Morgan Stanley/ Cowen,Guggenheim Securities,10/3/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a microglia-focused company dedicated to improving the lives of patients, caregivers and families affected by rare and common neurodegenerative diseases by pursuing the development of disease-modifying therapeutics to restore the vigilance of microglia. Microglia are the sentinel immune cells of the brain and play a critical role in maintaining central nervous system (CNS) health and responding to damage caused by disease. Leveraging recent research implicating microglial dysfunction in neurodegenerative diseases, we utilize a precision medicine approach to develop a pipeline of therapeutic candidates, initially addressing genetically defined patient subpopulations, that we believe will activate and restore microglial function. Our first therapeutic candidates are designed to activate Triggering Receptor Expressed on Myeloid Cells 2 (TREM2), a key microglial receptor protein that mediates responses to environmental signals in order to maintain brain health and whose dysfunction is linked to neurodegeneration. We are initially developing our lead product candidate, VGL10, for the treatment of adult-onset leukoencephalopathy with axonal spheroids and pigmented glia (ALSP), a rare, genetically defined, and fatal neurodegenerative disease caused by microglial dysfunction. We intend to expand development of VGL101 for the treatment of additional rare leukoencephalopathies and leukodystrophies in which microglia play an essential role, including cerebral adrenoleukodystrophy (cALD). Our lead candidate, VGL101, is a fully human monoclonal antibody (mAb) that is designed to activate TREM2. In November 2021, the FDA cleared our Investigational New Drug application (IND) for VGL101 in ALSP at doses up to 20 mg/kg. We initiated our first-in-human Phase 1 clinical trial with VGL101 in healthy volunteers in December 2021 and expect to announce topline data in the second half of 2022. We are also developing a novel small molecule TREM2 agonist suitable for oral delivery to treat common neurodegenerative diseases associated with microglial dysfunction. The initial focus of our novel small molecule TREM2 agonist program is for the treatment of Alzheimer’s disease (AD) in genetically defined patient subpopulations. We expect to select a development candidate by the first quarter of 2022 and, following IND-enabling studies, plan to initiate a first-in-human healthy volunteer trial. We believe our microglia focus, precision medicine approach, and pipeline, which spans multiple modalities, strongly position us to become a differentiated leader in the neurodegenerative therapeutic space. (Note: Net loss is for the 12 months that ended Sept. 30, 2021.) (Note: Vigil Neuroscience, Inc., priced its IPO on Jan. 6, 2022, at $14 – $1 below the bottom of its $15-to-$17 price range – on 7 million shares, the same number of shares in the prospectus, to raise $98 million.)",PHARMACEUTICAL PREPARATIONS,34,2020,Contact Information,"1 Broadway, 7th Floor, Suite 07-300 Cambridge, MA 02142",(857) 254-4445,http://www.vigilneuro.com/,"Vigil Neuroscience, Inc.",Financial Information,$340.16mil,$0 mil (last 12 months),$-34.5 mil (last 12 months),IPO Profile,VIGL,NASDAQ,7.0,$14.00 - $14.00,$98.0 mil,Morgan Stanley/ Jefferies/ Stifel/ Guggenheim Securities,-,1/7/2022,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to target opportunities and companies that we believe are market leaders in facilitating the transition of the energy industry toward decarbonization and sustainability and are positioned to generate long-term value and growing cash flows. (Incorporated in the Cayman Islands) We intend to capitalize on our management team’s significant knowledge of sustainable technology in the field of clean renewable energy and proven ability to source, acquire and manage a business facilitating the transition of the energy industry toward decarbonization and sustainability and that is positioned to generate long-term value and growing cash flows. Ajit Kumar is our CEO. Mr. Kumar is a buy-side investment executive with more than 23 years of experience in investing in global mining and energy metals sectors for multiple family offices in London. He has an audited track record of 2.5x Multiple on Invested Capital (MOIC) in private investments and 58% ROI on long/short mining positions during his career. He currently serves as founding partner and CEO of Energy Metals Fund. In 2020, Mr. Kumar raised V Shape Investment Management Limited to invest in distressed opportunities in the renewable energy and electronics manufacturing sector. Before his experience investing for family offices, Mr. Kumar served as head of mining investments for Ivanhoe Capital Corp. and as an investment professional of Sculptor Capital Management Inc., previously known as Och Ziff Management Europe Ltd., with $36 billion in assets under management (“AUM”). His career began as a geoscientist for Phelps Dodge Corp., where he spent his six-year tenure exploring for copper, gold and nickel deposits in India and Canada. He also worked at BHP Billiton in various metal divisions, making cases for acquisitions of assets (Note: VIKASA SPAC Series I Acquisition Corp. filed its S-1 on March 18, 2022; confidential paperwork filed Jan. 18, 2022.)",BLANK CHECK,0,2021,Contact Information,"6608 N Western Ave, #466 Nichols Hills, OK 73116",1 800 742 3095,,VIKASA SPAC Series I Acquisition Corp.,Financial Information,$250.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,VSSAU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Cantor,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Vinci Partners is a leading alternative investment platform in Brazil, established in 2009. At Sept. 30, 2020, Vinci Partners had US$8.7 billion in assets under management. Our 205 full time employees as of Sept. 30, 2020, draw from a wide-ranging network of personal and professional relationships with industry-leading executives, business owners, corporate managers, financial and operational advisors, consultants and attorneys to source, fund, and manage investments. Vinci Partners’ business segments (which we also refer to alternatively as our strategies) include private equity, public equities, real estate, credit, infrastructure, hedge funds, and investment products and solutions, each managed by dedicated investment teams with an independent investment committee and decision-making process. We also have a financial advisory business, focusing mostly on pre-initial public offering, or pre-IPO, and merger and acquisition, or M&A, advisory services for Brazilian middle-market companies (those with annual gross revenue between R$100 million and R$600 million). *Note: Revenue and net income figures are in U.S. dollars, converted from Brazilian reais, for the first nine months of 2020 that ended Sept. 30, 2020. (Note: Vinci Partners priced its IPO on Jan. 27, 2021, at $18 – the top of its $16-to-$18 range – on 13.87 million shares, the number of shares in its prospectus, to raise $249.7 million.)",INVESTMENT ADVICE,205,2009,Contact Information,"Av. Bartolomeu Mitre, 336 Leblon – Rio de Janeiro Brazil 22431-002",+55 (21) 2159-6240,https://www.vincipartners.com/,Vinci Partners Investments Ltd.,Financial Information,$999.27mil,$45.5 mil (last 12 months),$21.4 mil (last 12 months),IPO Profile,VINP,NASDAQ,13.9,$18.00 - $18.00,$249.7 mil,J.P. Morgan/ Goldman Sachs/ BTG Pactual,-,1/28/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are an energy company focused on the development of natural gas properties in the stacked Haynesville and Mid-Bossier shale plays in the Haynesville Basin of Northwest Louisiana. Natural gas demand has significantly grown as a percentage of North America’s energy mix over the last 10 years, having increased 38% from 86 Bcfd to 119 Bcfd and growing from 27% to 37% of the energy mix due to ample domestic supply, reliability of supply, significant supporting in-place infrastructure, low carbon intensity and low prices. In particular, demand for exported LNG has contributed to approximately 21% of that increase, with continued growth in LNG exports anticipated, according to Wood Mackenzie. We believe natural gas will continue to be instrumental as a low carbon intensity source for meeting growing energy demand. (Note: Bcfd stands for billion cubic feet of natural gas per day.) (Note: Vine Energy, Inc., priced its IPO on March 17, 2021, at $14 – well below its $16-to-$18 range – and increased the number of shares to 21.5 million shares, up from 18.75 million shares, to raise $301 million – less than the estimated volume of $328.13 million, if the deal had been priced at the mid-point of its range.)",Natural Gas - Drilling & Distribution,113,2014,Contact Information,"5800 Granite Parkway, Suite 550 Plano, Texas 75024",(469) 606-0540,http://www.vineog.com/,Vine Energy Inc.,Financial Information,$1008.48mil,$378.7 mil (last 12 months),$-252.19 mil (last 12 months),IPO Profile,VEI,NYSE,21.5,$14.00 - $14.00,$301.0 mil,Citigroup/Credit Suisse/Morgan Stanley/BofA Securities/Barclays/RBC Capital Markets,"Blackstone/Capital One Securities/KeyBanc Capital Markets/MUFG/CastleOak Securities, L.P./Drexel Hamilton/Ramirez & Co./Stern",3/18/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a clinical-stage immunology company focused on combining immunologic insights with cutting-edge technologies to treat and prevent serious infectious diseases. Infectious diseases are one of the leading causes of death worldwide and cause hundreds of billions of dollars of economic burden each year. We believe that now is the time to apply the recent and remarkable advances in immunology to combat infectious diseases. Our approach begins with identifying the limitations of the immune system in combating a particular pathogen, the vulnerabilities of that pathogen and the reasons why previous approaches have failed. We then bring to bear powerful technologies that we believe, individually or in combination, will lead to effective therapies.",BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),206,2016,Contact Information,"499 Illinois Street, Suite 500, San Francisco, CA 94158, US",(415) 906-4324,http://www.vir.bio,Vir Biotechnology,Financial Information,$2187.9mil,$11.7 mil (last 12 months),$-122.4 mil (last 12 months),IPO Profile,VIR,NASDAQ,7.1,$20.00 - $20.00,$142.9 mil,Goldman Sachs/ J.P. Morgan/ Cowen/ Barclays,-,10/11/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a holding company incorporated as an exempted company under the laws of the Cayman Islands. As a holding company with no material operations of our own, we conduct our substantial operations in the United Kingdom and Hong Kong with operating subsidiaries in Singapore, China and British Virgin Islands and have been operating since 2013. We are a global innovative biotechnology group that primarily engages in sales, distribution and marketing of diagnostics test kits and med-tech and Personal Protective Equipment (“PPE”) products for the prevention, detection, diagnosis and risk management of viral diseases with a particular interest in the field of immunology. Our mission is to minimize the risks of viruses throughout the world via our products offerings. We intend to apply for an aggregate of 4 patents in 2022. For one of the pending patents, we are in the process of acquiring it and we expect to close the acquisition in 2022. Further, we are developing a T-Cell IVD test kit under the Virax Immune brand for COVID-19 initially, which we subsequently intend to adapt for immunological profiling against multiple viral threats. We are also building a proprietary mobile application for Virax Immune, using an in-house code, that will present an individual’s immunological profiling data and provide advice on the users’ immune system. Based on our management team’s analysis, we expect to file a patent for the Virax Immune Cell diagnostic test kit and a copyright for the Virax Immune app in 2022. Our product portfolio includes: (i) diagnostics test kits sold through our “ViraxClear” brand; (ii) med-tech and PPE products sold through our “ViraxCare” brand; and (iii) sourced brands of third party suppliers, independent of our own brands (“Sourced Brands”). We also expect to launch an upcoming brand “Virax Immune”, with the intention of providing an immunology profiling platform that assesses each individual’s immune risk profile against major global viral diseases. We believe that the T-Cell in-vitro diagnostic (“IVD”) Tests and immunology platform we are developing under the Virax Immune brand will be particularly useful in the diagnosis and threat analysis of the major viruses faced globally. As of the date of the prospectus, we have developed a functioning prototype of our T-Cell IVD Test under the Virax Immune brand but we are still in the process of conducting further tests and we have not submitted any T-Cell IVD Test to any regulatory agency for approval. Currently, our clinical trials and research activities for our T-Cell IVD Test under the Virax Immune brand are conducted by independent third party science companies, namely ICON Clinical Research Limited and IQ Services B.V., respectively, in the Netherlands. Prior to the sale of our T-Cell IVD Test under the Virax Immune brand in our targeted jurisdictions, namely, Canada, United Kingdom, the European Union and the United States, we must apply with the relevant authority for the regulatory approvals. **Note: Revenue and net loss figures are for the year ended March 31, 2021.",IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,6,,Contact Information,"30 Broadwick Street London, W1F 8LX United Kingdom",+44 020 7788 7414,,Virax Biolabs Group Limited,Financial Information,,$0.12 mil (last 12 months),$-0.67 mil (last 12 months),IPO Profile,VRAX,NASDAQ,0.0,$0.00 - $0.00,$0.0 mil,Boustead Securities,-,,TBA,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"This is the second blank-check company or SPAC created by Sir Richard Branson, the founder of the Virgin Group. (This SPAC is incorporated in the Cayman Islands.) Our company’s founder is Sir Richard Branson, the founder of the Virgin Group and a renowned global entrepreneur. Virgin is a leading international investment group and one of the world’s most recognized and respected brands. Created in 1970 with the birth of Virgin Records, the Virgin Group has gone on to invest in, incubate and grow a number of successful businesses in the private and public markets. Virgin has expanded into many sectors since its inception, driven by Sir Richard’s ambition to create the world’s most irresistible brand. Its investments span across travel & leisure, financial services, health & wellness, technology & Internet-enabled, music & entertainment, media & mobile, space, and renewable energy. There are now more than 40 Virgin branded businesses worldwide. (Note: Virgin Group Acquisition Corp. II upsized its SPAC IPO at pricing on March 22, 2021: 35 million units, up from 33 million, were priced at $10 each to raise $350 million.)",BLANK CHECKS,0,2021,Contact Information,"65 Bleecker Street, 6th Floor New York, NY 10012",(212) 497-9050,,Virgin Group Acquisition Corp. II,Financial Information,$432.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,VGII.U,NYSE,35.0,$10.00 - $10.00,$350.0 mil,Credit Suisse,-,3/23/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
