General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change,Day
General Information,"We are a recently formed blank check company incorporated as a Cayman Islands exempted company on October 7, 2020 for the purpose of effecting a merger, share exchange, asset acquisition, share purchase, reorganization or similar business combination with one or more businesses, which we refer to throughout this prospectus as our initial business combination. We have not identified any specific business combination target and we have not, nor has anyone on our behalf, engaged in any substantive discussions, directly or indirectly, with any business combination target with respect to an initial business combination with us. LETTER FROM OUR CHAIRMAN AND CEO SoftBank and its affiliates have a 40-year track record of successfully investing in major technological trends – first in software distribution, then the Internet and mobile, and now data and AI. We strongly believe we can replicate our track record in the rapidly evolving Latin American and Hispanic markets. We set out on a path to do just that with the launch of a $5 billion fund in early 2019 with one simple goal: to invest in bold founders who are building companies that will shape the future of Latin American and Hispanic markets.",BLANK CHECKS,0,2021,Contact Information,"600 BRICKELL AVENUE, SUITE 2650 MIAMI, FLORIDA 33138, US",,,LDH Growth Corp I,Financial Information,$250mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LDHAU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Citigroup/ J.P. Morgan,-,3/19/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our objective is to pursue opportunities with high-quality software, Internet and technology-enabled companies. We believe the combination of experience in sourcing, investing, product and operating uniquely position our team to execute on a compelling business combination. (Incorporated in the Cayman Islands) Our sponsor is affiliated with Lead Edge, a growth equity investment firm based in New York, N.Y., and Santa Barbara, CA which has raised $3 billion in capital since inception. Lead Edge’s primary business is investing in public and private software, Internet and technology-enabled services companies globally. Mitchell H. Green, our Chairman and CEO, is the founder and managing partner of Lead Edge. Nimay Mehta, our president and CFO, and Brian Neider, our COO, are general partners at Lead Edge. (Note: Lead Edge Growth Opportunities Ltd. priced its SPAC IPO on March 22, 2021, in line with the terms in it prospectus: 30 million units at $10 each to raise $300 million.)",BLANK CHECKS,0,2020,Contact Information,"96 Spring St., 5th Floor New York, NY 10012",(212) 984-2421,,"Lead Edge Growth Opportunities, Ltd",Financial Information,$375.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LEGAU,NASDAQ,30.0,$10.00 - $10.00,$300.0 mil,Credit Suisse/ JPMorgan,-,3/23/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our focus is on the education, training and education technology (EdTech) sectors. (Incorporated in the Cayman Islands) Our sponsor is an affiliate of Learn Capital and Commonwealth Asset Management (“CWAM”). Founded in 2008, Learn Capital is a leading venture capital firm created to focus exclusively on early-stage and mid-stage investments in the $5.4 trillion global education sector. By leveraging deep sector expertise and networks and sustained attention to emerging breakthroughs in technology-enabled education delivery, the firm has invested early in many of the sector’s largest and leading companies. In the last decade, Learn Capital has raised four funds totaling $600+ million in assets under management and invested in category-leading companies reaching learners globally. Learn Capital was founded by Rob Hutter and Greg Mauro, a team who formerly managed an affiliate of Founders Fund. Commonwealth Asset Management Holdings LLC (“CWAM Platform”) is a Los Angeles-based asset management platform founded in June 2019 and led by Adam Fisher, our President, and the former Head of Global Macro and Real Estate at Soros Fund Management LLC (“Soros”) and the former founder and Chief Investment Officer of Commonwealth Opportunity Capital, GP LLC (“CWOC”). At the time of its closing in June 2017, CWOC was a $2.3 billion discretionary global macro platform. It was launched in 2008 and began the process of returning capital to investors in July 2017 when the investment team moved to Soros. The firm was founded and led by CIO Adam Fisher and offered two comingled hedge funds, as well as multiple co-investment opportunities in both the liquid and illiquid space. (Note: Learn CW Investment Corp. did NOT price its SPAC IPO on Oct. 7, 2021, as some had expected. The blank check company downsized its SPAC IPO to 20 million units, down from 25 million units, at $10 each in an S-1/A filing dated Sept. 16, 2021.)",BLANK CHECKS,0,2021,Contact Information,"11755 Wilshire Blvd. Suite 2320 Los Angeles, California 90025",(424) 324-2990,,Learn CW Investment Corp.,Financial Information,$225.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LCW.U,NYSE,20.0,$10.00 - $10.00,$200.0 mil,Evercore ISI,,10/8/2021,,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Friday
General Information,"We intend to focus our search on the financial technology sector, which complements the expertise of our management team. We currently intend to concentrate our efforts identifying businesses in the financial services industry with an enterprise value of approximately $600 million to $1.3 billion, with particular emphasis on businesses that are providing or changing technology for traditional financial services (“FinTech”), regulatory and compliance functions (“RegTech”), insurance services (“InsurTech”), wealth and asset management and human resource and payroll functions.",BLANK CHECKS,0,2020,Contact Information,"292 Newbury Street Suite 293 Boston, MA 02115",(617) 510-1991,,Lefteris Acquisition Corp.,Financial Information,$256.25mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LFTRU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Morgan Stanley,,10/21/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Our mission is to democratize law. We believe every business deserves the full protection of the legal system and a simple way to stay compliant with it. Our platform helps new businesses form. Once a small business is formed, we offer subscription services to protect the business, its ideas, and the families that create them. LegalZoom empowers small business owners to apply their energy and passion to their businesses instead of the legal and regulatory complexity required to operate them. LegalZoom is a leading online platform for legal and compliance solutions in the United States. In 2020, 10% of new limited liability companies, or LLCs, and 5% of new corporations in the United States were formed via LegalZoom. Our unique position at business inception allows us to become a trusted business advisor, supporting the evolving needs of a new business across its lifecycle. Along with formation, LegalZoom offerings include ongoing compliance and tax advice and filings, trademark filings, and estate plans. Additionally, we have unique insights into our customers and leverage our product as a channel to introduce small businesses to leading brands in our partner ecosystem, solving even more of their business needs. We operate across all 50 states and over 3,000 counties in the United States, and have more than 20 years of experience navigating complex regulation and simplifying the legal and compliance process for our customers. (Note: LegalZoom priced its IPO on June 29, 2021, at $28 – above its $24-to-$27 price range – on 19.12 million shares, the same number of shares in the prospectus, to raise $535.36 million.)","COMPUTER PROGRAMMING, DATA PROCESSING",1055,1999,Contact Information,"101 North Brand Boulevard, 11th Floor Glendale, California 91203",(323) 962-8600,http://www.legalzoom.com/,"LegalZoom.com, Inc",Financial Information,$4949.81mil,$499.47 mil (last 12 months),$-4.8 mil (last 12 months),IPO Profile,LZ,NASDAQ,19.1,$28.00 - $28.00,$535.4 mil,J.P. Morgan/ Morgan Stanley/ Barclays/ BofA Securities/ Citigroup/ Credit Suisse/ Jefferies,JMP Securities/ Raymond James/ William Blair/ AmeriVet Securities/ Penserra Securities LLC/ Telsey Advisory Group/ Siebert Williams Shank,6/30/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to initially focus on target businesses in the renewables, infrastructure, energy and construction and industrial industries. We will seek to capitalize on the experience of our management team in consummating an initial business combination. Eric S. Rosenfeld, our Chief SPAC Officer, and David D. Sgro, our Chief Executive Officer, have led six prior public blank check companies. (*See prospectus for details.) (Note: Legato Merger Corp. upsized its IPO at pricing to 20.5 million units, up from 17.5 million units, at $10 each to raise $205 million.)",BLANK CHECKS,0,2020,Contact Information,"777 Third Avenue, 37th Floor New York, New York 10017",(212) 319-7676,,Legato Merger Corp.,Financial Information,$225.6mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LEGOU,NASDAQ,20.5,$10.00 - $10.00,$205.0 mil,"EarlyBirdCapital, Inc.",I-Bankers,1/20/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We currently intend to focus on target businesses in the infrastructure, engineering and construction (“E&C”), industrial and renewables industries. Eric S. Rosenfeld, our Chief SPAC Officer, and David D. Sgro, our Vice Chairman of the Board, have led seven prior public blank check companies: (i) Arpeggio Acquisition Corporation, or “Arpeggio,” which raised $40.8 million in June 2004 and consummated a business combination with Hill International, Inc., or “Hill International,” in June 2006, (ii) Rhapsody Acquisition Corp., or “Rhapsody,” which raised $41.4 million in October 2006 and consummated a business combination with Primoris Corporation, or “Primoris,” in July 2008, (iii) Trio Merger Corp., or “Trio,” which raised $69 million in June 2011 and consummated a business combination with SAExploration Holdings Inc., or “SAE,” in June 2013, (iv) Quartet Merger Corp., or “Quartet,” which raised $96.6 million in November 2013 and consummated a business combination with Pangea Logistics Solutions Ltd., or “Pangaea,” in October 2014, (v) Harmony Merger Corp., or “Harmony,” which raised $115.0 million in March 2015 and consummated a business combination with NextDecade LLC, or “NextDecade,” in July 2017, (vi) Allegro Merger Corp, or “Allegro,” which raised $149.5 million and executed a definitive merger agreement with TGI Fridays’ that was later terminated due largely to the COVID-19 pandemic and (vii) Legato Merger Corp., or “Legato I,” which raised approximately $235.8 in January 2021 and consummated a business combination with Algoma Steel Group Inc, or “Algoma,” in October 2021. Note: “Our initial stockholders and EarlyBirdCapital, Inc., the representative of the underwriters in this offering, have committed that they and/or their designees will purchase from us an aggregate of 905,000 units, or “private units,” at $10.00 per unit for a total purchase price of $9,050,000 in a private placement that will occur simultaneously with the consummation of this offering. Each private unit will consist of one share of common stock, or “private shares,” and one-half of one warrant, or “private warrants.”,” the prospectus says. (Note: Legato Merger Corp. II upsized its SPAC IPO at pricing on Monday morning, Nov. 22, 2021, before the U.S. stock market opened: 24 million units, up from 20 million units in the prospectus, at $10 each to raise $240 million. Legato II’s stock and warrants are expected to start trading the same day – Monday, Nov. 22, 2021 – on the NASDAQ.)",BLANK CHECKS,0,2021,Contact Information,"777 Third Avenue, 37th Floor New York, New York 10017",(212) 319-7676,,LEGATO MERGER CORP. II,Financial Information,$261.05mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LGTOU,NASDAQ,24.0,$10.00 - $10.00,$240.0 mil,EarlyBirdCapital,-,11/22/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a global, clinical-stage biopharmaceutical company engaged in the discovery and development of novel cell therapies for oncology and other indications. Our team of over 650 employees in the United States, China and Europe, our differentiated technology, global development and manufacturing strategy and expertise provide us with the ability to generate, test and manufacture next-generation cell therapies targeting indications with high unmet needs. Our lead product candidate, LCAR-B38M/JNJ-4528, is a chimeric antigen receptor, or CAR, T cell therapy we are jointly developing with our strategic partner, Janssen Biotech, Inc., or Janssen, for the treatment of multiple myeloma, or MM.",PHARMACEUTICAL PREPARATIONS,645,2014,Contact Information,"2101 Cottontail Lane, Somerset, NJ 08873, US",(732) 317-5050,http://www.legendbiotech.com,Legend Biotech,Financial Information,$2961.1mil,$58.8 mil (last 12 months),$-164.8 mil (last 12 months),IPO Profile,LEGN,NASDAQ,18.4,$23.00 - $23.00,$423.8 mil,Morgan Stanley/ J.P. Morgan Securities/ Jefferies,-,6/5/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"Lemonade is rebuilding insurance from the ground up on a digital substrate and an innovative business model. By leveraging technology, data, artificial intelligence, contemporary design and behavioral economics, we believe we are making insurance more delightful, more affordable, more precise and more socially impactful. To that end, we have built a vertically integrated company with wholly owned insurance carriers in the United States and Europe, and the full technology stack to power them.","FIRE, MARINE & CASUALTY INSURANCE",329,2015,Contact Information,"5 Crosby Street, 3rd Floor, New York, NY 10013, US",(844) 733-8666,http://www.lemonade.com,Lemonade,Financial Information,$1592mil,$82.5 mil (last 12 months),$-123.4 mil (last 12 months),IPO Profile,LMND,NYSE,11.0,$29.00 - $29.00,$319.0 mil,Goldman Sachs/ Morgan Stanley/ Allen & Company/ Barclays Capital,JMP Securities/ Oppenheimer/ William Blair/ LionTree,7/2/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search for a target business in the consumer sector. We believe our management team is well suited to identify opportunities that have the potential to generate attractive risk-adjusted returns for our shareholders, although we may pursue a business combination opportunity in any business or industry. Our company was founded by senior executives of, and advisors to, Lion Capital. We believe that we derive significant benefit from our affiliation with Lion Capital. Lion Capital is a leading consumer focused private equity firm and its principals have invested over $9.3 billion in 49 businesses since 1998. Since it was founded in 2004 by Lyndon Lea and Robert Darwent, Lion Capital has focused exclusively on investing in the consumer sector globally, including disruptive technologies. Lion Capital has invested in some of the consumer industry’s best-known brands, including Weetabix, Orangina, Jimmy Choo and All Saints. Through its offices in Los Angeles and London, Lion Capital is well-placed to generate differentiated deal flow across North America and Europe, leveraging its global perspective on the consumer sector and in-depth, local knowledge and networks. (Note: Priced Jan. 7, 2021: 35 million units at $10 each, according to terms in the prospectus.)",BLANK CHECKS,0,2020,Contact Information,"100 Wilshire Boulevard, Los Angeles, CA 90401, US",(310) 800 1000,,Leo Holdings Corp. II,Financial Information,$437.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LHC.U,NYSE,35.0,$10.00 - $10.00,$350.0 mil,Deutsche Bank Securities/ Credit Suisse,-,1/8/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,We are a newly organized blank check company based in the Bahamas and incorporated in the Cayman Islands.  We intend to focus our search for a target business in the consumer sector. We believe our management team is well suited to identify opportunities that have the potential to generate attractive risk-adjusted returns for our shareholders. (Note: This is the third blank check company created by Lion Capital.) (Note: Leo Holdings Corp. III priced its SPAC IPO in line with the terms in its prospectus: 20 million units at $10 each to raise $200 million.),BLANK CHECKS,0,2021,Contact Information,"Suite #507, P.O. Box SP-63158 New Providence, Nassau, The Bahamas",(310) 800 1000,,Leo Holdings III Corp.,Financial Information,$250mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LIII.U,NYSE,20.0,$10.00 - $10.00,$200.0 mil,Deutsche Bank Securities,-,2/26/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"DRS is a leading provider of defense products and technologies that are used across land, air, sea, space and cyber domains. Our diverse array of defense systems and solutions is offered to all branches of the U.S. military, major aerospace and defense prime contractors, government intelligence agencies and international military customers for deployment on a wide range of military platforms. We focus our capabilities in areas of critical importance to the U.S. military such as sensing, electronic warfare (“EW”), cyber security, network computing, communications, force protection and electrical power conversion and propulsion. Our alignment with the nation’s top defense priorities has allowed us to achieve a 12% compounded annual growth rate (“CAGR”) in revenues from the year ended Dec. 31, 2016, through the year ended Dec. 31, 2020.",Aerospace and Defense Technologies,6500,1969,Contact Information,"2345 Crystal Drive Suite 1000 Arlington, Virginia 22202",(703) 416-8000,https://www.leonardodrs.com,"Leonardo DRS, Inc.",Financial Information,$3045.0mil,$2778.0 mil (last 12 months),$85.0 mil (last 12 months),IPO Profile,DRS,NYSE,31.9,$20.00 - $22.00,$669.9 mil,Goldman Sachs/BofA Securities/J.P.Morgan/Barclays/Citigroup/Credit Suisse/Morgan Stanley,Credit Agricole CIB/IMI - Intesa Sanpaolo/MUFG/UniCredit Capital Markets,3/24/2021,Postponed,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus on technology-enabled businesses. Our sponsor is an affiliate of Lerer Hippeau, a venture capital firm based in New York, with about $1 billion under management. Lerer Hippeau has managed over 400 portfolio company investments across industry sectors in the United States and Canada. The company has been recognized by PitchBook Data, Inc. as the most active local venture capital firm in New York in terms of the number of new company investments from 2010 to 2020. Kenneth Lerer, our chairman, is a managing partner at Lerer Hippeau. He co-founded The Huffington Post (acquired by AOL) and he was formerly the chairman of BuzzFeed. Eric Hippeau, our CEO and a director, is a managing partner at Lerer Hippeau. He was previously the CEO of The Huffington Post. Ben Lerer, our president and a director, is a managing partner at Lerer Hippeau. He is the CEO of portfolio company Group Nine Media, the parent of digital publishers NowThis, The Dodo, Thrillist (which he founded), Seeker and PopSugar. He is the chairman and the CEO of Group Nine Acquisition Corp. (NASDAQ: GNAC), a SPAC that intends to pursue digital media and related companies as acquisition or merger targets. Arianna Huffington, Stuart Freedman, Greg Parsons and Michael Walrath will join our board of directors upon the closing of this IPO. (Note: Lerer Hippeau Acquisition priced its SPAC IPO on March 4, 2021, in line with the terms of its amended prospectus dated March 2, 2021: 20 million Class A shares were priced at $10 each to raise $200 million. In the S-1/A dated March 2, the company changed its offering to 20 million shares of Class A common stock, a shift from its initial terms of 20 million units. Most SPAC IPOs are unit offerings.)",BLANK CHECKS,0,2021,Contact Information,"100 Crosby Street Suite 201 New York, New York 10012",(646) 237-4837,,Lerer Hippeau Acquisition Corp.,Financial Information,$252.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LHAA,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Barclays/CODE Advisors,Drexel Hamilton,3/5/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are the largest and most trusted direct-to-consumer brand in the nearly $11 billion United States pool and spa care industry, serving residential, professional, and commercial consumers. Founded in 1963, we are the only direct-to-consumer pool and spa care brand with national scale, operating an integrated marketing and distribution ecosystem powered by a physical network of 934 branded locations and a robust digital platform. We command a market-leading share of nearly 15% of residential aftermarket product spend, which represents an increase of approximately 500 basis points since 2010; our physical network is larger than the sum of our 20 largest competitors, and our digital sales are estimated to be greater than five times as large as that of our largest digital competitor. (*Note: Revenue and net income figures are for the nine months ended June 27, 2020, according to the prospectus.)",Retail Stores - Pool Supplies,5081,1963,Contact Information,"2005 East Indian School Road, Phoenix, AZ 85016",(602) 366-3999,http://www.lesliespool.com/,Leslie’s,Financial Information,$2799.15mil,$730.92 mil (last 12 months),$16.51 mil (last 12 months),IPO Profile,LESL,NASDAQ,40.0,$17.00 - $17.00,$680.0 mil,Goldman Sachs/ Morgan Stanley/ BofA Securities,Jefferies /Nomura / Baird /Guggenheim Securities / Piper Sandler/ William Blair / Telsey Advisory Group / Loop Capital Markets/ Ramirez & Co./ AmeriVet Securities,10/29/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus on acquisition targets with a presence in Europe, the Middle East and Africa, with high potential for EMEA entrance or those who would benefit from being deployed in EMEA to then expand to different regions. We will concentrate our efforts on companies that play a key role in the future of mobility, focusing on the development of autonomous driving, connected vehicles, mobility services and electric vehicles. This includes current mobility players as well as established companies with intellectual property or other assets that we regard as highly valuable for the future mobility sector. Our sponsor is Goggo Network GmbH and its Founders, Axel Springer SE, Jazzya Investments SL, Softbank Group Capital Limited, Martín Varsavsky and Yasmine Fage.",BLANK CHECKS,0,2021,Contact Information,"PO Box 1093, Boundary Hall, Cricket Square, Grand Cayman, KY1-1102, Cayman Islands","PO Box 1093, Boundary Hall, Cricket Square, Grand Cayman, KY1-1102, Cayman Islands +1 (345) 949-8066",,Levere Holdings Corp.,Financial Information,$312.5mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LVRAU,NASDAQ,25.0,$10.00 - $10.00,$250.0 mil,Citigroup/ Deutsche Bank Securities,-,3/19/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"FinTech, financial services, technology, digital asset and consumer sectors are in focus at this Dallas-based SPAC sponsored by Level Field Capital. The sponsor, the underwriter and certain BlackRock Funds have indicated interest in buying in aggregate up to 11 million warrants in this SPAC’s IPO. Note: The BlackRock Funds, our anchor investor, has expressed to us an interest to purchase an aggregate of $11.25 million of public units in this offering. (Note: LF Capital Acquisition Corp. II priced its SPAC IPO on Nov. 16, 2021, in sync with the terms in its prospectus: 22.5 million units at $10 each to raise $225 million.)",BLANK CHECKS,0,2021,Contact Information,"1909 Woodall Rodgers Freeway Suite 500 Dallas, TX 75201",(214) 741-6105,,LF Capital Acquisition Corp. II,Financial Information,$281.25mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LFACU,NASDAQ,22.5,$10.00 - $10.00,$225.0 mil,Jefferies,-,11/17/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"While we may pursue an initial business combination target in any industry or geographic location, we intend to focus our search on companies in the aerospace , defense and communications industries with enterprise valuations in the range of $350 million to $1 billion.",BLANK CHECKS,0,2019,Contact Information,"165 W. Liberty St., Suite 220, Reno, NV 89501, US",(775) 393-9113,,LGL Systems Acquisition,Financial Information,$156.3mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,DFNSU,NASDAQ,15.0,$10.00 - $10.00,$150.0 mil,Jefferies,BTIG,11/7/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are an innovator in China’s NEV market. We design, develop, manufacture, and sell premium smart electric SUVs. Through our product, technology, and business model innovation, we provide families with safe, convenient, and cost-effective mobility solutions. We are the first to successfully commercialize EREVs in China. Our first model, Li ONE, is a six-seat, large premium electric SUV equipped with a range extension system and cutting-edge smart vehicle solutions. We started the volume production of Li ONE in November 2019 and delivered over 10,400 Li ONEs as of June 30, 2020.",MOTOR VEHICLES & PASSENGER CAR BODIES,2628,2014,Contact Information,"8th Floor, Block D, Building 8, 4th District of Wangjing East Garden, Chaoyang District, Beijing 100102, People's Republic of China.",+86 (10) 8742-7209,http://www.lixiang.com,Li Auto,Financial Information,$9618mil,$160.4 mil (last 12 months),$-308.2 mil (last 12 months),IPO Profile,LI,NASDAQ,95.0,$11.50 - $11.50,$1092.5 mil,Goldman Sachs (Asia)/ Morgan Stanley/ UBS Investment Bank/ CICC,Tiger Brokers/ Snowball,7/30/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We are a global science-driven biopharmaceutical company dedicated to developing and commercializing innovative medicines for patients with unmet medical needs, with an initial focus on in-licensing assets for Greater China, including Mainland China, Hong Kong Taiwan and Macau, and other Asian markets. China is the second-largest pharmaceutical market in the world. We have entered into high-value strategic collaborations with Pfizer Inc. (“Pfizer”), which offers optionality to leverage its broad reach and commercial infrastructure in Greater China, and BridgeBio Pharma LLC (“BridgeBio”), which provides preferential access to an innovative pipeline of more than 20 product candidates in development. In less than three years, we have assembled a strong pipeline of nine assets across five therapeutic areas, each with the potential to drive new standards of care across cardiovascular, oncology, ophthalmology, inflammatory disease and respiratory indications. We plan to initiate four registrational studies over the next 12 to 18 months to advance our product candidates towards regulatory approval in China. (Note: LianBio announced on Sunday, Oct. 31, 2021, that it priced its IPO at $16 – the mid-point of its $15-to-$17 price range – and priced 20.31 million American Depositary Shares (ADS) to raise $342.96 million. LianBio had moved its pricing date back by a day – for the second time – to Monday night, Nov. 1, 2021. The deal had been delayed to Thursday night, Oct. 28, 2021, from its original timing of Wednesday night on Oct. 27.)",PHARMACEUTICAL PREPARATIONS,87,2019,Contact Information,"103 Carnegie Center Drive, Suite 215 Princeton, NJ 08540",(609) 486-2308,http://www.lianbio.com/,LianBio,Financial Information,$1684.11mil,$0 mil (last 12 months),$-294.97 mil (last 12 months),IPO Profile,LIAN,NASDAQ,20.3,$16.00 - $16.00,$325.0 mil,Goldman Sachs/ Jefferies/ BofA Securities,-,11/1/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to capitalize on the ability of our management team and our sponsor, to identify, acquire and operate a business that may provide opportunities for attractive risk-adjusted returns in the media, digital media, music, entertainment, communications, telecommunications and technology industries. Our sponsor, Liberty Media Acquisition Sponsor LLC, is a wholly owned subsidiary of Liberty Media Corporation (“LMC”). The principal businesses and assets of LMC include its consolidated subsidiaries Sirius XM Holdings, Formula 1, Braves Holdings, LLC (“Braves Holdings”) and equity affiliate Live Nation. Historically, LMC (including its predecessors) has invested and owned or continues to own businesses and assets across the media and communications ecosystem, including in pay-TV and broadband (Charter, DirecTV), sports (Formula 1, the Atlanta Braves), entertainment content (Starz), digital broadcast (SIRIUS XM), travel (Tripadvisor, Expedia), video and e-commerce (QVC) and live events (Formula 1, Live Nation), among others. Gregory B. Maffei, our CEO, is the president and chief executive officer of LMC. Brian J. Wendling, our chief accounting officer and principal accounting officer, is the chief accounting officer and principal financial officer of LMC, Qurate Retail, Liberty Broadband and GCI Liberty.",BLANK CHECKS,0,2020,Contact Information,"12300 Liberty Boulevard Englewood, CO 80112",(720) 875-5800,,Liberty Media Acquisition Corporation,Financial Information,$625.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LMACU,NASDAQ,50.0,$10.00 - $10.00,$500.0 mil,Citigroup/ Morgan Stanley/ Credit Suisse/ Goldman Sachs,,1/22/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"We intend to focus our search on industries that complement our management team’s background and to capitalize on the ability of our management team to identify and acquire a business focusing on the natural resources industry, specifically within the oil and gas sectors where our management team has extensive experience. (Note: Liberty Resources Acquisition Corp. priced its SPAC IPO on Nov. 3, 2021, in line with the terms in its prospectus: 10 million units at $10 each to raise $100 million.)",BLANK CHECKS,0,2021,Contact Information,"78 SW 7th Street Suite 500 Miami, Florida 33130",1-305-809-7217,,Liberty Resources Acquisition Corp.,Financial Information,$129.78mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,LIBYU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,EF Hutton (A division of Benchmark Investments),-,11/4/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
General Information,"(Note: Life Time Group Holdings, Inc., sharply downsized its IPO at pricing on Oct. 6, 2021, to 39 million shares, down from 46.2 million shares, and priced the deal at $18 – the bottom of its $18-to-$21 price range – to raise $702 million. The IPO’s proceeds are far short of the projected proceeds of $900.9 million, under the terms filed in the IPO’s prospectus.) Life Time, the “Healthy Way of Life Company,” is a leading lifestyle brand offering premium health, fitness and wellness experiences to a community of nearly 1.4 million individual members, who together comprise more than 767,000 memberships, as of July 31, 2021. Since our founding nearly 30 years ago, we have sought to continuously innovate ways for our members to lead healthy and happy lives by offering them the best places, programs and performers. We deliver high-quality experiences through our omni-channel physical and digital ecosystem that includes more than 150 centers—distinctive, resort-like athletic destinations—across 29 states in the United States and one province in Canada. Our track record of providing differentiated experiences to our members has fueled our strong, long-term financial performance. In 2019, prior to the COVID-19 pandemic, we generated $1.9 billion of revenue, $30 million in net income and $438 million in Adjusted EBITDA. In 2020, which was impacted by the COVID-19 pandemic, we generated $0.9 billion of revenue, $360 million in net loss and $(63) million in Adjusted EBITDA, and in the six months ended June 30, 2021, we generated $0.6 billion of revenue, $229 million in net loss and $(15) million in Adjusted EBITDA. **Note: In the chart below, the revenue and the net loss figures are for the full year that ended on Dec. 31, 2020.",Services - Membership Sports & Recreation Clubs,30000,1992,Contact Information,"2902 Corporate Place Chanhassen, Minnesota 55317",952-947-0000,http://www.lifetime.life/,"Life Time Group Holdings, Inc.",Financial Information,$3863.34mil,$900.0 mil (last 12 months),$-360.0 mil (last 12 months),IPO Profile,LTH,NYSE,39.0,$18.00 - $18.00,$702.0 mil,Goldman Sachs/Morgan Stanley/BofA Securities/Deutsche Bank Securities/J.P. Morgan/Wells Fargo Securities/BMO Capital Markets /Mizuho Securities /RBC Capital Markets,Guggenheim Securities/Oppenheimer & Co./BTIG/TPG Capital BD/AmeriVet Securities/Blaylock Van/Siebert Williams Shank,10/7/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,
