General Information,Business,Industry,Employees,Founded,Contact Information,Address,Phone Number,Web Address,View Prospectus,Financial Information,Market Cap,Revenues,Net Income,IPO Profile,Symbol,Exchange,Shares (millions),Price range,Est. $ Volume,Manager / Joint Managers,CO-Managers,Expected To Trade,Status,Quiet Period Expiration Date,Lock-Up Period Expiration Date,SCOOP Rating,Rating Change
General Information,"We intend to initially focus on target businesses in the healthy living industries that benefit from strong Environmental, Social and Governance (“ESG”) profiles. We intend to identify and acquire a business that could benefit from a strategically experienced owner with extensive investment experience in the healthy consumer and smart cities sectors, and that presents potential for an attractive risk-adjusted return profile. Consumers are seeking healthier, cleaner, more sustainable products and ingredients in the U.S. and globally. Our sponsor, BWA Holdings LLC, is an entity owned by members of our management, and is affiliated with N*GEN. Rosemary L. Ripley, our CEO, and Peter S. H. Grubstein, our CFO, are experienced operating and investment professionals who have worked together at N*GEN since 2007. Founded in 2001, N*GEN has raised over $500 million in a number of venture capital investment vehicles that it currently manages. (Note: The IPO was upsized when it was priced on Thursday night, Nov. 12: A total of 11 million units were sold, up from 10 million in the latest SEC filing, at $10 each to raise $110 million. Background: The size of this SPAC’s IPO was cut by 20 percent to 10 million units, down from 12.5 million units initially, in an SEC filing dated Nov. 9, 2020.)",BLANK CHECKS,0,2020,Contact Information,"733 Third Avenue New York, New York 10017",(212) 450-9700,,Better World Acquisition,Financial Information,$138.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,BWACU,NASDAQ,11.0,$10.00 - $10.00,$110.0 mil,"EarlyBirdCapital, Inc.",-,11/13/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Beyond Meat is one of the fastest-growing food companies in the United States, offering a portfolio of revolutionary plant-based meats. We build meat directly from plants, an innovation that enables consumers to experience the taste, texture and other sensory attributes of popular animal-based meat products while enjoying the nutritional benefits of eating our plant-based meat products. Our brand commitment, “Eat What You Love,” represents a strong belief that by eating our plant-based meats, consumers can enjoy more, not less, of their favorite meals, and by doing so, help to address concerns related to human health, climate change, resource conservation and animal welfare.",FOOD & KINDRED PRODUCTS,383,2011,Contact Information,"1325 East El Segundo Blvd., El Segundo, CA 90245, US",(866) 756-4112,http://www.beyondmeat.com,Beyond Meat,Financial Information,$1457.5mil,$87.9 mil (last 12 months),$-29.9 mil (last 12 months),IPO Profile,BYND,NASDAQ,9.6,$25.00 - $25.00,$240.6 mil,Goldman Sachs/ J.P. Morgan/ Credit Suisse,BofA Merrill Lynch/ Jefferies/ William Blair,5/2/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a clinical-stage biopharmaceutical company developing a novel class of medicines, which we refer to as Bicycles, for diseases that are underserved by existing therapeutics. Bicycles are fully synthetic short peptides constrained to form two loops which stabilize their structural geometry. This constraint is designed to confer high affinity and selectivity and the relatively large surface area presented by the molecule allows targets to be drugged that have historically been intractable to non-biological approaches. Bicycles are a unique therapeutic modality combining the pharmacology usually associated with a biologic with the manufacturing and pharmacokinetic, or PK, properties of a small molecule. Bicycles are excreted by the kidney rather than the liver and have shown no signs of immunogenicity to date, which we believe together support a favorable toxicological profile.",PHARMACEUTICAL PREPARATIONS,61,2009,Contact Information,"B900, Babraham Research Campus, Cambridge, CB22 3AT, United Kingdom",+44 1223 261503.,http://www.bicycletherapeutics.com,Bicycle Therapeutics Limited,Financial Information,$247.7mil,$7.1 mil (last 12 months),$-21.8 mil (last 12 months),IPO Profile,BCYC,NASDAQ,4.3,$14.00 - $14.00,$60.7 mil,Goldman Sachs/ Jefferies/ Piper Jaffray,Canaccord Genuity,5/23/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus on life science companies in the United States and Israel that complement our management team’s background and proprietary network. (Big Cypress Acquisition upsized its IPO to 10 million units, up from 7.5 million units initially, in an S-1/A filing dated Jan. 4, 2021. The S-1 is dated Dec. 7, 2020.)",BLANK CHECKS,0,2020,Contact Information,"300 W. 41st Street, Suite 202 Miami Beach, FL 33140",(305) 204-3338,,Big Cypress Acquisition Corp.,Financial Information,$128.82mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,BCYPU,NASDAQ,10.0,$10.00 - $10.00,$100.0 mil,Ladenburg Thalmann,Brookline Capital (A division of Arcadia Securities),1/12/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"Big Sky Growth Partners is a newly organized blank check company established by Mark Vadon, Paul Ferris and Lauren Neiswender. We founded the company to leverage the deep expertise that our team has investing in, partnering with and growing digitally native Internet Retail and Direct-to-Consumer companies. While we may choose to partner with a company in any sector, we intend to focus our search on these sectors or technologies that power these sectors. We aim to partner with a business that demonstrates rapid growth fueled by its consumer value proposition and persistent relationship with customers. We will draw on Mark Vadon’s experience as the co-founder of both Zulily and Blue Nile and as the former board chairman of Chewy as well as his long track record of private and public investments.",BLANK CHECKS,0,2021,Contact Information,"1201 Western Avenue, Suite 406 Seattle, Washington 98101",(406) 351-0820,,"Big Sky Growth Partners, Inc.",Financial Information,$375.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,BSKYU,NASDAQ,30.0,$10.00 - $10.00,$300.0 mil,Goldman Sachs & Co. LLC,-,4/29/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"BigCommerce is leading a new era of ecommerce. Our software-as-a-service (“SaaS”) platform simplifies the creation of beautiful, engaging online stores by delivering a unique combination of ease-of-use, enterprise functionality, and flexibility. We power both our customers’ branded ecommerce stores and their cross-channel connections to popular online marketplaces, social networks, and offline point-of-sale (“POS”) systems. As of June 1, 2020, we served approximately 60,000 online stores across industries in approximately 120 countries. BigCommerce operates at the forefront of a world of commerce that is changing rapidly. The transition from physical to digital commerce constitutes one of history’s biggest changes in human behavior, and the pace of change is accelerating. According to eMarketer Inc. (“eMarketer”), retail ecommerce was nonexistent in the early-1990s and grew to approximately 10% of all global retail spending in 2017.",PREPACKAGED SOFTWARE,690,2003,Contact Information,"11305 Four Points Drive, Building II, Third Floor, Austin, TX 78726, TX",(512) 865-4500,http://www.BigCommerce.com,BigCommerce Holdings,Financial Information,$1459.0mil,$119.7 mil (last 12 months),$-43.4 mil (last 12 months),IPO Profile,BIGC,NASDAQ,9.0,$24.00 - $24.00,$216.5 mil,Morgan Stanley/ Barclays/ Jefferies/ KeyBanc Capital Markets,Canaccord Genuity/ Needham & Company/ Raymond James/ SunTrust Robinson Humphrey,8/5/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our search for a target business in the technology sector. (Bilander Acquisition is a new blank-check company or SPAC incorporated in Delaware.) True Wind Capital, a technology-focused private investment firm, is our advisory platform. Our chairman, Mr. James H. Greene, Jr., is a founding partner of True Wind Capital. We intend to capitalize on the ability of our management team and the broader True Wind Capital platform to acquire and operate a business in the technology and technology-enabled services sectors that may provide opportunities for attractive long-term risk-adjusted returns, though we reserve the right to pursue an acquisition opportunity in any business or industry. True Wind Capital is a San Francisco-based private equity firm managing $1.4 billion as of Sept. 30, 2020, that is focused on investing in leading technology companies with a broad mandate, including software, financial technology, industrial technology, healthcare IT, internet, semiconductors and IT services. Scott W. Wagner has served as our CEO and a director since May 2021. He previously was the CEO of GoDaddy from 2017 to 2019. Before becoming GoDaddy’s CEO, Mr. Wagner served as the president, the COO and the CFO of the company from 2012 to 2017. (Note: Bilander Acquisition Corp. priced its SPAC IPO on July 15, 2021, in sync with the terms in its prospectus: 15 million units at $10 each to raise $150 million.)",Blank Checks,0,2021,Contact Information,"Four Embarcadero Center, Suite 2100 San Francisco, CA 94111",(415) 780-9975,,Bilander Acquisition Corp.,Financial Information,$200.0mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,TWCBU,NASDAQ,15.0,$10.00 - $10.00,$150.0 mil,Morgan Stanley/ Deutsche Bank Securities/ Evercore ISI,-,7/16/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are champions of small and midsize businesses (SMBs). We are a leading provider of cloud-based software that simplifies, digitizes, and automates complex back-office financial operations for SMBs. By transforming how SMBs manage their cash inflows and outflows, we create efficiencies and free our customers to run their businesses. Our purpose-built, artificial-intelligence (AI)-enabled financial software platform creates seamless connections between our customers, their suppliers, and their clients. Customers use our platform to generate and process invoices, streamline approvals, send and receive payments, sync with their accounting system, and manage their cash.",PREPACKAGED SOFTWARE,544,2006,Contact Information,"1810 Embarcadero Road, Palo Alto, CA 94303, CA",(650) 621-7700,http://www.bill.com,Bill.com Holdings,Financial Information,$1552.2mil,$121.1 mil (last 12 months),$-12.1 mil (last 12 months),IPO Profile,BILL,NYSE,9.8,$22.00 - $22.00,$216.1 mil,Goldman Sachs/ BofA Securities/ Jefferies/ KeyBanc Capital Markets,Canaccord Genuity/ Needham & Company/ William Blair,12/12/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a clinical-stage biopharmaceutical company developing our novel class of highly specific and selective antibody-based therapeutics for the treatment of solid tumor cancer. Our conditionally active biologics, or CABs, capitalize on our proprietary discoveries with respect to tumor biology, enabling us to target known and widely validated tumor antigens that have previously been difficult or impossible to target. Our novel CAB therapeutic candidates exploit characteristic pH differences between the tumor microenvironment and healthy tissue. Unlike healthy tissue, the tumor microenvironment is acidic, and we have designed our antibodies to selectively bind to their targets on tumor cells under acidic pH conditions but not on targets in normal tissues. Our approach is to identify the necessary targeting and potency required for cancer cell destruction, while aiming to eliminate or greatly reduce on-target, off-tumor toxicity — one of the fundamental challenges of existing cancer therapies.  (Note: The BioAtla IPO was upsized at pricing: 10.5 million shares were priced at $18 – up from 9.4 million shares in the $15-to-$17 price range in the prospectus.)",BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),36,2007,Contact Information,"11085 Torreyana Road San Diego, California 92121",(858) 558-0708,http://www.bioatla.com/,"BioAtla, Inc.",Financial Information,$495.84mil,$2.63 mil (last 12 months),$-20.9 mil (last 12 months),IPO Profile,BCAB,NASDAQ,10.5,$18.00 - $18.00,$189.0 mil,J.P. Morgan/ Jefferies/ Credit Suisse/ BTIG,-,12/16/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a leading data-driven diagnostic solutions company leveraging state of the art technologies with our proprietary artificial intelligence (AI) platform to discover, develop, and commercialize solutions for clinical unmet needs, with a primary focus in lung disease. By combining a technology agnostic approach with a holistic view of the patient’s disease state, we believe our solutions provide physicians with greater insights to help personalize their patient’s care and meaningfully improve disease detection, evaluation, and treatment. We have four diagnostic blood-based tests across the lung cancer continuum of care : Nodify XL2 and Nodify CDT (both trademarked) tests, marketed as part of our Nodify Lung module, to help assess the risk of lung cancer, and GeneStrat and VeriStrat (both trademarked) tests, marketed as part of our Biodesix Lung Reflect testing strategy, used following diagnosis of lung cancer. In response to the global pandemic, we have commercialized the Biodesix WorkSafe™ COVID-19 Testing Program, which includes two EUA-FDA authorized tests (molecular & serology) for the SARS-CoV-2 virus in partnership with Bio-Rad Laboratories.",Services - Medical Laboratories,154,2005,Contact Information,"2970 Wilderness Place, Suite 100 Boulder, Colorado 80301",(303) 417-0500,http://www.biodesix.com/,Biodesix,Financial Information,$475.56mil,$21.6 mil (last 12 months),$-34.1 mil (last 12 months),IPO Profile,BDSX,NASDAQ,4.0,$18.00 - $18.00,$72.0 mil,Morgan Stanley/ William Blair,Canaccord Genuity/ BTIG,10/28/2020,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: Immediately after this offering, Biofrontera AG, our parent company and sole existing stockholder immediately prior to this offering, will own about 72.7% of our outstanding shares of common stock.) We are a U.S.-based biopharmaceutical company specializing in the commercialization of pharmaceutical products for the treatment of dermatological conditions, in particular, diseases caused primarily by exposure to sunlight that result in sun damage to the skin. Our licensed products focus on the treatment of actinic keratoses, which are skin lesions that can sometimes lead to skin cancer. We also market a topical antibiotic for treatment of impetigo, a bacterial skin infection. Our principal licensed product is Ameluz®, a prescription drug approved for use in combination with our licensor’s medical device, which has been approved by the U.S. Food and Drug Administration (the “FDA”), the BF-RhodoLED® lamp, for photodynamic therapy, or PDT (when used together, “Ameluz® PDT”) in the United States to treat actinic keratosis of mild-to-moderate severity on the face and scalp. Our second prescription drug licensed product is Xepi® (ozenoxacin cream, 1%), a topical non-fluorinated quinolone that inhibits bacterial growth. Currently, no antibiotic resistance against Xepi® is known and it has been specifically approved by the FDA to treat impetigo, a common skin infection, due to Staphylococcus aureus or streptococcus pyogenes. It is approved for use in adults and children 2 months and older. (Note: Biofrontera priced its unit IPO on Oct. 28, 2021, at $5 – the low end of its recently reduced range of $5 to $7 – and increase the number of units to 3.6 million, up from 3.1 million in the prospectus, to raise $18 million. Biofronter had revamped its IPO to a unit offering from an offering of only shares of common stock in an S-1/A filing dated Oct. 26, 2021: 3.1 million units at a price range of $5 to $7. Previously the deal consisted of 3 million shares at a price range of $5 to $7 each. Under the new terms: Each unit will consist of one share of common stock and one warrant to buy one share of common stock. The stock will trade under the proposed symbol “BFRI” and the warrants will trade under the proposed symbol “BFRIW” on the NASDAQ. The timing of this deal’s pricing has been pending over the past few weeks in October.)",PHARMACEUTICAL PREPARATIONS,64,,Contact Information,"120 Presidential Way, Suite 330 Woburn, MA 01801",781-245-1325,http://www.biofrontera-us.com/,Biofrontera,Financial Information,$66.0mil,$22.42 mil (last 12 months),$-10.37 mil (last 12 months),IPO Profile,BFRI,NASDAQ,3.6,$5.00 - $5.00,$18.0 mil,Roth Capital Partners/ The Benchmark Company,-,10/29/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a preclinical-stage biopharmaceutical company focused on the discovery, development and commercialization of irreversible small molecule drugs to treat patients with genetically defined cancers. An irreversible small molecule drug is a synthetic compound that forms a permanent bond to its target protein and offers a number of potential advantages over conventional reversible drugs, including greater target selectivity, lower drug exposure and the ability to drive a deeper, more durable response. Leveraging our extensive expertise in irreversible binding chemistry and development, we built our proprietary FUSION System discovery platform to advance a pipeline of novel irreversible small molecule product candidates. Our lead product candidate, BMF-219, is designed to be an orally bioavailable, potent and selective irreversible inhibitor of menin, an important transcriptional regulator known to play a direct role in oncogenic signaling in multiple cancers.",PHARMACEUTICAL PREPARATIONS,12,2017,Contact Information,"726 Main Street Redwood City, California 94063",(650) 980-9099,http://www.biomeafusion.com,Biomea Fusion,Financial Information,$436.32mil,$0 mil (last 12 months),$-5.32 mil (last 12 months),IPO Profile,BMEA,NASDAQ,9.0,$17.00 - $17.00,$153.0 mil,J.P. Morgan/ Jefferies/ Piper Sandler,-,4/16/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: IPOScoop has NO CALL on this deal. This is a NASDAQ uplisting. This is NOT an IPO, although the prospectus calls the deal an initial public offering of American Depositary Shares (ADS). Each ADS represents 180 ordinary shares. Bionomics Ltd.’s ordinary shares are listed on the Australian Securities Exchange (“ASX”), under the symbol “BNO.”) We are a clinical-stage biopharmaceutical company developing novel allosteric ion channel modulators designed to transform the lives of patients suffering from serious central nervous system (“CNS”) disorders with high unmet medical need. Ion channels serve as important mediators of physiological function in the CNS and the modulation of ion channels influences neurotransmission that leads to downstream signaling in the brain. The α7 nicotinic acetylcholine (“ACh”) receptor (“α7 receptor”) is an ion channel that plays an important role in driving emotional responses and cognitive performance. Utilizing our expertise in ion channel biology and translational medicine, we are developing orally active small molecule negative allosteric modulators (“NAMs”) and positive allosteric modulators (“PAMs”) of the α7 receptor to treat anxiety and stressor-related disorders and cognitive dysfunction, respectively. We are advancing our lead product candidate, BNC210, an oral proprietary selective NAM of the α7 receptor, for the acute treatment of Social Anxiety Disorder (“SAD”) and chronic treatment of Post-Traumatic Stress Disorder (“PTSD”). There remains a significant unmet medical need for the over 22 million patients in the United States alone suffering from SAD and PTSD. Current pharmacological treatments include certain antidepressants and benzodiazepines, and there have been no new FDA-approved therapies in these indications in nearly two decades. These existing treatments have multiple shortcomings, such as a slow onset of action of antidepressants, and significant side effects of both classes of drugs. BNC210 has been observed in our clinical trials to have a fast onset of action and clinical activity without the limiting side effects seen with the current standard of care. We expect to initiate our Phase 2 PREVAIL trial for BNC210 for the acute treatment of SAD by the end of 2021 and currently anticipate reporting topline data by the end of 2022. We have initiated our Phase 2b ATTUNE trial, a randomized, placebo-controlled study to evaluate BNC210 for the treatment of PTSD, and we expect to report topline data in the first half of 2023. Our expertise and approach have been validated through our June 2014 research collaboration and license agreement with Merck Sharp & Dohme Corp., a wholly owned subsidiary of Merck & Co., Inc., for our α7 receptor PAM program, which targets a receptor that has garnered significant attention for treating cognitive deficits. This partnership enables us to maximize the value of our ion channel and chemistry platforms and develop transformative medicines for patients suffering from cognitive disorders such as Alzheimer’s disease. (Note: Bionomics Ltd. priced its public offering on Dec. 15, 2021, at US$12.35 per ADS – $3.10 below its expected price of US$15.45, which was the as-converted close on Dec. 10, 2021, of its ordinary shares. In this offering, Bionomics priced 1.622 million American Depositary Shares (ADS) – the same number of ADS in the prospectus – to raise $20.03 million. Insiders had indicated an interest in buying up to about $15 million of the ADS in this offering – or up to 75 percent of the deal – at the “IPO” price, the prospectus says. Each ADS represents 180 ordinary shares of Bionomics.)",PHARMACEUTICAL PREPARATIONS,7,1996,Contact Information,200 Greenhill Road Eastwood SA 5063 Australia,+618 8150 7400,http://www.bionomics.com.au/,Bionomics Limited,Financial Information,$106.52mil,$0 mil (last 12 months),$-7.42 mil (last 12 months),IPO Profile,BNOX,NASDAQ,1.6,$12.35 - $12.35,$20.0 mil,Evercore ISI/ William Blair/ Cantor,Berenberg/ H.C. Wainwright,12/16/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"BioNTech was founded in 2008 on the understanding that every cancer patient’s tumor is unique and that in order to effectively address this challenge, we must create individualized treatments for each patient. We and our collaborators have advanced a development pipeline of over 20 product candidates, of which eight have entered into nine ongoing clinical trials. While we believe our approach is broadly applicable across a number of therapeutic areas, our most advanced programs are focused on oncology, where we have treated over 250 patients across 17 tumor types to date. Our immunotherapy drug classes consist of messenger ribonucleic acid, or mRNA, therapeutics, engineered cell therapies, antibodies and small molecule immunomodulators. Our product candidates span oncology, infectious diseases and rare diseases.",BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES),1100,2008,Contact Information,"An der Goldgrube 12, D-55131 Mainz, Germany",+49 6131-9084-0,http://www.biontech.de,BioNTech SE,Financial Information,$3393.9mil,$149.8 mil (last 12 months),$-127.2 mil (last 12 months),IPO Profile,BNTX,NASDAQ,10.0,$15.00 - $15.00,$150.0 mil,J.P. Morgan/ BofA Merrill Lynch/ UBS Investment Bank/ SVB Leerink,"Canaccord Genuity/ Bryan, Garnier/ Berenberg/ Wolfe Capital Markets and Advisory/ Kempen/ Mirae Asset Securities",10/10/2019,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: This is Biophytis’ IPO of 1.2 million American Depositary Shares (ADS), with each ADS representing 10 ordinary shares. Technically this is an uplift or an “uplisting” of Biophytis stock to the NASDAQ, instead of a traditional IPO. The French biotech’s ordinary shares are listed on the Euronext Growth exchange in Paris under the symbol “ALBPS”.) We are a clinical-stage biotechnology company focused on the development of therapeutics that slow the degenerative processes associated with aging and improve functional outcomes for patients suffering from age-related diseases, including severe respiratory failure in patients suffering from COVID-19. Our goal is to become a leader in the emerging field of aging science by delivering life-changing therapies to the growing number of patients in need. To accomplish this goal, we have assembled an experienced and skilled group of industry professionals, scientists, clinicians and key opinion leaders from leading industry and academic institutions from around the world. (Note: Biophytis priced its U.S. IPO on Feb. 9, 2021, of 1.2 million ADS, the same number of ADS in the prospectus, at $16.75 per ADS to raise $20.1 million. The IPO price was slightly above the mid-point of the $15-to-$18 price range.)",Pharmaceuticals,23,2006,Contact Information,"Sorbonne University—BC 9, Bâtiment A 4ème étage 4 place Jussieu 75001 Paris, France",+33 1 44 27 23 00,http://www.biophytis.com,Biophytis S.A.,Financial Information,$186.29mil,$0 mil (last 12 months),$-20.7 mil (last 12 months),IPO Profile,BPTS,NASDAQ,1.2,$16.75 - $16.75,$20.1 mil,H.C. Wainwright,-,2/10/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our search on companies in the life sciences industry. We shall not undertake our initial business combination with any entity with its principal business operations in China (including Hong Kong and Macau). (Incorporated in the Cayman Islands) (Note: BioPlus Acquisition Corp. upsized its SPAC IPO at pricing on Dec. 2, 2021, to 20 million units, up from 18 million units, at $10 each to raise $200 million.)",BLANK CHECKS,0,2021,Contact Information,"260 Madison Avenue Suite 800 New York, New York 10016",(212) 287-4092,,BIOPLUS ACQUISITION CORP.,Financial Information,$250.6mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,BIOSU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Cantor,-,12/3/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our search for a target business in the healthcare sector, with a particular focus on life sciences/biotechnology, healthcare information technology, medical technology and technology-enabled healthcare service sectors. (Note: Biotech Acquisition priced its IPO on Jan. 25, 2021, according to the terms in its prospectus: 20 million units at $10 each to raise $200 million.)",BLANK CHECKS,0,2020,Contact Information,"545 West 25th Street, 20th Floor, New York, NY 10001, US",(212) 227-1905,,Biotech Acquisition,Financial Information,$250mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,BIOTU,NASDAQ,20.0,$10.00 - $10.00,$200.0 mil,Cantor,-,1/26/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"(Note: This is NOT an IPO. IPOScoop has NO CALL on this offering. This deal is a NASDAQ uplisting from the OTCQB, where the stock had also traded under the symbol “BTCY”.) Biotricity is a leading-edge medical technology company focused on biometric data monitoring solutions. Our aim is to deliver innovative, remote monitoring solutions to the medical, healthcare, and consumer markets, with a focus on diagnostic and post-diagnostic solutions for lifestyle and chronic illnesses. We approach the diagnostic side of remote patient monitoring by applying innovation within existing business models where reimbursement is established. We believe this approach reduces the risk associated with traditional medical device development and accelerates the path to revenue. In post-diagnostic markets, we intend to apply medical grade biometrics to enable consumers to self-manage, thereby driving patient compliance and reducing healthcare costs. Our first focus is on the multi-billion-dollar diagnostic mobile cardiac telemetry market, otherwise known as MCT. We developed our FDA-approved Bioflux® MCT technology, comprised of a monitoring device and software components, which we made available to the market under limited release on April 6, 2018, in order to assess, establish and develop sales processes and market dynamics. The fiscal year ended March 30, 2020 marked the Company’s first year of expanded commercialization efforts, focused on sales growth and expansion. We have expanded our sales efforts to 23 states, with the intention to expand further and compete in the broader US market using an insourcing business model. Our technology has a large potential total addressable market, which can include hospitals, clinics and physicians’ offices, as well as independent diagnostic testing facilities (or IDTFs). We believe our solution’s insourcing model, which empowers physicians with state-of-the-art technology and charges technology service fees for its use, has the benefit of a reduced operating overhead for the Company, and enables a more efficient market penetration and distribution strategy. This, when combined with the value of the Company’s solution in the diagnosis of cardiac arrhythmias, enhancement of patient outcomes, improved patient compliance, and the corresponding reduction of healthcare costs, is what we believe is driving growth and increasing revenue. Note: As of June 30, 2021, we had an accumulated deficit of $68,715,051. *Note: Financial statements were not available.",Medical Technology,,2012,Contact Information,"275 Shoreline Drive, Redwood City, California",(800) 590-4155,http://www.biotricity.com/,"Biotricity, Inc.",Financial Information,$137.07mil,$ mil (last 12 months),$ mil (last 12 months),IPO Profile,BTCY,NASDAQ,5.0,$3.00 - $3.00,$15.0 mil,H.C. Wainwright & Co.,-,8/26/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We are a global medical device company focused on developing and commercializing clinically differentiated, cost efficient and minimally invasive treatments that engage and enhance the body’s natural healing process. We believe our non-invasive medical device and biologic products play a critical role in supporting the body’s own healing mechanisms to heal or eliminate the pain caused by orthopedic conditions and problems, which we define as our active healing products. Our products are in three categories: 1. OA (osteoarthritis) joint pain treatment and joint preservation – injectable treatments; 2. bone graft substitutes, and 3. a minimally invasive fracture treatment that uses pulsed ultrasound. These products address an estimated $6.0 billion market opportunity across osteoarthritic, or OA, joint pain treatment and joint preservation, spinal fusion surgery and bone fractures, each of which is experiencing growth through multiple industry tailwinds, including an aging population, increased participation in sports and active lifestyles, and a rise in obesity rates. Our devices are most often used to delay or replace the need for an elective surgical procedure and are focused on reaching patients early on in their treatment paradigm. In 2019, approximately 85% of our $340.1 million in revenues were derived from products associated with non-surgical procedures.",SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,680,2015,Contact Information,"4721 Emperor Boulevard, Suite 100 Durham, North Carolina 27703",(919) 474-6700,http://www.bioventus.com,Bioventus Inc.,Financial Information,$921.91mil,$320.12 mil (last 12 months),$17.78 mil (last 12 months),IPO Profile,BVS,NASDAQ,8.0,$13.00 - $13.00,$104.0 mil,Morgan Stanley/ J.P. Morgan/ Goldman Sachs/ Canaccord Genuity,-,2/11/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
General Information,"We intend to focus our search on the traditional and non-traditional restaurant sectors in North America. Our management team has over 100 years of combined experience in North America as founders, owners, executives and advisors in the restaurant industry – in segments ranging from quick service to fine dining. Our chairman, Rafael Felipe de Jesús Aguirre Gómez, is an entrepreneur with over 35 years of experience in food and beverage operations, real estate, entertainment, retail and broadcasting. Mr. Aguirre is the founder, CEO and chairman of Mera Corp. (“Mera”). He founded Mera in 1991. Mera is an international food and beverage operator, headquartered in Cancun, Mexico, that operates over 150 restaurant locations in 17 airports in five different countries: Mexico, U.S. (Burbank and Raleigh), Colombia, Ecuador and Panama, and at Mexican cruise ports. Today, Mera successfully operates more than 40 brands in these venues, including Wolfgang Puck, Guy Fieri, Margaritaville, Starbucks, Panda, Johnny Rocket’s, and Bubba Gump, among other highly successful international brands. With over 3,000 employees, Mera serves more than 55 million passengers per year at the airports where it operates. Our CEO, Alberto Ardura González, has more than 35 years of experience in the financial industry. He has advised numerous companies on M&A transactions and on structuring and underwriting public and private issuances of equity and debt. In 2019, Mr. Ardura founded his own advisory firm, Pier A Capital Solutions, Inc., focusing on M&A and private debt and equity financing transactions for clients across Latin America. His previous investment banking experience includes Merrill Lynch Mexico (2002 to 2009); Deutsche Bank in New York (2009-2017), where he was the head of Latin America Capital Markets and Treasury Solutions, and Nomura Securities (2017-2019), where he was a managing director leading the Latin America Investment Banking and Client Coverage Division. (Note: Bite Acquisition upsized its IPO at pricing on Feb. 11, 2021, to 17.5 million units, up from 15 million, at $10 each to raise $175 million.)",BLANK CHECKS,0,2020,Contact Information,"30 West Street, No. 28F New York, NY 10004",(212) 608-2923,,Bite Acquisition,Financial Information,$192.9mil,$0 mil (last 12 months),$0 mil (last 12 months),IPO Profile,BITE.U,NYSE,17.5,$10.00 - $10.00,$175.0 mil,"EarlyBirdCapital, Inc.",-,2/12/2021,Priced,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers,Available only to Subscribers
